contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Utrecht,De Ronde Venen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0736::SB1,3641 AL,1918,1430,5,7,0,0,2,1269,171,0,0,0,0,0,1442,394,203,114,171,55,43,52,36,47,13,6,52,117,16,35,8,23,12,4,6,3,4,12,1,0,1,0,1,1,0,0,,
Utrecht,De Ronde Venen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bibliotheek AVV,0736::SB2,3641 JW,2029,1476,3,6,0,0,2,1330,153,0,0,0,0,0,1485,395,206,115,192,56,63,34,41,54,19,12,61,107,3,49,9,30,3,3,2,0,4,13,2,0,0,0,1,0,2,0,,
Utrecht,De Ronde Venen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw Ons Streven,0736::SB4,1427 AK,1137,788,0,1,0,1,2,716,72,0,0,1,0,0,790,242,103,91,94,26,21,17,12,23,3,9,1,52,0,43,4,16,0,0,0,2,1,26,0,0,0,1,0,0,1,0,,
Utrecht,De Ronde Venen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Springbok,0736::SB5,1426 AG,760,627,1,1,0,0,2,565,62,0,0,0,0,0,629,193,72,92,74,20,6,15,10,21,5,7,2,40,2,28,0,8,0,4,0,2,3,20,2,0,0,0,0,0,1,0,,
Utrecht,De Ronde Venen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau voormalig PCBS de Hoeksteen,0736::SB6,3641 ML,1414,844,1,2,0,0,0,715,132,0,0,0,0,0,847,226,95,78,115,38,38,27,19,22,15,16,30,54,1,26,3,17,6,1,1,2,1,5,4,1,0,1,1,1,0,0,,
Utrecht,De Ronde Venen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Veenlanden College,0736::SB7,3641 XR,1476,1176,0,0,0,0,0,1064,112,0,0,0,0,0,1176,385,87,110,213,39,29,37,34,30,18,9,18,58,4,55,4,21,2,4,0,1,1,12,0,2,2,0,0,0,1,0,,
Utrecht,De Ronde Venen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Lokaal Brede School Present,0736::SB8,3641 KN,1776,858,3,2,0,0,0,785,78,0,0,0,0,0,863,256,88,96,137,29,29,17,30,32,12,8,9,33,8,40,4,13,1,2,0,0,3,3,2,1,0,0,3,0,0,2,,
Utrecht,De Ronde Venen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kids College,0736::SB12,3648 HC,2314,1487,2,0,0,0,4,1341,144,0,0,0,0,0,1489,477,152,147,202,31,57,34,50,36,13,8,5,111,10,60,7,29,9,2,0,0,5,21,2,3,1,2,10,0,3,0,,
Utrecht,De Ronde Venen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau NH Verenigingsgebouw,0736::SB13,3645 DL,2115,1055,2,3,0,0,4,939,117,0,0,0,0,0,1060,372,116,79,138,16,16,24,59,31,3,55,3,62,1,35,6,24,0,1,0,1,0,10,0,1,0,0,1,0,1,0,,
Utrecht,De Ronde Venen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau EHBO Gebouw Lucas,0736::SB14,3645 GR,2043,1326,1,2,0,2,2,1210,119,0,0,2,0,0,1331,429,176,100,196,38,33,36,38,41,14,19,3,93,6,46,5,34,2,0,1,3,3,7,1,0,0,0,1,0,0,1,,
