contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0384::SB1,1111 ZB,2249,2605,20,15,0,0,6,2353,281,0,0,0,0,0,2640,341,222,86,496,319,118,157,37,137,11,6,115,141,147,50,15,128,25,16,3,10,5,5,1,1,3,7,1,0,2,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zorgcentrum De Diem,0384::SB3,1111 AM,81,6,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sociaal Cult. Centrum De Schakel,0384::SB4,1111 CC,996,580,1,2,0,0,3,538,42,0,0,0,0,0,583,86,27,26,127,72,34,38,6,44,0,8,4,25,14,26,0,26,3,1,2,3,2,3,1,2,0,0,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Portocabine NS-station Diemen,0384::SB5,1111 LZ,1745,313,1,0,0,0,1,292,21,0,0,0,0,0,314,39,52,22,27,47,25,21,3,27,2,1,1,8,15,2,0,17,0,1,0,0,2,0,0,0,0,1,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Diemen,0384::SB6,1111 ET,922,658,2,1,0,0,1,593,67,0,0,0,0,0,661,138,38,18,155,72,27,27,6,41,6,1,15,27,20,10,0,42,6,2,0,1,3,1,1,0,0,1,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brede School Noorderbreedte,0384::SB7,1111 WD,1737,836,2,0,0,0,5,741,92,0,0,0,0,0,838,154,75,22,197,60,28,52,19,29,5,3,42,58,25,21,10,22,1,3,2,1,5,1,0,0,0,0,0,1,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Wijkcentrum Noord, zaal 1",0384::SB8,1113 HM,1644,1089,1,4,0,3,0,991,106,0,0,3,0,0,1097,247,100,45,223,78,50,70,12,55,8,2,24,59,23,31,7,33,7,3,0,1,4,1,2,1,1,0,0,2,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Wijkcentrum Noord, zaal 2",0384::SB9,1113 HM,1654,819,2,5,0,1,3,727,97,0,0,1,0,0,827,203,73,38,169,51,36,48,13,37,9,1,21,33,25,22,5,18,10,0,1,2,2,0,0,1,0,0,0,1,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zorgcentrum Berkenstede,0384::SB10,1112 CL,370,11,0,0,0,0,0,11,0,0,0,0,0,0,11,2,1,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportcentrum Duran,0384::SB11,1112 BE,1012,480,0,3,0,0,1,421,61,0,0,0,0,0,483,75,38,13,93,44,30,44,11,26,6,1,20,17,18,10,1,20,5,4,1,0,0,0,0,0,0,2,1,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sportcentrum Duran, zaal 2",0384::SB12,1112 BE,1019,539,0,2,0,0,3,489,49,0,0,0,0,0,541,68,47,12,105,51,25,53,11,34,5,0,23,20,28,18,2,23,3,3,1,1,2,1,1,0,0,0,2,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Keet Boschplaat,0384::SB14,1112 KA,650,454,0,2,0,0,2,424,30,0,0,0,0,0,456,97,57,20,87,32,28,30,7,24,2,1,0,13,13,8,0,16,4,2,1,1,3,1,0,0,0,3,0,0,4,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Global Dance Center,0384::SB16,1112 XC,1753,1186,2,1,0,1,7,1140,44,0,0,2,1,0,1191,168,24,40,279,148,32,51,26,70,3,4,23,49,107,22,8,99,9,9,0,1,9,1,2,0,0,2,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau NS Metrostation Diemen-Zuid,0384::SB19,,389,609,4,0,0,2,1,574,36,0,2,0,0,0,611,80,45,14,133,65,34,29,15,29,6,1,30,24,46,14,5,19,8,3,2,2,2,0,0,0,0,1,1,0,1,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Korfbalvereniging DKV,0384::SB20,1111 PX,1438,402,0,1,0,0,0,349,54,0,0,0,0,0,403,122,17,10,102,37,6,19,2,19,2,0,12,7,13,6,1,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Buurt 't Kruidvat,0384::SB23,1112 BB,2588,815,1,7,0,0,2,758,64,0,0,0,0,0,824,125,72,34,152,72,64,64,30,46,8,0,15,33,36,13,2,35,2,2,3,4,3,0,0,0,0,0,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Diemen (zaal 2),0384::SB25,1111 ET,27,461,0,0,0,0,0,405,56,0,0,0,0,0,461,98,21,15,117,55,14,23,3,20,3,2,11,12,15,10,3,26,2,4,0,1,5,0,0,1,0,0,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Van Markenplantsoen,0384::SB29,,1086,641,1,1,0,0,1,581,62,0,0,0,0,0,644,99,56,19,127,75,32,26,4,32,3,0,27,48,28,20,4,29,3,2,0,2,2,1,0,0,0,0,2,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Venserkade/Loswal,0384::SB30,,920,337,0,2,0,0,2,302,35,0,0,0,0,0,339,56,35,12,55,26,17,29,8,25,2,1,19,14,8,6,4,15,0,1,1,0,1,0,1,1,0,0,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau Gemeentehuis,0384::SB100,1111 ZB,1000,1347,0,0,0,0,,,,,0,1,,,1348,352,132,155,130,41,115,188,29,47,45,2,7,23,15,28,3,16,0,0,0,1,0,1,1,14,0,0,1,1,0,0,0,1
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0384::SB115,1111 ZB,1000,444,2,0,0,0,0,409,37,0,0,0,0,0,446,106,65,47,51,16,33,52,5,17,3,0,3,3,4,14,3,16,3,2,0,0,0,0,0,1,0,0,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0384::SB116,1111 ZB,1000,499,4,0,0,0,1,450,51,0,1,0,1,0,502,84,53,38,75,29,32,42,7,22,8,1,19,16,10,19,4,25,5,2,0,1,1,3,0,1,2,0,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Wijkcentrum Noord, zaal 1",0384::SB815,1113 HM,1000,352,0,0,0,0,1,325,26,0,0,0,0,0,352,89,57,27,53,18,23,32,2,18,7,1,0,4,5,9,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Wijkcentrum Noord, zaal 1",0384::SB816,1113 HM,1000,393,2,0,0,0,1,348,46,0,0,0,0,0,395,88,48,29,64,23,33,37,2,18,6,0,6,4,6,12,0,14,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Buurt 't Kruidvat,0384::SB2315,1112 BB,1000,198,0,0,0,0,0,182,16,0,0,0,0,0,198,40,17,11,22,12,15,37,2,10,3,1,1,2,8,7,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
Haarlem,Diemen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van de Buurt 't Kruidvat,0384::SB2316,1112 BB,0,209,0,0,0,0,1,195,13,0,0,0,0,0,209,27,36,9,34,12,17,22,13,13,3,0,3,2,7,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
