contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Lelystad,Urk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bethelkerk,0184::SB1,8321 EW,1452,972,1,3,0,0,4,825,147,0,0,0,0,0,976,19,152,101,18,1,0,4,109,8,1,428,1,89,0,16,0,4,0,3,0,0,1,3,0,0,0,14,0,0,,
Lelystad,Urk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0184::SB2,8321 GT,1017,1291,3,1,0,0,5,1015,275,0,0,0,0,0,1295,22,190,89,9,1,3,1,70,4,0,660,11,169,2,18,0,6,0,3,2,0,0,2,0,1,1,27,0,0,,
Lelystad,Urk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Morgenster,0184::SB3,8321 DK,1601,1220,0,0,0,0,0,976,244,0,0,0,0,0,1220,27,202,79,6,2,6,2,107,1,3,596,0,162,0,8,0,1,0,1,1,0,0,0,1,0,0,15,0,0,,
Lelystad,Urk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Rehobothkerk,0184::SB4,8321 RG,1693,1365,1,0,0,0,1,1070,295,0,0,0,0,0,1366,34,195,121,5,3,3,5,111,8,0,722,0,123,0,6,0,3,0,1,0,1,1,0,0,0,0,23,0,0,,
Lelystad,Urk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Pniëlkerk,0184::SB5,8321 RV,1545,1290,1,0,0,2,2,974,317,0,0,2,0,0,1293,21,201,72,6,7,5,4,83,2,0,742,0,112,0,13,0,2,0,2,0,0,1,2,0,0,1,14,0,0,,
Lelystad,Urk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Prinses Beatrixschool,0184::SB6,8322 AK,1687,1426,2,0,0,0,1,1104,323,0,0,0,0,0,1428,19,214,84,8,1,3,1,105,2,0,818,0,136,2,8,0,3,0,0,0,0,0,1,0,0,0,21,0,0,,
Lelystad,Urk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ichthushof,0184::SB7,8321 RX,1634,1400,1,0,0,0,0,1099,302,0,0,0,0,0,1401,18,209,91,3,1,3,5,76,2,0,795,10,150,1,12,0,8,0,1,0,0,0,1,0,0,1,13,0,0,,
Lelystad,Urk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Johannes Calvijnschool,0184::SB8,8321 JA,1630,1102,1,1,0,0,2,855,247,0,0,0,0,0,1104,8,118,42,4,2,3,1,62,1,0,744,1,81,0,2,0,2,0,1,0,0,4,0,0,0,0,26,0,0,,
Lelystad,Urk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Harmpje Visserschool,0184::SB9,8322 GH,1777,1275,1,0,0,0,0,1009,267,0,0,0,0,0,1276,18,155,82,2,5,0,3,116,1,0,719,0,134,1,17,0,3,0,1,0,0,0,1,0,0,1,16,0,0,,
Lelystad,Urk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0184::SB10,8321 GT,0,195,0,0,0,0,1,160,34,0,0,0,0,0,195,5,27,34,3,0,1,2,18,0,0,92,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,
