contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP)
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brandweerkazerne Sint-Michielsgestel,0845::SB1,5271 SB,1698,1226,2,0,0,0,4,1122,102,0,0,0,0,0,1228,332,172,104,228,50,90,42,11,33,9,0,1,56,1,33,4,38,0,0,1,3,6,9,0,0,1,0,2,0,0,0
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Protestantse Kerk,0845::SB2,5271 BK,1372,354,0,0,0,1,0,324,31,0,0,1,0,0,355,90,34,31,72,19,24,12,7,19,2,0,0,13,1,8,1,15,0,0,2,3,0,0,0,1,0,0,0,0,0,0
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Party's & Meetings Absoluut,0845::SB3,5271 AL,1527,1297,0,1,2,1,0,1160,141,0,0,3,0,0,1301,334,222,81,226,40,130,42,2,42,8,0,1,70,1,24,6,44,0,1,0,0,8,10,1,0,0,0,1,1,0,2
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0845::SB4,5271 GC,827,1356,1,7,0,0,7,1210,147,0,0,0,0,0,1364,396,148,87,270,83,101,45,5,46,14,0,4,67,5,26,2,33,2,7,0,2,3,6,0,0,0,0,3,0,0,1
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalclub SCG'18,0845::SB5,5271 NB,1103,266,0,0,0,0,3,231,32,0,0,0,0,0,266,81,39,22,47,6,15,17,2,7,0,0,2,8,0,10,1,5,0,0,0,0,1,1,0,0,0,0,2,0,0,0
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Theereheide,0845::SB6,5271 RR,1335,807,0,0,0,1,2,730,76,0,0,1,0,0,808,279,36,82,204,22,44,26,12,30,4,2,0,17,1,7,2,20,0,1,0,2,3,7,1,1,0,0,0,0,0,4
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Café Zaal de Schuif,0845::SB7,5293 AN,1762,1076,1,1,0,0,2,957,119,0,0,0,0,0,1078,329,142,138,147,35,72,20,6,28,15,3,1,58,3,20,1,20,0,0,0,4,1,26,0,0,0,0,5,1,1,0
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Boer Goossens,0845::SB8,5275 BM,1790,1065,2,1,0,4,4,1057,2,0,5,0,1,0,1063,364,105,109,199,34,54,31,4,38,0,2,1,40,2,21,5,28,0,1,0,3,4,13,2,0,1,0,3,1,0,0
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportclub Den Dungen,0845::SB9,5275 HV,1702,547,0,0,0,1,0,494,54,0,0,1,0,0,548,144,56,64,113,26,28,12,1,19,2,1,0,34,3,13,2,15,2,0,1,3,1,5,1,0,0,0,0,0,0,1
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Litserborg,0845::SB10,5275 BV,1556,1510,0,0,0,0,2,1507,1,0,0,0,0,0,1510,449,183,136,286,56,127,48,10,45,14,2,5,52,2,30,2,19,3,2,2,1,6,15,4,1,0,0,4,3,0,3
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brandweerkazerne Berlicum,0845::SB11,5258 BK,3131,1522,0,1,0,0,0,1383,140,0,0,0,0,0,1523,458,177,115,248,51,144,55,5,45,16,0,1,64,3,49,5,40,1,3,0,2,8,16,0,2,1,1,4,5,0,3
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Samen op Weg kerk,0845::SB12,5258 BJ,1743,790,0,2,0,0,3,708,81,0,0,0,0,0,792,248,50,87,186,31,47,34,7,19,3,1,1,26,1,18,3,18,0,1,0,0,1,5,1,1,0,0,0,1,0,0
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Den Durpsherd,0845::SB13,5258 KB,1646,1979,1,1,0,0,5,1801,178,2,0,3,0,1,1984,591,205,156,390,101,165,62,17,65,13,2,2,85,6,40,8,31,1,6,1,4,7,10,1,1,0,0,3,3,0,3
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Moerkoal,0845::SB14,5258 LE,1219,1056,2,1,0,0,1,961,97,0,0,0,0,0,1059,332,126,98,155,36,84,26,5,43,13,1,2,49,2,25,5,18,0,1,0,4,6,21,0,0,0,2,1,0,0,1
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Meander (Gemeentehuis),0845::SB15,5271 GC,150,407,1,1,0,0,1,382,26,0,0,0,0,0,409,108,38,72,64,13,48,24,6,6,3,0,0,3,1,8,2,7,0,1,0,0,0,0,2,1,0,0,0,0,0,0
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Moerkoal,0845::SB16,5258 LE,200,411,0,0,0,0,0,382,29,0,0,0,0,0,411,100,29,72,70,6,65,32,7,11,6,0,0,1,0,4,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Meander (Gemeentehuis),0845::SB17,5271 GC,150,427,1,0,0,0,0,385,43,0,0,0,0,0,428,90,54,57,75,13,47,32,4,15,7,0,0,9,1,8,1,10,0,0,0,3,0,0,0,0,0,0,1,0,0,0
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Litserborg,0845::SB18,5275 BV,200,515,1,0,0,1,0,474,43,0,0,0,0,0,517,131,46,76,90,17,69,28,12,11,4,0,0,5,2,10,2,7,0,1,2,0,0,0,0,2,0,0,0,0,0,0
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 1,0845::SB19,5271 GC,0,2055,2,1,0,0,0,0,0,0,14,0,0,0,0,558,149,567,211,33,197,161,25,51,51,5,0,5,0,15,2,12,0,0,0,0,1,2,1,8,0,0,1,0,0,0
's-Hertogenbosch,Sint-Michielsgestel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2,0845::SB20,5271 GC,0,205,0,2,0,0,0,0,0,0,0,14,0,0,0,52,14,48,20,3,25,18,3,7,4,0,0,4,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
