contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),Vrij en Sociaal Nederland,De Groenen,Partij voor de Republiek,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leeuwarden,Waadhoeke,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Martinikerk,1949::SB1,8801 LZ,1222,659,0,1,0,0,6,617,38,1,0,1,0,0,661,124,50,79,112,30,39,55,30,35,4,2,2,49,1,10,1,15,0,4,0,2,2,7,1,0,0,0,5,0,0,0,,
Leeuwarden,Waadhoeke,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportcomplex De Trije,1949::SB2,8801 ET,1117,604,2,1,0,0,2,555,49,0,1,0,1,0,606,131,57,71,90,21,42,47,22,12,5,0,11,47,1,11,6,8,0,5,0,5,2,4,0,0,1,0,5,0,0,0,,
Leeuwarden,Waadhoeke,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sjaerdemastate,1949::SB3,8801 HS,825,533,1,1,0,0,1,490,42,0,2,0,2,0,533,80,72,51,80,15,54,46,18,20,5,2,0,48,1,10,2,7,0,2,0,3,0,9,0,2,0,1,5,0,0,0,,
Leeuwarden,Waadhoeke,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Waadhoeke,1949::SB4,8801 PA,1178,671,0,3,0,0,0,600,74,0,0,0,0,0,674,159,59,74,91,18,54,54,19,17,5,5,1,58,2,18,2,16,0,3,0,0,2,12,1,0,0,1,0,0,0,0,,
Leeuwarden,Waadhoeke,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Block Building,1949::SB5,8802 PV,1009,780,1,1,1,0,2,725,56,0,0,1,0,0,783,144,111,78,113,27,67,55,27,29,6,8,2,65,0,21,3,10,1,1,0,1,0,5,0,0,2,1,3,0,0,0,,
Leeuwarden,Waadhoeke,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Driesprong,1949::SB6,8801 AZ,532,363,0,0,0,0,270,73,20,0,0,0,0,0,363,81,28,80,34,12,29,30,15,11,3,1,0,15,0,1,2,7,0,0,0,0,1,8,1,2,1,1,0,0,0,0,,
Leeuwarden,Waadhoeke,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportcomplex De Trije,1949::SB7,8801 ET,1335,698,1,1,0,0,1,636,63,0,0,0,0,0,700,112,84,90,106,27,55,59,20,13,9,5,1,77,0,10,0,11,0,0,0,0,4,9,3,0,2,0,0,0,1,0,,
Leeuwarden,Waadhoeke,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Rede,1949::SB8,8811 HD,654,381,0,1,0,0,2,353,26,0,0,0,0,0,381,69,34,42,39,10,29,44,6,21,3,0,0,27,0,19,2,4,0,0,0,1,0,31,0,0,0,0,0,0,0,0,,
Leeuwarden,Waadhoeke,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Ús Doarpshûs,1949::SB9,8812 JJ,425,290,0,0,0,2,0,260,32,0,0,2,0,0,292,61,28,23,23,11,18,26,6,8,2,2,0,33,0,12,0,1,0,0,0,0,1,33,0,0,1,0,1,0,0,0,,
Leeuwarden,Waadhoeke,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Singel,1949::SB10,8806 KL,652,474,3,0,0,0,1,426,50,0,0,0,0,0,477,88,40,82,51,11,31,43,13,14,4,0,0,37,0,12,1,10,0,1,0,3,3,30,0,0,0,0,0,0,0,0,,
