contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis Hengelo,0164::SB1,7551 EB,1801,1611,4,4,0,0,3,1488,128,0,0,0,0,0,1619,338,134,128,285,115,155,72,26,79,5,2,33,106,9,36,3,53,0,6,3,2,9,7,0,0,1,3,1,0,0,0,0,,
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gereformeerde Kerk Morgenster,0164::SB2,7555 MH,1642,921,1,1,0,0,4,833,86,0,0,0,0,0,923,221,76,118,194,43,57,41,31,22,5,6,1,39,2,27,4,22,0,0,1,0,4,5,1,0,0,0,1,0,0,0,0,,
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Weidedorp - Woolderes (A),0164::SB3,7556 TM,1666,678,3,0,0,0,3,613,65,0,0,0,0,0,681,149,75,64,113,49,51,36,12,27,4,4,7,38,0,11,9,9,0,0,1,3,2,7,3,0,0,0,2,1,1,0,0,,
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Weidedorp - Woolderes (B),0164::SB4,7556 TM,1750,701,4,0,0,0,1,637,67,0,0,0,0,0,705,145,69,63,122,30,57,40,7,35,1,1,28,50,1,10,4,24,0,3,0,0,4,5,0,0,1,1,0,0,0,0,0,,
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mor Augin Kerk Hengelo,0164::SB5,7556 MD,1548,751,1,0,0,1,1,673,77,0,1,0,0,0,751,138,116,80,72,46,62,42,13,18,5,0,29,71,4,7,8,19,1,3,0,2,2,8,1,0,0,3,1,0,0,0,0,,
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Hengelose Es (A),0164::SB6,7556 LN,1817,1270,2,1,0,0,3,1140,130,0,0,0,0,0,1273,240,166,113,203,76,99,58,23,43,5,3,48,97,7,36,7,22,1,4,0,2,3,10,1,1,0,0,2,0,0,0,0,,
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Hengelose Es (B),0164::SB7,7556 LN,1891,1414,3,9,0,0,0,1292,134,0,0,0,0,0,1426,241,175,122,230,79,105,91,23,37,11,5,50,127,5,49,10,34,0,3,0,2,2,7,0,0,2,1,1,0,2,0,0,,
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingsruimte Thiemsbrug,0164::SB8,7556 CH,1597,967,3,1,0,0,2,882,87,0,0,0,0,0,971,214,129,87,164,49,63,56,15,34,3,0,6,65,13,18,3,29,1,3,0,1,2,3,0,1,5,0,3,0,0,0,0,,
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Thuiszorgorganisatie Oriant Zorg,0164::SB9,7556 NP,1735,372,0,2,0,0,1,341,32,0,0,0,0,0,374,90,24,45,60,23,23,20,2,25,1,0,4,19,2,14,2,8,0,1,0,0,3,3,1,1,0,0,1,0,0,0,0,,
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Sterrentuin (A),0164::SB10,7557 XX,1696,492,1,6,0,0,0,456,44,0,0,1,1,0,500,79,58,33,57,27,49,33,4,13,5,1,52,48,3,12,4,6,2,0,1,1,1,3,0,0,0,0,0,0,0,0,0,,
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Sterrentuin (B),0164::SB11,7557 XX,1539,558,1,5,0,2,0,503,63,0,0,2,0,0,566,91,87,46,63,28,41,15,7,18,7,2,55,52,6,19,1,6,1,3,0,0,0,4,0,0,0,3,2,1,0,0,0,,
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bibliotheek Hengelo Stad,0164::SB12,7551 HV,1359,1440,2,3,0,6,8,1322,121,0,0,6,0,0,1451,299,115,118,256,100,97,65,16,78,6,3,21,105,17,36,4,67,0,4,1,6,9,10,2,0,0,2,2,0,1,0,0,,
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Baptistengemeente Hengelo (A),0164::SB13,7557 GD,1344,589,1,1,2,0,1,528,60,0,2,0,0,0,589,142,54,68,77,23,40,21,24,19,4,4,4,37,6,21,5,26,0,2,1,1,2,6,0,0,0,1,1,0,0,0,0,,
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Baptistengemeente Hengelo (B),0164::SB14,7557 GD,1337,522,1,0,2,0,0,481,44,0,0,2,0,0,525,115,58,69,67,26,37,24,6,17,4,2,5,39,1,23,1,17,0,3,0,1,0,5,0,0,0,1,1,0,0,0,0,,
Zwolle,Hengelo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Denksportcentrum Hengelo,0164::SB15,7557 EG,1243,661,1,0,0,0,2,626,34,0,0,0,0,0,662,65,102,44,62,47,81,39,8,24,6,7,31,91,2,11,1,16,1,6,0,1,5,5,0,2,0,0,2,0,1,0,1,,
