contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Maastricht,Roerdalen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau C.C. De Beuk,1669::SB1,6061 EG,1579,1571,5,2,0,0,22,1378,178,0,0,0,0,0,1578,259,360,140,170,66,127,113,8,65,18,1,9,116,2,40,13,22,0,0,2,2,1,18,2,2,3,5,4,0,3,0,,
Maastricht,Roerdalen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vurenhof Boerengolf,1669::SB2,6061 EJ,1622,417,0,0,0,0,8,365,44,0,0,0,0,0,417,74,85,52,46,5,40,34,1,8,1,0,0,21,2,12,6,5,0,0,0,0,1,19,0,0,1,4,0,0,0,0,,
Maastricht,Roerdalen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Harmonie Zaal,1669::SB3,6077 AJ,1251,342,0,0,0,0,2,299,41,0,0,0,0,0,342,52,71,34,62,20,20,21,12,16,4,0,1,16,0,2,0,7,0,0,0,2,0,0,1,1,0,0,0,0,0,0,,
Maastricht,Roerdalen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC de Roerparel,1669::SB4,6077 CG,1374,1049,5,1,0,0,9,941,105,0,0,0,0,0,1055,233,228,97,118,38,66,42,4,45,15,1,5,92,0,22,1,12,0,3,0,3,4,15,0,2,0,2,0,1,0,0,,
Maastricht,Roerdalen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dörpshoes Mofert,1669::SB5,6065 AW,1279,1043,4,2,0,0,4,935,110,0,0,0,0,0,1049,170,292,134,75,14,78,49,5,33,11,3,4,80,1,17,5,14,0,2,0,1,3,48,0,0,0,2,1,0,1,0,,
Maastricht,Roerdalen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal onder de Kerk,1669::SB6,6065 AS,1231,642,0,0,0,1,0,568,75,0,0,1,0,0,643,134,151,117,50,11,40,33,6,11,7,0,0,37,0,24,4,2,0,2,0,1,2,8,0,0,1,1,0,0,0,0,,
Maastricht,Roerdalen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Aad Raodhoes,1669::SB7,6074 GA,1512,591,0,5,0,0,0,542,54,0,0,0,0,0,596,128,91,62,85,20,35,44,2,25,5,0,16,42,0,11,3,5,0,1,0,1,2,7,1,0,0,4,1,0,0,0,,
Maastricht,Roerdalen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Feel Fit Center Roerdalen,1669::SB8,6074 EH,1336,1021,0,0,0,0,3,924,94,0,0,0,0,0,1021,276,193,77,145,35,67,50,3,23,17,1,3,66,2,25,3,17,0,2,2,2,2,7,0,0,0,3,0,0,0,0,,
Maastricht,Roerdalen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportvereniging SVH '39,1669::SB9,6075 BH,1660,716,2,1,0,0,4,618,97,0,0,0,0,0,719,199,133,44,95,26,47,34,8,25,6,0,2,55,2,10,2,7,1,2,2,1,5,5,0,0,0,5,0,0,0,0,,
Maastricht,Roerdalen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Harch,1669::SB10,6075 HB,1734,1299,2,2,0,0,6,1147,150,0,0,0,0,0,1303,297,321,117,144,35,91,69,9,56,12,1,2,60,5,19,9,27,0,2,1,0,4,13,0,1,0,2,2,0,0,0,,
Maastricht,Roerdalen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal Roerzicht,1669::SB11,6063 AL,989,602,0,0,0,0,4,525,73,0,0,0,0,0,602,134,155,63,47,15,33,31,3,17,11,0,4,61,1,10,0,8,0,0,0,0,0,6,2,1,0,0,0,0,0,0,,
Maastricht,Roerdalen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Blokhut,1669::SB12,6063 AS,815,541,1,0,0,0,0,472,70,0,0,0,0,0,542,82,174,43,55,13,35,27,4,24,4,0,0,49,1,11,3,7,0,0,1,0,1,4,0,0,0,2,1,0,0,0,,
