contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,Someren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zalencentrum Centraal,0847::SB1,5711 EK,2094,1305,3,1,0,26,4,1178,153,0,0,26,0,0,1335,455,189,120,146,48,75,19,11,26,10,1,5,64,0,52,4,22,2,1,0,1,5,41,0,1,2,0,3,1,0,1,,
's-Hertogenbosch,Someren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Ruchte,0847::SB2,5711 GB,2300,1332,6,0,0,0,1,1184,153,0,0,0,0,0,1338,444,171,148,177,36,96,38,4,19,14,1,4,47,2,39,4,27,2,2,0,2,5,43,1,2,0,0,2,1,0,1,,
's-Hertogenbosch,Someren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Bunt,0847::SB3,5712 GC,1079,769,1,2,0,0,0,674,98,0,0,0,0,0,772,244,93,98,63,18,29,11,3,17,2,0,0,46,1,9,1,12,0,0,0,2,0,119,0,0,0,0,0,0,0,1,,
's-Hertogenbosch,Someren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Vurherd,0847::SB4,5715 AN,1823,1376,0,0,0,0,3,1184,189,0,0,0,0,0,1376,467,143,172,213,41,75,30,8,44,4,1,1,43,1,49,3,31,0,1,0,6,2,39,0,1,0,0,0,1,0,0,,
's-Hertogenbosch,Someren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Einder,0847::SB5,5712 CE,2159,1775,1,1,0,0,0,1494,283,0,0,0,0,0,1777,582,298,227,149,25,95,26,14,26,28,0,1,97,2,54,2,16,0,1,0,3,1,114,4,1,0,0,6,2,0,1,,
's-Hertogenbosch,Someren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool de Ranonkel,0847::SB6,5711 KT,1794,898,1,0,0,0,1,805,93,0,0,0,0,0,899,354,122,77,112,21,54,24,5,11,9,0,0,44,0,23,4,14,0,4,0,2,6,9,1,0,0,0,2,0,0,0,,
's-Hertogenbosch,Someren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine de Postel,0847::SB7,5711 ET,1322,1160,2,0,0,0,0,1042,123,0,0,0,0,0,1165,323,151,108,178,40,92,58,7,31,21,2,0,52,1,28,5,25,0,0,0,3,2,27,2,1,0,0,2,1,0,0,,
's-Hertogenbosch,Someren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Weijers,0847::SB8,5711 VV,1528,584,0,0,0,0,1,512,71,0,0,0,0,0,584,158,76,75,65,21,31,9,4,13,9,2,2,57,0,18,3,9,2,2,2,0,0,20,0,0,0,2,2,1,0,1,,
's-Hertogenbosch,Someren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Weijers 2,0847::SB9,5711 VV,1284,586,1,1,0,0,2,514,72,0,0,0,0,0,588,188,93,59,68,14,31,11,5,20,7,0,0,24,0,24,1,12,0,0,0,1,3,20,1,0,0,0,1,3,0,0,,
's-Hertogenbosch,Someren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis - Briefstembureau,0847::SB20,5711 EK,0,1372,0,2,0,0,,,,,0,0,,,1376,379,121,379,106,11,121,77,16,33,59,1,1,11,0,16,0,4,0,0,0,0,1,32,0,3,0,0,1,0,0,0,0,0
's-Hertogenbosch,Someren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zalencentrum Centraal (15-03-2021),0847::SB21,5711 EK,0,376,2,1,0,0,0,343,36,0,0,0,0,0,379,110,41,58,45,7,59,15,2,6,2,0,0,11,0,10,0,2,0,0,0,0,0,6,0,0,0,1,0,0,0,1,,
's-Hertogenbosch,Someren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Bunt (15-03-2021),0847::SB22,5712 GC,0,76,0,0,0,0,0,70,6,0,0,0,0,0,76,25,7,16,4,0,6,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,,
's-Hertogenbosch,Someren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zalencentrum Centraal (16-03-2021),0847::SB31,5711 EK,0,456,1,0,0,0,3,386,69,0,0,0,0,0,458,125,71,80,47,6,38,23,1,10,5,0,0,17,0,10,5,3,0,0,0,0,1,9,0,0,0,0,0,1,0,4,,
