contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Klooster Raadszaal,0820::SB1,,0,1404,5,0,2,0,4,1285,124,2,0,4,0,0,1413,402,164,107,274,67,83,48,12,39,11,0,3,85,4,29,7,36,0,4,2,1,10,7,0,1,1,0,2,4,0,1,,
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau BS De Dassenburcht,0820::SB3,,0,1142,2,1,0,0,1,1143,1,0,0,0,0,0,1145,372,73,130,220,66,66,40,10,36,11,0,1,36,2,19,2,43,0,1,0,1,7,0,2,0,0,0,1,2,0,1,,
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau BS De Nieuwe Linde,0820::SB5,,0,1204,1,4,0,0,1,1081,127,0,0,0,0,0,1209,408,93,72,245,66,48,51,5,39,13,4,0,80,2,19,6,35,0,3,1,1,3,4,0,0,0,2,2,1,0,1,,
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Jacobushoek,0820::SB6,,0,1019,0,2,0,1,2,1020,0,0,0,1,0,0,1022,319,84,90,222,61,47,44,13,32,7,1,4,38,0,15,3,35,0,2,0,1,1,0,0,0,0,0,0,0,0,0,,
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nuenenscollege,0820::SB7,,0,354,3,2,0,0,3,326,30,0,0,0,0,0,359,111,35,24,76,17,14,12,7,12,5,0,3,13,3,6,0,12,0,0,0,0,1,2,0,0,1,0,0,0,0,0,,
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkgebouw Scarabee,0820::SB8,,0,1024,1,0,0,4,2,937,90,0,0,4,0,0,1029,249,108,80,223,60,63,56,11,34,6,0,11,48,3,17,1,33,5,2,0,1,4,1,2,3,0,0,2,0,0,1,,
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gasterij Jo van Dijkhof,0820::SB9,,0,1024,2,1,0,0,3,945,79,0,0,0,0,0,1027,240,109,92,213,55,79,52,12,41,4,2,3,40,2,21,5,30,2,1,0,1,6,4,0,5,0,0,1,0,0,4,,
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis De Koppelaar,0820::SB11,,0,574,2,4,0,0,2,527,51,0,0,0,0,0,580,177,59,72,76,38,24,14,6,28,5,5,0,16,1,11,0,15,0,3,0,0,1,17,0,4,0,0,0,2,0,0,,
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis D'n Heuvel,0820::SB12,,0,1165,1,1,0,0,2,1051,115,1,0,1,0,0,1168,364,126,140,191,51,75,28,16,23,12,0,0,44,1,29,1,29,0,2,0,4,3,15,0,0,3,0,1,5,0,2,,
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis Enode,0820::SB13,,0,560,1,3,0,0,1,521,42,0,0,0,0,0,564,176,70,48,104,23,29,20,4,22,5,0,0,28,0,10,3,9,0,1,0,0,0,4,1,1,0,0,0,0,0,2,,
