contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0383::SB1,1902 CA,1997,1335,1,0,0,0,10,1215,111,0,0,0,0,0,1336,303,87,75,306,113,56,69,17,92,7,1,6,76,6,37,4,49,0,2,0,4,6,10,2,3,0,0,2,0,1,1,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Eerste Groenelaan,0383::SB3,1901 TD,1907,1278,2,1,0,1,2,1171,109,0,0,1,0,0,1282,266,77,78,297,165,49,62,13,96,10,1,2,45,7,21,2,55,0,1,1,4,6,10,1,0,1,2,4,0,0,2,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Kern,0383::SB4,1901 EW,1921,1260,2,3,0,2,1,1149,117,0,0,2,0,0,1267,304,98,89,253,84,63,65,10,92,18,2,10,58,5,45,1,39,0,2,0,1,5,8,1,0,0,0,0,0,7,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Pastorie RK kerk,0383::SB5,1901 EK,1471,732,4,2,0,0,1,686,51,0,0,0,0,0,738,156,41,69,171,56,38,35,5,53,5,3,1,25,4,16,4,29,0,5,2,3,1,4,0,0,0,2,3,0,0,1,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Walingstuin,0383::SB6,1902 BC,1286,1037,1,0,0,0,1,948,89,0,0,0,0,0,1038,243,52,73,243,101,34,58,11,52,6,5,1,62,3,29,3,42,0,3,0,2,4,0,3,0,1,0,5,0,1,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Rooseveltlaan,0383::SB7,1902 DH,1925,1235,4,1,0,0,0,1159,81,0,0,0,0,0,1240,308,93,105,244,91,49,52,13,84,10,0,5,73,6,30,1,39,1,1,0,0,6,12,0,3,0,1,4,0,3,1,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportcentrum De Bloemen,0383::SB9,1902 GT,1839,1195,2,0,0,2,3,1070,122,0,2,0,0,0,1195,320,82,63,253,101,42,64,14,74,5,2,5,57,11,28,3,45,0,3,0,1,7,1,4,2,2,0,3,0,2,1,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurt- en Biljartcentrum Castricum,0383::SB10,1901 XB,1736,1271,3,0,0,0,3,1188,83,0,0,0,0,0,1274,295,112,88,264,80,66,98,10,76,14,0,3,42,5,36,9,46,0,4,4,2,5,4,3,0,0,2,1,0,2,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Vondelstraat,0383::SB11,1901 HT,0,575,1,0,0,0,3,536,37,0,0,0,0,0,576,118,58,37,121,59,27,25,3,50,9,2,0,18,3,7,1,22,0,4,0,0,5,3,1,0,0,0,0,0,1,0,1,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Oude Keuken,0383::SB12,1901 ZZ,1297,786,2,5,0,0,6,726,61,0,0,0,0,0,793,186,39,43,226,64,27,30,3,61,3,0,1,27,5,20,1,27,0,1,2,2,2,11,3,0,1,0,0,0,1,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau FASE FIER,0383::SB13,1901 KA,1457,1230,3,2,1,0,8,1136,90,0,1,0,0,0,1234,259,85,76,288,100,54,63,12,107,4,0,4,62,6,29,3,44,0,1,1,5,3,12,2,0,0,1,2,0,5,2,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Kruispunt,0383::SB14,1921 XC,1437,1138,4,1,0,0,0,1024,119,0,0,0,0,0,1143,315,134,94,155,44,39,41,12,41,16,4,7,92,3,57,11,23,0,2,2,5,6,22,2,0,0,2,5,0,2,2,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportcentrum De Lelie,0383::SB15,1921 EK,1413,730,1,1,0,0,3,666,63,0,0,0,0,0,732,223,75,68,110,23,35,21,4,29,8,4,1,50,2,27,6,15,0,1,0,5,2,17,0,1,1,0,2,0,0,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Storey Club,0383::SB16,1921 CV,1287,734,1,4,0,0,2,666,71,0,0,0,0,0,739,219,80,65,126,17,34,30,10,16,4,0,0,46,0,47,2,20,0,2,0,0,0,13,1,1,0,0,1,0,0,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal het Kleurenorkest,0383::SB17,1906 CC,2354,1690,1,1,0,0,5,1613,74,0,0,0,0,0,1692,493,125,159,341,59,63,52,8,77,20,1,2,119,4,56,10,45,0,7,1,2,14,17,6,3,0,0,1,0,4,1,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vredeburg,0383::SB18,1906 AL,1864,1349,6,0,0,0,6,1239,110,0,0,0,0,0,1355,457,116,120,241,36,48,45,10,52,9,0,0,108,2,37,8,31,0,3,0,4,6,13,0,0,0,0,1,0,2,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportcentrum De  Enterij,0383::SB19,1906 AP,1928,995,2,1,0,0,0,904,94,0,0,0,0,0,998,334,78,98,158,29,30,25,7,44,18,1,0,59,2,51,6,27,0,2,0,3,2,15,2,0,0,0,2,0,2,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau mobiel stembureau,0383::SB20,1901 GP,0,247,0,0,0,0,1,219,27,0,0,0,0,0,247,64,12,14,64,23,6,14,0,16,0,1,0,8,0,8,0,8,0,2,0,1,1,4,0,0,0,0,1,0,0,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huis van Hilde,0383::SB21,1901 NA,0,558,0,0,0,1,6,511,42,0,0,1,0,0,559,87,21,28,156,58,17,29,11,48,4,1,3,14,15,12,5,35,0,2,0,2,1,5,0,1,0,0,1,0,0,2,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0383::SB100,1902 CA,0,897,1,0,0,1,1,820,78,0,0,1,0,0,899,201,57,145,160,55,77,86,16,39,7,0,0,7,1,22,2,14,0,0,0,1,0,5,0,0,0,1,0,0,1,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0383::SB200,1902 CA,0,789,1,0,0,0,2,712,76,0,0,0,0,0,790,185,51,86,148,38,57,85,26,47,7,3,0,18,0,17,0,18,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Kruispunt,0383::SB300,1921 XC,0,227,0,0,0,0,0,215,12,0,0,0,0,0,227,66,23,38,34,1,15,18,5,5,5,0,0,5,0,7,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Kruispunt,0383::SB400,1921 XC,0,207,0,0,0,0,0,188,19,0,0,0,0,0,207,50,24,35,33,3,17,15,4,11,2,0,0,6,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vredeburg,0383::SB500,1906 AL,0,385,0,0,0,0,2,358,25,0,0,0,0,0,385,113,31,66,51,13,21,34,12,20,3,0,0,4,0,9,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vredeburg,0383::SB600,1906 AL,0,332,1,0,0,0,0,306,27,0,0,0,0,0,333,90,34,52,52,18,11,12,5,8,6,0,1,14,1,12,4,5,0,1,1,2,0,1,1,0,0,0,1,0,0,0,0,,
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau briefstembureau 10 t/m 12 maart 2021,0383::SB710,1902 CA,0,2215,2,0,0,0,,,,,0,0,,,2217,572,109,497,304,69,152,265,59,75,40,4,0,9,0,22,1,23,0,0,0,0,1,1,2,5,1,1,0,0,2,1,0,0,0
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 15 en 16 maart 2021,0383::SB715,1902 CA,0,734,0,2,0,1,,,,,0,1,,,737,169,63,152,118,31,40,68,21,30,11,2,0,5,0,9,0,8,0,0,0,1,1,2,0,1,1,0,0,0,1,0,0,0,0
Den Helder,Castricum,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 17 maart 2021,0383::SB717,1902 CA,0,49,0,0,0,0,,,,,0,0,,,49,10,14,8,2,1,5,3,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
