contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Zwolle,Hof van Twente,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Hof van Twente 1,1735::SB1,7471 DK,1104,816,0,3,0,0,10,714,95,0,0,0,0,0,819,177,116,109,107,28,49,30,9,15,4,3,12,75,1,27,2,16,1,1,0,3,4,23,0,0,0,0,1,0,3,0,0,,
Zwolle,Hof van Twente,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Hof van Twente 2,1735::SB2,7471 DK,1103,693,2,1,0,0,3,619,74,0,0,0,0,0,696,145,136,69,85,24,37,46,5,17,6,6,6,54,3,13,1,13,3,2,1,1,1,13,0,0,1,3,2,0,0,0,0,,
Zwolle,Hof van Twente,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zalencentrum De Bebsel,1735::SB3,7471 CH,1139,707,0,1,0,0,0,653,55,0,0,0,0,0,708,127,97,129,97,13,38,49,2,19,4,5,3,57,3,21,1,13,0,1,0,0,3,21,0,0,1,0,3,0,0,0,0,,
Zwolle,Hof van Twente,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine Goorse Mixed Hockey Club,1735::SB4,7471 HX,1245,749,0,2,0,2,3,692,58,0,0,2,0,0,753,193,78,86,113,21,59,52,2,17,6,3,9,53,2,20,4,13,0,3,0,0,1,12,1,0,0,0,0,1,0,0,0,,
Zwolle,Hof van Twente,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkvoorziening 't Doesgoor,1735::SB5,7471 HM,1254,724,2,0,0,0,2,666,58,0,0,0,0,0,726,148,117,89,67,15,54,48,19,14,5,4,18,62,3,8,4,7,1,0,0,1,3,34,1,0,0,0,0,0,2,0,0,,
Zwolle,Hof van Twente,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Villa 70, 't Gijminkhuis",1735::SB6,7471 KP,1249,779,4,3,0,0,0,730,56,0,0,0,0,0,786,137,144,102,94,22,72,37,10,11,13,3,22,59,0,13,5,4,0,2,2,2,2,18,0,0,0,2,2,0,1,0,0,,
Zwolle,Hof van Twente,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine sporthal de Mossendam,1735::SB7,7471 SE,965,827,5,1,0,0,2,752,79,0,0,0,0,0,833,232,81,146,116,28,42,33,12,11,4,0,2,41,1,28,0,9,1,2,0,1,1,33,0,0,0,0,3,0,0,0,0,,
Zwolle,Hof van Twente,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine vv Twenthe Goor,1735::SB8,7471 ES,1212,559,1,2,0,0,0,509,53,0,0,0,0,0,562,144,87,77,57,9,38,15,3,11,3,4,6,40,0,14,4,12,0,3,0,2,1,26,2,0,0,1,0,0,0,0,0,,
Zwolle,Hof van Twente,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Grand Café de Kroon 1,1735::SB9,7475 BT,1146,770,0,1,0,0,3,705,63,0,0,0,0,0,771,252,81,107,77,21,38,22,17,11,2,9,0,34,1,24,1,8,0,2,0,0,2,57,3,0,0,0,1,0,0,0,0,,
Zwolle,Hof van Twente,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Grand Café de Kroon 2,1735::SB10,7475 BT,1046,767,1,1,0,0,6,681,82,0,0,0,0,0,769,286,73,121,65,10,28,23,16,13,5,5,0,28,0,17,1,9,0,0,0,0,4,57,1,0,0,1,3,0,1,0,0,,
