contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leiden,Wassenaar,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Raadhuis De Paauw 17 maart tentoonstellingsruimte,0629::SB1,2242 CP,0,516,0,0,0,0,2,462,52,0,0,0,0,0,516,206,37,28,122,16,8,2,9,19,0,2,0,21,2,14,2,22,0,0,0,1,1,4,0,0,0,0,0,0,0,,
Leiden,Wassenaar,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Raadhuis De Paauw 17 maart trouwzaal,0629::SB2,2242 CP,0,439,1,0,0,1,1,398,42,0,0,1,0,0,441,182,24,29,89,23,6,8,7,8,0,2,1,12,2,17,1,26,0,1,0,0,0,0,1,0,0,0,0,0,0,,
Leiden,Wassenaar,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtcentrum Kerkehout,0629::SB3,2245 VW,0,821,1,1,0,0,6,696,122,1,0,1,0,0,824,264,122,72,114,32,33,24,6,30,6,2,3,38,2,31,10,16,0,1,0,0,4,8,0,0,0,0,0,3,0,,
Leiden,Wassenaar,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Warenar,0629::SB4,2242 HE,0,811,0,1,0,0,7,702,96,0,7,0,0,0,805,302,47,86,192,21,8,14,6,29,0,1,0,24,4,23,1,45,0,3,1,0,0,2,1,0,0,0,0,1,0,,
Leiden,Wassenaar,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Bibliothheek,0629::SB5,2242 KM,0,804,0,1,0,0,2,717,88,0,0,0,0,0,807,280,74,55,141,26,25,11,15,38,1,0,5,56,2,30,6,29,0,2,0,2,3,0,0,0,0,1,0,2,0,,
Leiden,Wassenaar,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Bonifaciusschool,0629::SB6,2242 JS,0,325,0,0,0,0,0,318,7,0,0,0,0,0,325,110,21,29,73,6,12,9,4,9,4,1,2,18,3,10,2,9,0,1,0,0,0,0,0,2,0,0,0,0,0,,
Leiden,Wassenaar,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau schoolgebouw,0629::SB7,2241 XN,0,991,0,1,0,0,3,925,62,0,2,0,2,0,990,368,81,69,208,22,12,19,11,31,3,0,1,39,12,44,11,34,0,4,2,3,6,8,2,0,0,0,0,1,0,,
Leiden,Wassenaar,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Baron,0629::SB8,2242 PA,0,359,1,0,0,0,2,328,30,0,0,0,0,0,360,137,45,31,38,11,5,4,6,20,4,4,0,18,1,11,4,10,0,1,0,0,1,6,1,0,0,1,0,0,0,,
Leiden,Wassenaar,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau kerk Sion,0629::SB9,2241 XN,0,1366,3,3,0,0,3,1226,143,0,0,0,0,0,1372,411,178,109,218,45,40,49,32,46,11,10,3,87,1,49,9,34,0,1,3,4,8,13,3,0,1,1,0,0,0,,
Leiden,Wassenaar,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeentekantoor 17 maart,0629::SB10,2242 LV,0,1568,2,6,0,0,4,1422,149,0,1,0,0,0,1575,431,236,111,265,61,69,54,12,66,8,2,17,93,11,41,15,47,2,2,3,2,2,4,7,1,1,1,0,4,0,,
