contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Arnhem,Ede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Het Raadhuis, Hoofdingang",0228::SB1,6711 DD,1816,1415,1,5,0,2,6,1294,123,0,0,2,0,0,1423,321,112,131,212,76,44,33,153,60,4,64,22,60,5,40,2,40,4,3,2,2,5,6,2,2,0,2,6,0,2,,
Arnhem,Ede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Bethanië, Ingang kerkzaal",0228::SB2,6711 JK,0,38,0,0,0,0,0,32,6,0,0,0,0,0,38,3,1,6,1,1,1,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Arnhem,Ede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Pannenkoekenhuis de Langenberg,0228::SB3,6711 HJ,1702,1317,0,3,43,0,9,1201,153,0,0,43,0,0,1363,374,95,135,165,79,34,32,118,54,10,50,13,78,5,35,3,31,1,0,0,0,0,4,0,0,0,0,0,0,1,,
Arnhem,Ede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Vilente Sint Barbara,0228::SB4,6711 NT,0,35,0,0,0,0,0,27,8,0,0,0,0,0,35,6,5,4,4,1,0,2,2,5,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Arnhem,Ede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Doelen,0228::SB5,6711 DE,1776,792,5,3,0,1,4,741,56,0,0,1,0,0,801,161,53,48,130,50,25,30,88,27,3,30,10,67,4,23,6,22,0,1,0,2,2,1,1,3,2,1,0,0,2,,
Arnhem,Ede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Petrakerk,0228::SB7,6718 WB,629,924,1,1,0,1,5,795,127,0,0,1,0,0,927,132,58,95,93,20,15,7,89,17,6,289,0,52,2,20,2,6,0,1,0,0,1,18,0,0,0,0,1,0,0,,
Arnhem,Ede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Cultura,0228::SB12,6711 AW,1158,1673,1,5,0,1,10,1524,144,0,1,0,0,0,1678,358,108,133,222,90,70,67,163,57,12,100,31,106,11,35,9,55,9,3,3,5,13,7,0,1,1,1,2,0,1,,
Arnhem,Ede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau de Proosdijkerk (aan de rotonde),0228::SB13,6713 AG,0,1661,5,5,0,5,3,1506,167,0,0,5,0,0,1676,269,245,90,153,75,72,69,197,42,12,98,88,129,10,37,7,20,14,3,0,4,3,7,0,4,4,2,2,0,5,,
Arnhem,Ede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtcentrum De Kolk,0228::SB14,6713 BA,2071,903,1,3,0,0,2,825,80,0,0,0,0,0,907,189,111,87,121,44,34,22,66,44,9,59,9,48,0,15,5,11,7,0,0,2,7,6,1,0,0,0,4,0,2,,
Arnhem,Ede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Speeltuin De Korenbloem,0228::SB15,6713 DW,981,985,1,1,0,9,0,907,89,0,0,9,0,0,996,232,96,84,122,42,32,30,93,34,11,105,5,49,1,12,4,11,0,1,0,4,1,2,1,2,3,1,7,0,0,,
