contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Zwolle,Olst-Wijhe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Verenigingsgebouw ""De Bastiaan""",1773::SB1,8121 BM,1751,927,0,2,0,1,3,837,88,0,1,0,0,0,928,179,123,77,141,50,77,70,20,25,8,2,25,48,2,19,1,14,0,3,0,2,7,28,0,0,0,0,5,0,1,0,0,,
Zwolle,Olst-Wijhe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Sporthal ""de Hooiberg""",1773::SB2,8121 RA,1461,544,0,0,0,0,1,480,63,0,0,0,0,0,544,143,43,54,74,41,31,36,15,28,4,0,7,12,0,13,6,10,0,4,0,2,2,18,0,0,0,0,0,0,1,0,0,,
Zwolle,Olst-Wijhe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Eetcafé Boskamp,1773::SB3,8121 CX,1515,882,3,1,0,0,0,787,99,0,0,0,0,0,886,217,68,84,116,52,59,46,13,28,6,1,3,39,1,21,2,24,0,2,0,1,1,92,2,1,0,0,1,0,2,0,0,,
Zwolle,Olst-Wijhe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurthuis Den Nul,1773::SB4,8121 EJ,803,561,2,0,0,1,3,518,43,0,0,1,0,0,564,123,61,73,73,26,27,31,13,20,5,5,0,20,0,9,1,13,0,1,0,0,0,53,0,1,2,0,1,0,2,0,1,,
Zwolle,Olst-Wijhe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Dorpshuis ""De Bongerd""",1773::SB5,8196 KW,520,431,0,0,0,0,1,397,33,0,0,0,0,0,431,113,28,44,72,18,13,14,24,22,4,5,0,16,3,11,0,8,0,0,2,0,1,33,0,0,0,0,0,0,0,0,0,,
Zwolle,Olst-Wijhe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Het Wapen van Wesepe,1773::SB6,8124 AP,1028,814,0,1,0,1,0,765,51,0,0,1,0,0,816,232,70,92,100,28,30,39,21,22,8,5,0,33,0,19,1,9,0,2,0,0,0,100,0,0,2,0,1,0,0,0,0,,
Zwolle,Olst-Wijhe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Holstohus,1773::SB7,8121 CM,1051,972,3,0,0,0,3,890,82,0,0,0,0,0,975,245,88,84,153,52,55,68,18,51,9,2,5,52,4,15,4,20,0,2,1,2,4,35,0,1,2,0,0,0,0,0,0,,
Zwolle,Olst-Wijhe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeentehuis Wijhe,1773::SB8,8131 BN,1335,832,2,1,0,0,0,755,80,0,0,0,0,0,835,172,96,105,138,38,50,76,16,20,3,0,0,39,1,17,3,16,0,1,1,0,0,36,0,0,1,0,2,0,1,0,0,,
Zwolle,Olst-Wijhe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stichting 't Langhuus,1773::SB9,8131 BA,833,492,2,0,0,0,0,454,40,0,0,0,0,0,494,104,53,73,78,25,31,24,19,13,5,0,2,26,1,8,0,8,0,1,0,0,5,15,0,0,0,0,1,0,0,0,0,,
Zwolle,Olst-Wijhe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau SPOC-park Wijhe,1773::SB10,8131 DP,1588,923,1,1,0,0,1,851,73,0,0,0,0,0,925,205,124,109,143,41,58,60,23,23,16,2,0,33,2,17,9,18,0,2,0,0,0,32,2,0,0,0,3,0,1,0,0,,
