contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Arnhem,Westervoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis (hal),0293::SB1,6931 CZ,2105,962,1,1,0,0,4,865,95,0,0,0,0,0,964,227,114,72,174,51,86,38,14,42,8,4,11,49,6,29,3,10,5,0,1,1,7,2,0,0,0,3,3,0,2,,
Arnhem,Westervoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Scouting St. Joris,0293::SB2,,1319,498,0,0,0,0,0,460,38,0,0,0,0,0,498,121,59,49,80,17,34,39,11,24,2,1,2,23,2,14,4,5,0,0,0,1,5,0,0,0,1,0,1,0,3,,
Arnhem,Westervoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zalencentrum Wieleman,0293::SB3,,1005,671,1,0,0,0,2,624,46,0,0,0,0,0,672,191,94,53,99,28,31,41,10,33,1,3,4,41,0,16,7,7,0,1,0,2,5,2,0,0,0,1,1,0,0,,
Arnhem,Westervoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis de Bult,0293::SB4,6931 WP,1155,690,2,0,0,2,0,648,46,0,0,2,0,0,694,131,158,46,81,35,65,34,2,21,4,2,12,48,2,10,11,11,2,1,0,0,3,4,2,0,0,1,2,0,2,,
Arnhem,Westervoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Huize Vredenburg,0293::SB5,,1325,666,1,0,0,0,1,641,25,0,0,0,0,0,667,161,96,46,127,33,37,34,11,30,3,0,1,35,0,13,2,18,0,0,3,2,2,7,0,1,1,0,1,0,2,,
Arnhem,Westervoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nieuwhof (ontmoetingshal),0293::SB6,6932 JR,1626,1009,3,2,0,0,2,917,95,0,0,0,0,0,1014,213,163,48,157,62,95,57,22,42,6,3,6,48,7,27,7,23,0,3,5,1,4,1,0,3,1,1,1,0,3,,
Arnhem,Westervoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nieuwhof (de Reduyt),0293::SB7,6932 JR,1522,1083,6,2,0,0,5,990,96,0,0,0,0,0,1091,221,162,88,153,48,96,58,25,29,11,3,16,81,1,34,6,26,2,3,1,1,2,8,1,2,0,1,1,2,1,,
Arnhem,Westervoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ondernemers centrum,0293::SB8,,1856,900,3,1,0,0,4,810,90,0,0,0,0,0,904,208,126,52,133,57,85,48,15,39,4,3,6,60,2,20,3,17,4,0,1,0,4,5,3,0,0,0,4,0,1,,
Arnhem,Westervoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis (oude kantine),0293::SB9,6931 CZ,0,389,0,0,0,0,6,349,34,0,0,0,0,0,389,89,35,28,70,17,28,19,7,20,4,1,6,19,3,11,4,11,0,1,0,4,6,3,1,1,0,0,1,0,0,,
Arnhem,Westervoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau gemeentehuis,0293::SB17,6931 CZ,0,899,0,1,0,0,,,,,0,0,,,900,206,87,219,80,25,78,105,31,28,14,2,2,6,0,8,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
Arnhem,Westervoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nieuwhof (maandag,0293::SB13,6932 JR,0,420,1,1,0,0,2,400,20,0,0,0,0,0,422,80,64,48,63,13,40,48,15,16,4,0,1,7,0,9,2,3,0,0,0,0,2,0,0,2,0,1,1,0,1,,
Arnhem,Westervoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis (maandag),0293::SB14,6931 CZ,0,295,1,1,0,0,3,273,21,0,0,0,0,0,297,69,44,39,31,16,25,34,7,8,2,0,3,5,0,7,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,,
Arnhem,Westervoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nieuwhof ( dinsdag),0293::SB15,6932 JR,0,453,1,2,0,0,3,411,42,0,0,0,0,0,456,103,64,45,61,14,57,38,8,10,8,0,0,20,0,10,0,8,0,3,0,0,1,3,0,0,0,0,0,0,0,,
