contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Den Helder,Enkhuizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Drommedaris,0388::SB1,1601 GD,1632,847,5,1,0,2,4,799,52,0,0,2,0,0,855,157,76,43,174,50,61,39,12,53,11,0,0,62,5,38,8,33,0,1,0,1,5,3,1,0,0,0,6,0,6,1,1,,
Den Helder,Enkhuizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Nieuwe Doelen,0388::SB2,1601 GG,1492,696,0,2,0,0,3,635,60,0,0,0,0,0,698,196,69,30,145,29,47,27,5,26,4,3,0,58,5,25,4,9,0,0,0,1,3,7,2,0,0,0,0,0,0,1,0,,
Den Helder,Enkhuizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Westerkerk,0388::SB3,1601 AN,1295,1265,2,1,0,0,2,1155,111,0,0,0,0,0,1268,301,119,78,285,69,71,51,21,81,7,8,1,49,2,49,6,38,0,6,0,2,4,10,3,1,0,1,1,0,0,1,0,,
Den Helder,Enkhuizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Franciscus Xaverius parochie, RK kerk",0388::SB4,1601 AS,1731,711,0,2,0,0,0,654,59,0,0,0,0,0,713,181,64,44,129,40,53,36,9,38,10,4,0,38,2,27,5,11,0,5,0,2,9,3,0,0,0,0,1,0,0,0,0,,
Den Helder,Enkhuizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis IJsselzand,0388::SB5,1602 XZ,1440,531,5,2,0,0,0,487,51,0,0,0,0,0,538,54,111,25,50,20,78,14,11,19,5,7,15,72,4,15,11,4,1,1,1,1,7,0,2,1,1,0,0,0,1,0,0,,
Den Helder,Enkhuizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum de Bonte Veer,0388::SB6,1602 PV,1547,1410,3,5,0,0,4,1285,133,4,0,4,0,0,1422,239,200,68,172,53,110,68,31,54,10,28,91,164,9,31,6,23,5,5,2,7,9,8,3,1,0,1,3,0,9,0,0,,
Den Helder,Enkhuizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sporthal De Drecht, nr. 1",0388::SB7,1602 DK,1611,1047,0,3,0,3,1,1045,1,0,3,0,0,0,1047,242,158,73,152,38,69,52,10,43,9,10,5,97,4,34,9,15,0,1,1,5,4,9,1,0,1,1,2,0,1,1,0,,
Den Helder,Enkhuizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Apostolisch Genootschap,0388::SB8,1602 JA,1410,914,1,1,0,0,0,833,85,2,0,2,0,0,918,173,126,61,151,30,59,49,25,38,12,36,2,83,1,25,7,19,0,1,0,4,2,2,1,0,0,0,1,0,3,3,0,,
Den Helder,Enkhuizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau sporthal De Drecht, nr. 2",0388::SB9,1602 DK,2140,778,1,0,0,0,1,718,60,0,0,0,0,0,779,237,74,46,174,22,32,26,7,24,4,13,2,48,3,27,6,12,0,0,0,1,5,4,0,0,2,0,8,0,0,0,1,,
Den Helder,Enkhuizen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau stadskantoor t/m 15 maart,0388::SB12,1601 KT,0,1145,0,4,0,1,,,,,0,1,,,1150,235,99,212,127,29,105,158,58,36,26,15,2,5,0,15,2,10,1,1,1,0,0,4,2,1,0,0,0,0,1,0,0,0,0
