contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Groningen,Pekela,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC De Binding,0765::SB1,9665 HT,1627,341,1,0,0,0,0,301,41,0,0,0,0,0,342,29,105,17,14,7,72,51,4,12,2,4,0,11,0,5,3,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,,
Groningen,Pekela,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0765::SB2,9665 JD,1751,815,1,3,1,0,4,712,102,0,1,0,0,0,818,106,238,38,47,20,136,72,17,18,3,6,2,68,5,14,2,1,0,0,0,3,2,11,0,1,0,2,3,0,0,0,,
Groningen,Pekela,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brede school De Groenling,0765::SB3,9665 HS,1863,775,1,1,0,1,0,694,84,0,0,1,0,0,778,117,197,49,55,23,121,66,5,24,10,0,1,57,0,11,6,3,1,3,0,2,0,16,2,0,1,1,4,0,0,0,,
Groningen,Pekela,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Aanpakkers,0765::SB4,9665 RC,1099,588,1,1,0,1,0,511,78,0,1,0,0,0,589,83,158,39,38,16,70,32,15,23,8,13,2,64,0,7,4,2,0,1,0,1,1,6,2,0,0,1,2,0,0,0,,
Groningen,Pekela,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Kiepe,0765::SB5,9663 EG,1404,886,1,1,0,0,0,804,84,0,0,0,0,0,888,141,159,94,69,22,120,58,38,24,5,17,0,74,3,11,5,8,0,5,0,0,3,24,0,1,1,0,2,0,1,1,,
Groningen,Pekela,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Tehuis,0765::SB6,9663 RC,1567,672,0,0,1,0,0,610,61,0,1,0,0,0,671,97,152,67,44,23,76,27,32,18,5,10,0,59,1,16,5,6,0,3,0,1,4,17,1,1,1,1,4,0,1,0,,
Groningen,Pekela,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Riggel,0765::SB7,9663 TT,533,401,0,0,0,0,0,355,46,0,0,0,0,0,401,62,92,18,21,15,57,16,7,10,4,9,0,31,0,9,6,7,0,0,0,0,0,30,0,4,0,0,3,0,0,0,,
Groningen,Pekela,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC De Binding 1,0765::SB8,9665 HT,0,319,0,0,0,0,0,282,37,0,0,0,0,0,319,28,70,21,20,9,61,54,7,10,7,0,0,18,2,4,0,1,0,1,0,0,1,3,0,1,0,0,0,0,1,0,,
Groningen,Pekela,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC De Binding 2,0765::SB9,9665 HT,0,1042,0,1,0,6,3,913,129,0,6,0,0,0,1045,120,272,45,66,24,170,100,3,34,8,6,3,121,1,11,7,7,0,4,0,3,2,28,0,0,0,1,3,0,3,0,,
Groningen,Pekela,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Kiepe 1,0765::SB10,9663 EG,0,184,0,0,0,0,0,168,16,0,0,0,0,0,184,23,26,38,9,2,21,26,20,2,1,0,0,0,0,5,1,2,0,1,0,1,0,3,0,2,0,0,0,0,0,1,,
Groningen,Pekela,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Kiepe 2,0765::SB11,9663 EG,0,243,0,0,1,0,0,242,0,0,1,0,0,0,242,34,38,26,20,4,36,24,16,14,2,3,0,12,0,2,1,3,0,1,0,0,0,4,0,1,0,0,2,0,0,0,,
Groningen,Pekela,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2,0765::SB12,9665 HT,0,491,3,0,0,0,,,,,0,0,,,494,58,38,79,15,9,82,150,30,4,5,5,0,7,0,1,0,1,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0
Groningen,Pekela,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 1,0765::SB13,9665 HT,0,198,6,2,0,0,,,,,0,0,,,206,26,24,26,11,3,37,45,8,8,4,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8
