contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Haarlem,Heemstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mobiel stembureau,0397::SB1,,0,30,0,0,0,0,0,29,1,0,0,0,0,0,30,6,2,5,3,1,5,1,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Haarlem,Heemstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Raadhuis 17 maart 1,0397::SB2,2101 HA,1145,919,2,1,0,0,2,845,75,0,0,0,0,0,922,283,65,57,205,46,30,41,9,53,4,1,7,37,6,17,1,46,3,1,1,2,1,0,0,0,1,1,0,0,1,0,,
Haarlem,Heemstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Raadhuis 15 maart,0397::SB3,2101 HA,0,713,1,2,0,0,1,653,62,0,0,0,0,0,716,241,50,83,127,29,20,43,20,30,2,1,1,17,2,24,0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,
Haarlem,Heemstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Raadhuis 16 maart,0397::SB4,2101 HA,0,534,0,0,0,0,2,491,41,0,0,0,0,0,534,157,33,32,113,29,20,44,12,23,4,3,14,0,2,15,4,26,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,
Haarlem,Heemstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Offenbachlaan 17 maart 1,0397::SB5,2101 ZL,1137,445,0,0,0,0,0,369,76,0,0,0,0,0,445,172,14,21,123,19,9,14,1,8,1,1,1,16,1,7,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
Haarlem,Heemstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Offenbachlaan 16 maart,0397::SB6,2102 ZL,0,276,0,0,0,0,3,271,2,0,0,0,0,0,276,99,13,37,59,17,6,19,4,3,2,0,0,2,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Haarlem,Heemstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Raadhuis 17 maart 2,0397::SB7,2101 HA,0,893,0,3,0,0,5,801,89,0,1,0,1,0,895,263,43,42,227,48,21,36,10,56,6,2,5,49,6,11,6,48,1,4,1,0,3,1,0,0,0,1,0,1,2,0,,
Haarlem,Heemstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Offenbachlaan 17 maart 2,0397::SB8,2102 ZL,1099,387,1,0,0,0,0,344,44,0,0,0,0,0,388,127,15,24,116,15,10,14,1,18,1,1,0,11,2,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Haarlem,Heemstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tennisvereniging Hbc,0397::SB9,2103 XW,1198,403,0,0,0,0,1,375,27,0,0,0,0,0,403,131,25,21,83,20,24,15,2,16,3,0,1,16,0,16,0,25,2,0,1,0,1,1,0,0,0,0,0,0,0,0,,
Haarlem,Heemstede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MHC Alliance,0397::SB10,2103 VT,1004,424,0,0,0,0,3,383,38,0,0,0,0,0,424,179,12,25,101,22,1,10,4,21,0,0,0,3,3,10,1,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
