contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Zwolle,Hardenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Oude basisschool  Ane,0160::SB1,7784 CG,681,528,0,3,0,0,0,472,59,0,0,0,0,0,531,91,36,132,28,13,22,6,37,8,6,5,0,36,2,4,0,6,0,2,0,2,3,89,0,0,0,0,0,0,0,0,0,,
Zwolle,Hardenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau CNS,0160::SB2,7707 DZ,941,737,2,3,0,0,0,687,55,0,0,0,0,0,742,204,80,115,70,17,34,24,48,10,5,7,0,38,0,9,6,6,0,0,0,2,3,52,0,2,0,0,5,0,0,0,0,,
Zwolle,Hardenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Reestkerk,0160::SB3,7707 PM,973,791,1,0,0,4,5,717,74,0,0,4,0,0,796,154,98,112,65,21,24,19,46,20,3,45,1,41,0,30,0,16,0,2,0,0,1,90,1,0,0,0,1,0,1,0,0,,
Zwolle,Hardenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau PG Kerk Oud Avereest-Balkbrug,0160::SB4,7707 AK,1057,721,0,2,0,2,2,652,67,0,2,0,0,0,721,135,83,87,82,18,35,31,67,10,5,16,0,54,0,27,1,10,0,4,1,1,0,51,0,1,0,0,1,0,1,0,0,,
Zwolle,Hardenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Geref.Ver.gebouw 't Kruispunt,0160::SB5,7691 BA,1162,955,0,2,0,0,1,873,83,0,0,0,0,0,957,122,109,175,42,10,29,16,289,7,2,39,0,42,0,13,4,7,0,0,0,0,2,42,1,1,0,1,2,0,0,0,0,,
Zwolle,Hardenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Ver. gebouw De Bo,0160::SB6,7691 CG,1263,982,0,0,0,0,2,887,93,0,0,0,0,0,982,170,98,181,36,7,32,5,231,12,10,18,0,53,0,28,5,14,0,2,0,2,1,74,1,0,0,1,0,0,1,0,0,,
Zwolle,Hardenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis De Heujmansbelt,0160::SB7,7695 TJ,873,706,0,0,0,0,1,646,59,0,0,0,0,0,706,121,48,208,47,13,32,19,63,8,8,14,0,35,2,8,6,6,0,2,0,1,1,62,0,0,1,0,1,0,0,0,0,,
Zwolle,Hardenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kantine DKB,0160::SB8,7782 RA,739,457,2,0,0,0,0,413,46,0,0,0,0,0,459,64,93,81,23,7,21,20,32,8,11,5,0,43,0,13,4,2,0,0,0,0,1,26,0,0,2,0,0,0,1,0,0,,
Zwolle,Hardenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis De Krim,0160::SB9,7782 RN,773,566,3,0,0,0,0,522,47,0,0,0,0,0,569,70,131,70,31,15,36,28,19,8,8,15,0,55,0,19,5,0,0,0,0,1,1,49,1,0,0,0,4,0,0,0,0,,
Zwolle,Hardenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dedemsvaart - Clubgebouw Korfbal,0160::SB10,7701 VT,1254,723,1,0,0,0,2,656,66,0,0,0,0,0,724,163,86,136,67,13,27,26,32,14,9,11,1,43,0,39,2,8,0,1,1,1,0,41,0,1,1,0,0,0,0,0,0,,
