contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Haarlem,Haarlem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Het Stadhuis,0392::SB1,2011 RD,0,1978,5,3,0,1,11,1875,101,0,0,1,0,0,1987,309,67,50,576,231,79,82,22,166,4,7,7,87,55,32,4,167,3,7,1,7,5,1,2,3,1,1,0,1,1,0,,
Haarlem,Haarlem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Philharmonie,0392::SB2,2011HH,0,1500,0,5,0,0,9,1419,80,3,0,3,0,0,1508,232,47,22,476,171,48,76,13,136,6,2,1,61,34,26,9,123,0,6,0,0,7,0,2,0,1,1,0,0,0,0,,
Haarlem,Haarlem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Zijlpoort,0392::SB3,2011GR,0,629,1,3,0,0,1,586,46,0,0,0,0,0,633,97,33,12,185,68,12,39,4,67,1,1,7,27,19,9,2,40,1,2,0,0,2,0,0,0,0,1,0,0,0,0,,
Haarlem,Haarlem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadsbibliotheek,0392::SB4,2011 XP,0,983,3,2,0,0,5,906,77,0,0,0,0,0,988,159,27,28,300,113,31,54,11,85,7,2,0,32,16,8,8,78,2,9,0,1,6,3,2,0,0,0,0,1,0,0,,
Haarlem,Haarlem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Rosenstock Huessy Huis,0392::SB5,2011 CV,0,1177,0,1,0,0,1,1087,90,0,0,0,0,0,1178,174,55,25,285,142,94,66,10,113,6,2,10,47,28,25,7,62,0,4,3,2,13,0,0,0,0,3,0,0,1,0,,
Haarlem,Haarlem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Basisschool De Kring,0392::SB6,2011 KZ,0,950,3,3,0,2,1,875,82,0,0,2,0,0,958,171,32,32,276,115,29,62,12,73,1,4,5,40,13,10,2,63,1,3,2,2,1,0,0,0,0,1,0,0,0,0,,
Haarlem,Haarlem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Oud-Katholieke Kerk H.H. Anna en Maria,0392::SB7,2013 AV,0,925,1,1,0,3,2,866,62,0,0,3,0,0,930,162,26,31,300,104,35,59,16,54,4,0,7,22,14,10,2,72,2,1,1,0,2,0,0,0,0,0,0,1,0,0,,
Haarlem,Haarlem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Activiteitencentrum Het Zaeltje van Rosehaghe,0392::SB8,2013 DR,0,601,1,0,0,0,3,559,40,0,0,0,0,0,602,79,16,20,183,63,26,58,8,59,1,1,1,20,10,6,1,42,0,0,0,0,3,0,1,2,1,0,0,0,0,0,,
Haarlem,Haarlem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Speeltuin Klarenhof,0392::SB9,2013 PH,0,804,1,0,0,0,1,743,61,0,0,0,0,0,805,129,88,21,165,103,49,36,3,77,8,3,4,40,4,8,8,48,0,0,0,0,4,1,2,0,0,2,0,0,1,0,,
Haarlem,Haarlem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Badhuis Leidseplein,0392::SB10,2013 PW,0,1192,0,0,0,0,0,1192,0,0,0,0,0,0,1192,183,69,24,352,148,56,54,9,106,6,0,6,45,9,18,4,91,0,1,0,2,1,3,0,1,1,2,0,0,1,0,,
