contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,Best,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0753::SB1,5683 GA,2234,1787,1,5,0,1,7,1611,176,0,0,1,0,0,1794,551,188,181,282,73,98,36,34,43,16,1,16,107,3,40,11,47,1,3,0,8,6,23,1,2,0,1,4,4,2,5,,
's-Hertogenbosch,Best,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zalencentrum Prinsenhof,0753::SB2,5683 AC,2391,1624,4,0,0,0,4,1624,0,0,0,0,0,0,1628,524,175,124,296,63,90,50,24,30,18,3,2,94,5,46,7,42,0,1,2,6,3,10,0,4,0,0,0,2,0,3,,
's-Hertogenbosch,Best,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bestwijzer,0753::SB3,5683 AB,2184,1075,1,1,0,0,0,977,100,0,0,0,0,0,1077,298,161,100,151,43,85,42,23,19,9,0,10,59,1,18,3,31,1,5,2,1,0,4,0,1,1,0,0,2,0,5,,
's-Hertogenbosch,Best,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brandweerkazerne,0753::SB4,5684 SB,2130,1562,2,1,0,1,5,1455,104,0,1,0,0,0,1564,403,176,119,281,71,109,74,36,40,14,4,10,87,10,44,12,46,1,4,2,4,3,4,2,3,0,0,1,0,0,2,,
's-Hertogenbosch,Best,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Kadans Bureau A,0753::SB5,5684 TS,2263,1109,2,1,0,1,1,990,120,0,1,0,0,0,1111,218,207,90,143,43,105,50,35,28,19,3,18,57,7,25,5,27,5,3,0,2,3,5,0,4,2,1,1,1,0,2,,
's-Hertogenbosch,Best,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis Kadans Bureau B,0753::SB6,5684 TS,2146,1015,0,1,0,0,0,907,109,0,0,0,0,0,1016,222,145,69,142,41,102,57,26,31,16,9,32,49,2,17,7,23,2,5,0,0,3,1,3,2,1,1,3,2,0,2,,
's-Hertogenbosch,Best,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis Vlinderhei,0753::SB7,5685 GZ,2491,1653,4,2,0,3,2,1459,201,0,0,3,0,0,1662,665,131,121,285,52,72,46,40,36,14,3,10,64,1,34,5,32,4,6,0,3,2,9,3,4,1,0,6,1,0,3,,
's-Hertogenbosch,Best,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal De Heivelden,0753::SB8,5685 GZ,2300,2237,4,4,0,8,3,1961,273,0,8,0,0,0,2237,801,177,152,470,91,82,66,61,46,15,6,8,82,4,63,7,73,0,8,0,8,5,2,3,1,1,0,1,1,0,3,,
's-Hertogenbosch,Best,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Naestenbest Bureau A,0753::SB9,5684 GJ,2399,1180,3,3,0,0,1,1071,115,1,0,1,0,0,1187,282,146,98,171,50,73,37,26,39,11,8,40,87,5,30,10,29,5,4,0,3,3,10,2,0,0,1,5,2,1,2,,
's-Hertogenbosch,Best,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Naestenbest Bureau B,0753::SB10,5684 GJ,2467,1246,1,0,0,1,1,1101,146,0,0,1,0,0,1248,329,143,79,191,75,93,44,25,40,9,5,43,85,1,29,5,20,7,3,0,1,2,5,0,3,0,2,4,2,0,1,,
