contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis woensdag 17 maart,0984::SB1,5801 MB,1991,1063,2,2,0,1,4,932,133,0,0,2,0,1,1069,311,112,70,217,44,68,34,6,29,7,0,20,72,6,18,3,19,4,2,0,2,3,7,1,2,2,0,1,1,1,1,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vincent van Gogh / Kapel woensdag 17 maart,0984::SB2,5803 DM,1666,1197,2,2,0,6,1,1102,104,0,0,6,0,0,1207,322,123,101,228,67,99,64,7,33,16,0,12,50,1,17,3,32,1,2,0,4,3,6,1,1,0,1,3,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Raaylandcollege woensdag 17 maart,0984::SB3,5802 CH,1488,417,0,1,0,0,1,378,37,0,2,0,2,0,416,98,45,26,84,25,36,24,2,7,7,0,10,32,1,8,0,4,0,0,1,2,1,0,0,0,0,0,3,0,1,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Den Hoender woensdag 17 maart,0984::SB4,5801 EN,1787,893,1,3,0,0,0,805,93,1,0,1,0,0,898,189,161,62,117,42,92,44,6,16,18,1,24,59,1,24,4,15,0,0,0,2,3,7,1,0,0,0,2,1,2,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau St. Anna woensdag 17 maart,0984::SB5,5801 GJ,2335,1157,7,1,0,1,0,1039,127,0,0,1,0,0,1166,343,139,93,235,46,73,48,6,30,9,3,4,54,2,22,10,23,0,1,0,1,2,4,3,1,1,3,1,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Schouwburg Venray woensdag 17 maart,0984::SB6,5801 BV,1624,1170,6,2,0,0,2,1085,91,0,0,0,0,0,1178,287,153,89,222,65,98,53,2,32,16,0,23,51,5,23,2,29,0,2,1,1,3,7,3,0,0,2,0,0,1,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Perdstal woensdag 17 maart,0984::SB7,5801 VV,1606,1078,0,0,0,1,3,953,123,0,0,1,0,0,1079,350,123,79,222,36,53,38,7,31,5,1,2,55,1,31,2,21,0,1,0,3,6,7,0,0,0,2,2,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau WOC ’t Schöpke woensdag 17 maart,0984::SB8,5801 SJ,1789,840,4,3,0,1,2,746,98,0,1,0,0,0,846,172,98,53,133,44,98,48,2,27,11,0,44,51,3,14,2,17,6,2,0,3,4,5,1,0,0,1,0,1,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC Brukske Wijkcentrum A woensdag 17 maart,0984::SB9,5802 NP,1651,519,1,2,0,1,1,457,63,0,1,0,0,0,521,56,83,16,55,37,71,33,2,15,9,0,44,49,8,5,2,15,7,0,0,1,0,4,1,0,0,1,1,4,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC Brukske Wijkcentrum B woensdag 17 maart,0984::SB10,5802 NP,1476,995,5,5,0,0,4,860,141,0,0,0,0,0,1005,149,160,40,128,44,97,48,7,21,13,1,103,103,8,12,6,14,20,2,0,3,2,2,0,0,0,3,1,5,1,2,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum ’t Stekske A woensdag 17 maart,0984::SB11,5803 BV,2225,1331,4,0,0,0,1,1187,146,0,1,0,1,0,1334,293,241,96,187,70,107,79,4,37,15,3,21,90,2,32,4,23,2,4,0,1,4,6,1,0,0,8,1,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum ’t Stekske B woensdag 17 maart,0984::SB12,5803 BV,2337,1212,3,1,0,0,0,1062,154,0,0,0,0,0,1216,258,187,83,151,71,123,55,5,32,23,0,20,106,3,38,9,23,1,1,3,0,2,9,1,1,1,4,0,0,1,1,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis Blitterswijck woensdag 17 maart,0984::SB13,5863 AT,846,591,3,1,0,0,1,553,41,0,0,0,0,0,595,136,90,74,78,20,56,31,3,8,13,0,0,37,0,12,3,12,0,1,0,0,4,12,0,1,0,0,0,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal de Kei Geijsteren  woensdag 17 maart,0984::SB14,5862 AG,345,266,0,0,0,0,0,245,21,0,0,0,0,0,266,68,18,66,42,10,9,10,3,8,1,0,0,11,0,2,3,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Zandhoek Wanssum woensdag 17 maart,0984::SB15,5861 BN,1493,1004,6,1,0,0,3,941,67,0,0,0,0,0,1011,282,134,164,112,32,77,47,7,20,15,1,0,36,0,29,4,11,0,1,0,3,0,22,2,0,0,3,0,0,2,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau D'n Oesterham Oostrum woensdag 17 maart,0984::SB16,5807 BJ,1948,1168,5,0,3,0,2,1065,109,0,0,3,0,0,1176,303,126,137,241,54,71,62,1,24,9,2,1,58,1,18,3,18,0,2,0,3,0,26,0,1,2,1,1,0,2,1,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Pelgrimshuis Smakt woensdag 17 maart,0984::SB17,5817 AD,166,127,0,0,0,0,0,112,15,0,0,0,0,0,127,40,17,19,10,3,10,2,4,2,2,0,0,5,0,1,2,1,0,0,0,2,0,6,0,0,0,0,1,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Smelehof Ysselsteyn woensdag 17 maart,0984::SB18,5813 BC,1745,1300,1,1,0,0,4,1085,213,0,0,0,0,0,1302,335,126,297,103,19,68,29,4,6,14,3,1,59,0,26,2,31,0,4,2,4,2,162,0,0,1,0,0,0,2,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Partycentrum 't Anker Merselo woensdag 17 maart,0984::SB19,5815 AN,847,638,2,1,0,0,0,563,78,0,0,0,0,0,641,177,88,115,64,24,39,21,3,8,12,1,1,29,0,13,1,5,0,1,0,2,1,27,0,0,0,3,0,0,3,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Loef  Vredepeel woensdag 17 maart,0984::SB20,5816 AG,172,152,0,0,0,0,1,137,14,0,0,0,0,0,152,28,14,48,12,0,0,1,0,3,0,0,0,5,0,6,1,1,0,0,0,0,1,29,0,0,0,3,0,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Linde Oirlo woensdag 17 maart,0984::SB21,5808 AV,899,687,0,2,0,1,0,620,70,0,0,1,0,0,690,182,89,136,72,15,46,23,5,8,5,0,0,40,0,8,1,16,0,1,0,0,0,35,2,1,0,0,1,0,1,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Wis Castenray woensdag 17 maart,0984::SB22,5811 AN,637,437,0,1,0,0,1,382,55,0,0,0,0,0,438,95,57,97,43,4,26,11,3,5,5,1,0,21,0,15,1,7,0,0,0,1,0,42,1,0,0,1,1,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Hoefslag Veulen woensdag 17 maart,0984::SB23,5814 AN,427,349,0,0,0,0,0,308,41,0,0,0,0,0,349,63,36,76,21,7,12,6,2,6,0,1,0,36,0,6,0,15,0,0,0,0,1,59,0,2,0,0,0,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC De Baank Leunen woensdag 17 maart,0984::SB24,5809 AD,1767,1304,1,2,0,1,5,1155,146,0,1,0,0,0,1306,405,128,191,205,49,76,45,7,31,7,8,4,49,0,26,1,25,0,1,1,0,2,35,1,3,0,4,0,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC Heide woensdag 17 maart,0984::SB25,5812 AB,408,341,0,0,0,0,2,304,35,0,0,0,0,0,341,86,36,83,36,11,23,16,4,5,2,2,0,9,0,4,1,10,0,0,0,0,3,9,0,0,0,1,0,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mobiel stembureau woensdag 17 maart,0984::SB26,5807 AB,0,87,0,0,0,0,0,82,5,0,0,0,0,0,87,19,14,11,13,2,6,4,2,6,0,0,5,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maandag 15 maart  Vroegstembureau Gemeentehuis,0984::SB101,5801 MB,0,442,0,1,0,0,1,380,62,0,0,0,0,0,443,112,60,65,64,14,47,31,4,15,3,1,0,10,0,7,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dinsdag 16 maart  Vroegstembureau Gemeentehuis,0984::SB102,5801 MB,0,426,1,0,0,0,0,382,45,0,0,0,0,0,427,120,63,66,62,5,31,31,1,17,4,0,1,3,0,12,1,4,1,0,0,0,1,2,0,1,0,0,0,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maandag 15 maart Vroegstembureau WOC ’t Schöpke,0984::SB201,5801 SJ,0,281,0,0,0,0,0,254,28,1,0,1,0,0,282,75,30,37,53,11,22,22,4,7,1,0,1,5,1,4,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dinsdag 16 maart Vroegstembureau WOC ’t Schöpke,0984::SB202,5801 SJ,0,272,0,1,0,0,0,241,32,0,0,0,0,0,273,50,44,33,48,13,28,21,1,7,8,0,3,6,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maandag 15 maart Vroegstembureau ’t Stekske,0984::SB301,5803 BV,0,289,0,0,0,0,1,261,28,1,0,1,0,0,290,46,47,29,29,9,55,30,2,8,9,2,2,3,0,10,0,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dinsdag 16 maart Vroegstembureau ’t Stekske A,0984::SB302,5803 BV,0,341,0,0,0,0,1,293,47,0,0,0,0,0,341,67,55,28,47,16,53,21,6,8,5,0,2,20,0,4,0,5,0,0,0,0,1,0,0,0,0,1,2,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maandag 15 maart Vroegstembureau 't Brukske,0984::SB401,5802 NP,0,190,0,0,0,0,0,171,19,0,0,0,0,0,190,36,37,10,16,10,23,20,1,7,2,0,2,15,1,2,0,1,3,0,0,1,1,1,0,0,0,0,1,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dinsdag 16 maart Vroegstembureau 't Brukske,0984::SB402,5802 NP,0,276,0,1,0,0,0,242,35,0,0,0,0,0,277,38,54,32,32,13,40,15,1,9,4,1,10,15,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 1 Maandag 15 maart Gemeentehuis,0984::SB501,5801 MB,0,2845,2,10,0,6,,,,,0,6,,,2863,717,295,771,258,61,269,242,33,54,54,0,13,14,1,29,1,18,2,1,0,0,1,3,0,4,0,2,1,0,0,1,0,0
Maastricht,Venray,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2 Woensdag 17 maart Gemeentehuis Geert,0984::SB601,5801 MB,0,85,0,0,0,0,,,,,0,0,,,85,17,8,26,7,2,8,5,0,3,5,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
