contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Wij zijn Nederland,Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Dordrecht,Goeree-Overflakkee,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oostdam,1924::SB1,3252 AV,1817,1341,2,1,0,0,8,1159,177,0,0,0,0,0,1344,321,126,144,130,36,28,48,124,34,6,179,2,80,2,37,8,15,0,0,0,0,2,17,0,0,2,0,0,0,0,,
Dordrecht,Goeree-Overflakkee,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpstienden,1924::SB2,3253 AS,1459,1307,2,1,0,4,53,1092,169,0,0,4,0,0,1314,350,116,142,73,13,28,31,62,25,9,296,0,94,0,32,6,18,1,1,0,0,3,3,1,1,0,1,0,1,0,,
Dordrecht,Goeree-Overflakkee,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Eben Haëzer,1924::SB3,3253 VJ,1910,1265,1,1,0,0,31,1064,172,0,0,0,0,0,1267,203,129,129,70,22,23,22,91,14,12,438,1,68,1,22,3,6,0,0,1,0,1,6,1,0,0,0,2,0,0,,
Dordrecht,Goeree-Overflakkee,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Doopsgezinde Gemeente,1924::SB4,3253 AS,1539,668,1,1,0,0,35,558,77,0,0,0,0,0,670,122,72,70,46,12,19,23,66,11,3,156,1,35,0,17,2,9,0,0,0,1,0,2,0,0,0,1,0,0,0,,
Dordrecht,Goeree-Overflakkee,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Rank,1924::SB5,3251 AB,1482,989,2,2,0,1,3,874,117,0,0,1,0,0,994,184,142,93,58,14,43,29,76,34,18,137,1,77,1,37,3,16,0,1,1,2,4,9,3,1,0,4,1,0,0,,
Dordrecht,Goeree-Overflakkee,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Haegse Huus,1924::SB6,3251 CR,1308,964,0,1,0,0,6,865,94,0,0,0,0,0,965,200,169,73,60,13,52,42,57,30,19,115,0,75,0,31,7,5,1,2,0,2,0,8,0,0,0,1,1,1,0,,
Dordrecht,Goeree-Overflakkee,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Schakel,1924::SB7,3247 AA,2115,1350,0,1,0,4,4,1143,208,0,0,4,0,0,1355,244,171,129,67,17,46,31,142,39,7,279,0,101,0,34,4,10,0,4,1,4,4,10,3,0,0,1,1,1,0,,
Dordrecht,Goeree-Overflakkee,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Gooye,1924::SB9,3247 XW,2415,1410,1,1,0,0,6,1171,235,0,0,0,0,0,1412,302,167,128,78,12,35,28,155,16,7,296,0,101,4,44,4,9,0,4,0,4,2,12,0,0,1,0,1,0,0,,
Dordrecht,Goeree-Overflakkee,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ons Huis,1924::SB10,3249 AJ,1001,727,1,2,0,1,7,646,78,0,0,1,0,0,731,129,114,67,40,10,29,28,50,22,6,123,1,56,2,19,7,2,0,1,0,0,1,17,0,0,0,1,2,0,0,,
Dordrecht,Goeree-Overflakkee,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Melishof,1924::SB11,3248 BE,1716,1225,6,1,0,0,3,1091,138,0,0,0,0,0,1232,241,204,103,51,32,76,54,49,43,11,162,3,93,3,56,12,8,0,1,1,1,3,10,1,1,0,2,3,0,1,,
Dordrecht,Goeree-Overflakkee,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Diekhuus,1924::SB12,3241 GA,1478,1010,1,1,0,3,6,867,142,0,0,3,0,0,1015,215,89,109,104,27,37,36,103,22,7,122,2,67,0,36,6,14,0,2,0,1,4,5,0,0,0,0,2,0,0,,
Dordrecht,Goeree-Overflakkee,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum,1924::SB13,3241 AA,1677,1018,0,2,0,0,2,900,118,0,0,0,0,0,1020,186,131,100,58,30,49,49,76,23,12,194,0,46,0,37,7,6,0,2,0,3,1,4,0,0,0,1,1,2,0,,
