contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ons Dorpshuis,1730::SB1,9765 AP,1041,725,2,2,0,0,4,668,57,0,0,0,0,0,729,156,49,39,170,87,34,38,20,49,6,3,0,27,2,12,0,13,0,2,0,1,6,8,0,1,0,0,0,2,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau VV Actief,1730::SB2,9761 TC,996,502,2,0,0,1,1,462,42,0,0,1,0,0,505,113,28,28,128,44,25,32,4,18,8,1,0,31,3,12,0,15,0,3,0,1,3,2,0,0,0,0,3,0,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Groote Veen,1730::SB3,9761 TM,1491,803,1,1,0,5,9,729,72,0,0,5,0,0,810,174,75,52,172,62,50,51,27,44,3,3,1,31,5,16,1,21,0,1,0,2,1,9,1,0,1,0,0,0,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Pizzeria Da Gianni,1730::SB4,9765 GB,1340,992,2,1,0,0,4,930,61,0,0,0,0,0,995,199,80,45,247,112,57,65,28,37,6,2,0,45,0,19,2,31,0,0,0,0,2,12,0,0,0,1,1,1,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Restaurant 't Huys van Bunne,1730::SB5,9496 PA,724,503,1,0,0,0,1,457,46,0,0,0,0,0,504,137,34,35,83,28,17,34,14,16,2,1,0,26,0,17,0,14,0,0,0,1,2,40,0,0,1,0,1,0,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA Borchkwartier (1),1730::SB6,9766 PP,1189,932,0,0,0,0,5,838,89,0,0,0,0,0,932,264,20,50,322,69,16,40,35,32,5,4,0,14,3,11,5,22,0,1,0,4,2,4,2,0,0,2,0,5,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Kamp (1),1730::SB7,9481 AK,990,759,0,0,0,2,1,705,55,0,0,2,0,0,761,154,71,68,143,45,50,66,34,27,11,3,0,32,0,10,7,17,0,0,1,0,3,10,1,1,1,0,1,2,1,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Kamp (2),1730::SB8,9481 AK,1409,549,0,0,0,1,0,510,38,0,1,0,0,0,548,132,55,41,105,26,32,41,21,21,6,3,0,18,3,12,3,12,0,2,0,1,3,8,0,2,0,0,0,2,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA Yders Hoes,1730::SB9,9494 RB,1056,694,0,3,0,1,3,620,73,0,1,0,0,0,696,163,85,49,110,35,44,46,15,23,6,1,0,48,5,22,0,16,0,0,0,2,2,18,0,0,0,0,4,0,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OBS het Oelebred,1730::SB10,9482 PP,1444,996,1,1,0,2,5,923,72,0,0,2,0,0,1000,262,107,61,175,56,64,57,38,43,5,5,0,46,0,14,3,23,0,0,0,2,4,21,0,1,1,0,6,2,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Oudemolen,1730::SB11,9484 TA,468,342,0,0,0,0,4,309,29,0,0,0,0,0,342,66,29,20,73,35,9,23,12,31,2,0,0,12,1,3,2,7,0,2,0,0,1,11,0,0,0,0,1,2,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA De Zeijer Hoogte,1730::SB12,9491 AA,595,481,0,0,0,0,3,444,34,0,0,0,0,0,481,129,35,31,96,23,29,33,13,19,2,6,0,27,0,8,0,10,1,1,2,0,5,10,0,0,0,0,1,0,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Klein Kruierij,1730::SB13,9473 TL,395,322,0,0,0,0,5,286,31,0,0,0,0,0,322,77,44,12,43,21,21,17,14,11,5,1,0,25,0,4,1,8,0,0,0,2,0,14,0,0,0,0,0,1,1,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Zwet (1),1730::SB14,9472 RN,1298,1063,0,1,0,0,1,981,82,0,0,0,0,0,1064,216,74,93,222,74,65,83,63,41,7,4,1,40,3,19,7,29,0,3,0,4,1,10,1,1,0,1,0,0,1,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brasserie 't Hof van Zuidlaren,1730::SB15,9471 AR,928,601,0,0,0,0,4,544,53,0,0,0,0,0,601,162,63,46,125,27,37,26,32,20,4,3,0,26,0,8,0,10,0,0,0,2,1,6,1,1,0,0,1,0,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Zwet (2),1730::SB16,9472 RN,1420,963,2,0,0,0,2,907,56,0,0,0,0,0,965,183,56,72,232,74,67,79,40,38,6,2,0,39,2,24,4,24,0,1,0,4,2,9,1,0,0,0,0,3,1,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau GKv Kandelaarskerk,1730::SB17,9471 PR,1523,928,2,3,0,0,5,856,72,0,0,0,0,0,933,148,60,85,186,46,65,69,119,61,7,1,3,20,4,16,1,20,0,4,0,1,0,10,0,0,0,1,0,1,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Harens Lyceum,1730::SB18,9471 EC,1418,742,0,1,0,1,1,680,61,0,1,0,0,0,742,166,45,73,159,41,36,36,61,44,3,3,2,20,2,7,0,18,0,0,0,2,2,16,3,0,0,0,2,1,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Paviljoen De Bloemert,1730::SB19,9475 TG,299,264,0,0,0,0,31,214,19,0,0,0,0,0,264,46,13,10,77,14,12,14,15,20,2,3,0,7,0,3,0,15,0,1,0,0,1,9,0,0,0,0,0,2,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Zaandorre,1730::SB20,9474 PD,254,197,2,0,0,0,2,181,16,0,0,0,0,0,199,42,18,17,35,11,10,12,11,8,0,0,0,6,0,7,0,7,0,3,0,0,1,8,0,0,1,0,0,0,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1730::SB21,9481 AW,957,599,0,1,0,0,9,533,58,0,0,0,0,0,600,160,47,52,88,44,31,38,28,26,8,1,0,22,3,14,0,17,0,1,0,1,3,13,1,0,0,0,1,0,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Groote Veen (2),1730::SB22,9761 TM,1540,674,2,0,0,0,7,607,62,0,0,0,0,0,676,150,52,57,133,49,40,36,19,29,2,1,3,46,0,5,1,23,0,1,2,3,3,11,0,0,0,0,3,5,0,,
Assen,Tynaarlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Loughoes,1730::SB23,9761 GE,1487,1129,1,2,0,0,8,1048,76,0,0,0,0,0,1132,240,53,79,297,107,55,90,30,58,9,0,0,42,2,17,2,23,0,2,0,1,6,10,1,1,0,0,3,1,0,,
