contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leiden,Kaag en Braassem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Arendshorst,1884::SB1,2371 CG,1789,1344,1,0,0,1,1,1204,141,0,0,1,0,0,1346,501,84,139,257,43,29,29,13,30,16,1,2,66,3,58,5,34,1,5,2,2,7,17,0,0,0,0,0,0,0,,
Leiden,Kaag en Braassem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Bonaventuracollege,1884::SB2,2371 VJ,1672,1178,1,1,0,0,5,1068,107,0,0,0,0,0,1180,376,136,91,175,62,33,47,11,38,4,0,8,66,6,57,10,31,0,3,0,2,6,7,4,2,0,0,0,3,0,,
Leiden,Kaag en Braassem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gogherweide,1884::SB3,2371 RG,1835,1278,3,0,0,0,1,1156,124,0,0,0,0,0,1281,361,173,118,181,55,76,50,12,37,15,0,0,68,3,66,5,27,0,1,0,8,1,10,1,0,4,1,0,5,0,,
Leiden,Kaag en Braassem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Clubgebouw""Door Gunst Verkregen""",1884::SB4,2376 BH,548,403,0,0,0,1,1,368,35,0,0,1,0,0,404,136,52,49,46,22,10,17,4,12,8,0,1,15,1,17,1,3,0,1,0,3,0,5,0,0,0,0,0,0,0,,
Leiden,Kaag en Braassem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis Rijpwetering,1884::SB5,2375 AC,1885,1363,3,3,0,0,5,1201,163,0,0,0,0,0,1369,406,142,138,174,39,51,44,16,50,16,3,5,68,7,60,7,48,3,3,1,7,7,61,5,1,0,1,0,0,0,,
Leiden,Kaag en Braassem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Stal Kaag,1884::SB7,2159 LB,375,287,0,0,0,1,0,253,33,0,1,0,0,0,286,93,32,23,63,5,10,3,3,12,3,0,0,16,0,5,1,8,0,3,0,0,3,4,0,0,0,0,0,0,0,,
Leiden,Kaag en Braassem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal De Tweesprong (A),1884::SB8,2371 RW,1481,706,0,0,0,0,1,639,66,0,0,0,0,0,706,226,97,67,115,26,32,15,1,28,8,0,2,30,0,29,4,8,2,3,1,0,3,7,0,1,0,1,0,0,0,,
Leiden,Kaag en Braassem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal De Tweesprong (B),1884::SB9,2371 RW,1413,653,1,2,0,1,4,650,1,0,1,0,0,0,655,215,90,61,84,27,40,27,4,15,7,0,2,25,3,28,5,5,2,0,1,0,4,5,2,0,0,0,0,1,0,,
Leiden,Kaag en Braassem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Schoolhuis,1884::SB10,2465 AC,983,710,1,2,0,0,3,622,88,0,0,0,0,0,713,201,58,83,116,34,22,18,19,23,13,14,0,39,2,28,3,12,0,0,0,0,0,22,0,0,0,0,0,3,0,,
Leiden,Kaag en Braassem,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Het Spant,1884::SB11,2451 BV,1780,1211,1,1,0,1,4,1098,112,0,0,1,0,0,1214,344,147,120,158,38,55,37,18,25,19,5,1,107,0,82,7,22,2,1,0,3,1,14,1,2,0,0,0,2,0,,
