contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Zwolle,Deventer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Het Stadhuis,0150::SB1,7411 NW,1951,1640,2,2,0,3,10,1548,89,0,0,3,0,0,1647,255,70,66,423,196,68,90,24,123,5,4,19,77,26,26,3,126,0,8,2,3,8,12,2,1,0,0,0,1,1,1,0,,
Zwolle,Deventer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Groote-en Voorster Gasthuis,0150::SB2,7411 RA,225,47,0,0,0,0,20,26,1,0,0,0,0,0,47,5,4,5,6,3,5,8,0,5,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,
Zwolle,Deventer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurthuis 't Hovenhuus,0150::SB4,7419 CT,1794,1237,3,1,0,0,0,1161,85,0,0,5,0,0,1246,184,72,59,287,147,92,105,15,79,5,0,3,44,9,23,5,53,1,3,1,1,4,36,0,1,4,0,0,0,4,0,0,,
Zwolle,Deventer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Speeltuinvereniging De IJssel,0150::SB6,7412 BV,1984,1393,1,6,0,0,1,1280,118,0,1,0,0,0,1399,161,134,35,267,168,123,94,25,121,8,2,67,69,14,18,5,48,2,4,1,1,4,9,2,0,0,0,4,0,6,0,1,,
Zwolle,Deventer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Cees Wilkeshuisschool,0150::SB7,7412 SM,1907,1227,2,3,0,0,2,1131,99,0,0,0,0,0,1232,163,204,50,196,78,118,101,21,44,16,9,43,82,6,19,4,30,1,3,0,9,3,14,1,2,1,0,6,0,1,0,2,,
Zwolle,Deventer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Woon- en zorgcentrum St.Jurriën,0150::SB9,7412 PL,150,26,0,0,0,0,0,26,0,0,0,0,0,0,26,6,1,0,3,1,6,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Zwolle,Deventer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Het Enkhuis,0150::SB11,7413 TX,1999,1234,1,2,0,0,2,1102,133,0,0,0,0,0,1237,138,162,26,218,115,96,87,8,66,8,2,154,64,9,3,3,39,2,5,5,4,10,6,1,0,0,0,3,0,0,0,0,,
Zwolle,Deventer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Speeltuin De Driehoek,0150::SB14,7416 ZJ,1994,1486,8,2,0,1,11,1342,144,0,0,1,0,0,1497,179,172,49,293,164,109,86,29,90,2,6,79,85,16,15,4,53,4,11,0,2,8,19,1,0,1,2,3,0,4,0,0,,
Zwolle,Deventer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Woon- en zorgcentrum De Bloemendal,0150::SB16,7414 BJ,250,35,0,0,0,0,0,34,1,0,0,0,0,0,35,4,1,6,6,1,2,6,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
Zwolle,Deventer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkcentrum De Schalm,0150::SB18,7414 EA,1620,1047,4,1,0,3,4,987,64,0,0,3,0,0,1055,189,129,49,145,81,106,85,33,46,4,5,18,69,10,20,5,25,0,1,1,3,2,6,0,1,1,1,10,1,0,0,1,,
Zwolle,Deventer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Woonzorgcentrum Ludgerus,0150::SB19,7415 LM,325,168,2,2,0,0,0,170,2,0,0,0,0,0,172,30,11,45,19,2,10,32,5,4,5,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
