contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis Terneuzen,0715::SB1,4531 GZ,0,403,0,1,2,0,1,351,49,0,3,0,1,0,401,98,50,38,30,12,29,53,9,18,12,13,2,16,1,10,0,7,1,0,0,0,1,2,0,0,0,1,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportcentrum Vliegende Vaart,0715::SB2,4537 DH,0,690,0,0,0,0,3,600,87,0,0,0,0,0,690,156,91,81,60,13,56,66,39,13,17,28,12,30,4,15,2,4,0,0,0,1,0,2,0,0,0,0,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Protestantse Gemeente Hoek,0715::SB3,4542 AE,0,192,0,0,0,0,2,162,28,0,0,0,0,0,192,42,16,25,11,4,17,15,14,6,2,28,0,4,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MFC De Statie,0715::SB4,4551 AL,0,177,0,3,0,0,4,161,15,0,0,0,0,0,180,34,37,23,18,1,29,15,3,1,7,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gregoriuscentrum,0715::SB5,4571 BH,0,425,0,1,0,0,2,378,46,0,0,0,0,0,426,103,56,61,19,7,38,35,36,15,5,6,2,19,0,11,1,4,0,1,0,0,2,3,1,0,0,0,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MFC Het Stropievat,0715::SB6,4543 CM,0,162,0,0,0,0,0,144,18,0,0,0,0,0,162,20,21,37,8,4,10,14,18,3,4,5,0,3,0,4,0,3,0,0,0,0,1,7,0,0,0,0,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis Terneuzen,0715::SB7,4531 GZ,0,318,0,1,0,0,2,275,42,0,0,0,0,0,319,85,38,33,34,3,14,34,13,9,6,11,10,11,2,4,4,3,0,2,0,0,1,1,0,0,0,0,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportcentrum Vliegende Vaart,0715::SB8,4537 DH,0,616,1,2,0,0,0,549,70,0,0,0,0,0,619,117,87,57,80,9,56,59,23,11,7,29,16,34,0,15,0,5,1,0,0,3,0,5,0,0,2,0,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Protestantse Gemeente Hoek,0715::SB9,4542 AE,0,199,1,0,0,0,1,177,22,0,0,0,0,0,200,28,24,25,15,4,11,18,16,7,2,27,0,8,0,4,0,4,0,0,0,0,0,4,0,2,0,0,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MFC De Statie,0715::SB10,4551 AL,0,229,0,1,0,0,2,207,21,0,0,0,0,0,230,48,50,17,29,11,15,20,0,7,3,1,3,14,0,4,0,5,0,0,0,0,0,2,0,0,0,0,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gregoriuscentrum,0715::SB11,4571 BH,0,381,0,0,0,0,0,338,43,0,0,0,0,0,381,74,73,52,21,3,23,25,35,11,6,11,6,19,1,10,1,1,4,0,0,0,1,4,0,0,0,0,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MFC Het Stropievat,0715::SB12,4543 CM,0,215,0,2,0,0,1,191,25,0,0,0,0,0,217,35,23,34,14,2,17,15,17,4,3,37,0,4,0,1,0,4,0,1,0,0,0,3,0,0,0,1,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dienstencentrum De Veste,0715::SB13,4531 GV,1060,687,1,3,0,0,1,616,74,0,0,0,0,0,691,127,109,81,60,19,69,38,25,25,6,14,7,62,1,16,2,12,0,3,2,0,1,2,5,0,0,1,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis Terneuzen,0715::SB14,4531 GZ,1055,603,5,3,0,0,7,540,64,0,0,0,0,0,611,122,100,37,72,24,37,26,12,25,11,9,18,64,6,11,3,11,3,2,2,0,4,2,0,0,0,0,2,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Scheldetheater Terneuzen,0715::SB15,4531 AW,1268,288,2,0,0,0,1,255,34,0,0,0,0,0,290,38,59,5,32,13,20,15,11,19,11,1,7,38,2,1,0,2,0,4,2,1,1,0,0,3,0,0,3,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurthuis De Kameleon,0715::SB16,4537 RJ,1667,751,0,4,0,2,2,662,93,0,0,2,0,0,757,109,159,31,51,29,55,40,19,17,16,16,75,77,3,21,2,8,0,4,0,2,10,1,0,1,2,0,3,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportcentrum Vliegende Vaart,0715::SB17,4537 DH,1427,1601,2,2,0,0,4,1382,219,0,0,0,0,0,1605,270,238,134,190,45,121,87,54,57,18,48,68,160,1,51,11,11,0,5,3,0,5,10,0,0,3,2,9,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Goede Herderkerk,0715::SB18,4532 BR,1865,880,3,1,0,0,4,790,90,0,0,0,0,0,884,140,135,97,96,25,41,50,58,29,22,48,11,72,2,25,6,8,0,1,1,1,2,5,2,1,0,0,2,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Oud Gereformeerde Gemeente,0715::SB19,4535 AD,1351,385,2,0,0,0,2,348,37,0,0,0,0,0,387,86,36,32,66,5,35,14,23,10,3,33,3,15,1,13,0,5,0,1,0,0,1,0,0,0,0,0,3,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurthuis De Oudelandse Hoeve,0715::SB20,4536 ES,1672,471,2,4,0,1,0,433,46,1,0,2,0,0,479,67,92,35,26,13,40,42,13,13,5,19,29,36,1,10,3,3,3,2,0,4,2,9,0,1,0,1,2,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurthuis Het Rivierenhuis,0715::SB21,4535 GT,1741,789,1,4,0,0,1,698,95,0,0,0,0,0,794,155,153,62,85,16,46,51,19,15,16,19,11,73,2,40,4,8,0,0,3,4,4,3,0,0,0,0,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Geref. Kerk De Levensbron,0715::SB22,4535 ED,1509,658,1,2,0,0,4,588,69,0,0,0,0,0,661,129,70,79,67,24,20,27,84,10,10,45,4,43,0,19,2,15,0,0,0,0,3,5,1,0,0,0,1,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Toonbeeld,0715::SB23,4532 CP,2112,764,0,1,0,0,5,683,77,0,0,0,0,0,765,135,111,46,107,39,49,44,17,26,6,19,31,74,9,13,3,15,0,4,1,1,0,11,2,1,0,0,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Terpkerk (Othene),0715::SB24,4532 JK,2694,1894,0,5,0,1,7,1649,245,1,0,2,0,0,1901,582,182,167,219,61,85,81,75,54,21,125,16,111,4,49,5,20,3,4,0,1,9,16,1,1,2,0,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis Biervliet,0715::SB25,4521 BK,1201,759,0,1,0,0,3,671,86,0,0,0,0,0,760,158,91,84,68,31,45,51,20,19,9,50,0,61,0,18,2,14,0,2,0,2,2,28,2,0,0,0,2,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Protestantse Gemeente Hoek,0715::SB26,4542 AE,2264,1101,0,2,0,0,2,1015,86,0,0,0,0,0,1103,166,166,85,104,22,77,43,49,24,14,121,1,112,2,34,4,5,0,6,1,3,5,51,2,1,3,0,0,0,,
Middelburg,Terneuzen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MFC Het Stropievat,0715::SB27,4543 CM,2199,1118,1,1,0,0,4,972,145,1,0,1,0,0,1121,192,138,130,74,31,54,40,112,24,10,128,2,79,0,22,5,6,0,1,0,1,0,66,2,0,1,0,0,0,,
