contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Den Helder,Drechterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RK kerk H. Laurentius,0498::SB1,1616 AN,1563,970,4,2,0,0,1,851,124,0,0,0,0,0,976,257,96,101,141,43,53,41,12,34,8,2,2,70,2,48,5,12,2,3,4,2,3,8,4,2,0,0,9,0,6,0,0,,
Den Helder,Drechterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Om de Noord,0498::SB2,1616 PB,2239,1287,3,1,0,1,3,1161,128,0,0,1,0,0,1292,426,107,120,224,51,55,30,5,35,12,3,5,91,3,55,4,24,0,3,0,4,9,16,1,1,1,0,2,0,0,0,0,,
Den Helder,Drechterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bantam,0498::SB3,1616 AN,1161,618,0,3,0,0,2,541,78,0,0,0,0,0,621,171,62,53,96,22,46,23,6,18,2,0,4,48,2,27,7,9,0,1,1,0,6,4,2,0,1,1,5,0,1,0,0,,
Den Helder,Drechterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal Dorpshuis De Schalm,0498::SB4,1617 KC,1527,1056,1,1,0,0,0,984,74,0,0,0,0,0,1058,294,123,133,150,21,50,27,4,35,11,1,1,73,0,50,5,11,0,0,0,1,3,55,1,1,0,2,3,0,0,1,0,,
Den Helder,Drechterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cultureel Centrum Pancratius,0498::SB5,1696 BK,1190,779,0,2,0,0,1,684,96,0,0,0,0,0,781,252,104,77,116,22,31,9,4,18,4,0,1,61,1,31,4,15,0,0,2,2,3,16,0,0,0,0,4,0,1,1,0,,
Den Helder,Drechterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Café De Roode Leeuw,0498::SB6,1606 CZ,1592,1030,3,3,0,5,2,966,73,0,0,5,0,0,1041,303,128,98,107,31,51,39,9,27,9,2,3,95,2,68,0,14,1,4,1,3,1,22,0,2,4,0,2,0,2,2,0,,
Den Helder,Drechterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau NH kerk Venhuizen,0498::SB7,1606 AP,1672,1187,0,0,0,10,3,1065,109,0,10,0,0,0,1177,329,125,116,187,34,66,52,10,41,17,4,1,86,0,55,8,20,2,2,1,3,1,19,2,2,0,0,4,0,0,0,0,,
Den Helder,Drechterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine sportpark De Valken,0498::SB8,1607 MT,1202,595,3,1,0,0,2,543,54,0,0,0,0,0,599,184,69,64,68,17,21,14,5,19,11,0,0,55,5,23,0,10,0,0,0,1,2,23,0,1,0,0,1,0,1,1,0,,
Den Helder,Drechterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Wiekslag,0498::SB9,1608 EC,1165,828,2,1,0,0,3,754,74,0,0,0,0,0,831,230,70,80,126,30,46,30,12,38,5,0,0,49,1,36,4,23,0,3,0,0,6,30,1,0,0,0,4,0,2,1,1,,
Den Helder,Drechterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Dregt,0498::SB10,1697 KG,714,523,0,1,0,0,0,478,46,0,0,0,0,0,524,134,33,44,91,40,23,18,0,42,4,1,0,35,0,10,2,13,0,0,1,1,0,24,2,0,0,0,3,0,2,0,0,,
