contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Haarlem,Wijdemeren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Hervormde Kerk, 17 maart 2021",1696::SB1,1243 JG,1260,845,0,1,0,0,1,778,68,0,0,1,0,0,847,250,77,46,178,48,30,24,14,36,6,7,1,39,3,39,2,29,0,2,0,2,1,5,3,0,1,2,0,0,0,0,,
Haarlem,Wijdemeren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Cultureel Centrum De Blinker, 17 maart 2021",1696::SB2,1241 BG,1402,1161,1,1,0,0,1,1055,107,0,0,0,0,0,1163,321,133,99,210,61,45,56,45,25,3,3,4,59,5,33,8,26,0,3,2,0,8,5,0,2,0,4,0,1,0,0,,
Haarlem,Wijdemeren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Parochiezaal ’t Achterom,1696::SB3,,1149,272,1,0,0,0,0,255,18,0,0,0,0,0,273,83,21,20,39,17,13,15,10,12,1,5,1,13,2,8,3,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,
Haarlem,Wijdemeren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sporthal De Fuik (A), 17 maart 2021",1696::SB4,1241 HD,1250,862,2,1,0,3,1,809,58,0,0,3,0,0,868,250,82,90,157,38,31,22,17,38,5,5,4,56,2,21,3,17,0,3,0,3,5,9,1,1,0,1,0,0,0,1,,
Haarlem,Wijdemeren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Ottenhome,17 maart 2021",1696::SB5,1241 NC,670,355,3,0,0,0,3,306,49,0,0,0,0,0,358,127,29,32,57,9,8,12,6,18,0,6,0,15,0,14,0,14,0,1,0,0,1,6,0,0,0,0,0,0,0,0,,
Haarlem,Wijdemeren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau A.S.V. sportcomplex, 17 maart 2021",1696::SB6,1244 PK,1344,828,0,1,0,0,1,738,92,0,0,2,0,0,831,260,90,81,134,38,24,26,10,48,3,3,1,30,2,21,2,30,0,3,0,2,2,14,0,0,0,1,0,0,2,1,,
Haarlem,Wijdemeren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gemeentehuis Wijdemeren, 17 maart 2021",1696::SB7,1231 KB,1759,1217,1,1,0,0,4,1121,95,0,0,1,0,0,1220,402,92,76,229,55,39,32,41,59,6,18,3,65,8,43,5,25,1,0,1,0,6,3,1,0,2,4,0,1,0,0,,
Haarlem,Wijdemeren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau De Emtinckhof, 17 maart 2021",1696::SB8,1231 BG,1492,1058,0,2,0,0,2,942,118,0,0,2,0,0,1062,338,89,97,178,42,51,32,27,45,8,8,3,50,4,42,4,12,0,3,0,1,7,11,1,0,0,4,0,0,1,0,,
Haarlem,Wijdemeren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Finley, 17 maart 2021",1696::SB9,1231 LG,1011,541,0,1,0,0,5,475,62,0,0,0,0,0,542,256,44,33,76,7,11,3,6,15,3,7,0,39,3,16,1,12,0,0,0,1,2,6,0,0,0,0,0,0,0,0,,
Haarlem,Wijdemeren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Bibliotheek Gooi en Meer, 17 maart 2021",1696::SB10,1231 TT,1532,1062,1,1,0,0,4,950,109,0,1,0,0,0,1063,311,125,100,183,39,38,27,38,47,6,8,9,40,3,39,3,24,4,2,0,2,1,2,3,0,0,6,0,2,0,0,,
Haarlem,Wijdemeren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Catamaran, 17 maart 2021",1696::SB11,1231 PR,1399,929,2,5,0,0,3,833,100,0,0,0,0,0,936,360,99,61,147,27,24,10,17,40,12,7,0,72,2,24,0,14,0,0,0,0,0,4,1,0,0,5,1,2,0,0,,
Haarlem,Wijdemeren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Kantine VV Nederhorst, 17 maart 2021",1696::SB12,1394 JR,1266,870,1,0,0,0,1,783,89,0,0,2,0,0,873,259,102,65,135,36,34,35,8,24,8,2,2,61,3,30,5,33,0,2,1,0,2,19,2,0,0,2,0,0,0,0,,
