contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Zwolle,Raalte,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis raadzaal,0177::SB10,8101 AC,0,957,1,4,0,2,1,893,70,0,0,2,0,0,964,288,116,116,135,40,60,36,3,10,4,0,4,38,4,28,4,21,0,0,1,1,5,37,1,1,0,0,4,0,0,0,0,,
Zwolle,Raalte,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis trouwzaal,0177::SB11,8101 AC,0,949,3,2,0,0,4,863,87,0,0,0,0,0,954,273,96,98,166,24,66,39,15,23,4,1,13,41,0,24,3,14,0,1,0,1,5,37,0,0,0,0,4,0,1,0,0,,
Zwolle,Raalte,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Swaenewoerd,0177::SB20,8102 BE,0,6,1,0,0,0,0,7,0,0,0,0,0,0,7,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Zwolle,Raalte,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Spelzaal Kwintijn,0177::SB30,8101 EK,0,1045,0,3,0,0,0,951,97,0,0,0,0,0,1048,290,114,116,139,40,87,30,12,20,12,5,22,56,5,24,3,13,2,3,0,0,3,44,0,1,1,0,2,0,1,0,0,,
Zwolle,Raalte,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Lierderholthuis,0177::SB40,8144 RG,0,361,1,0,0,0,0,334,28,0,0,0,0,0,362,89,24,65,48,16,16,18,8,9,2,0,0,16,0,16,0,5,0,2,0,0,1,25,1,0,0,0,0,0,0,0,0,,
Zwolle,Raalte,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tent Raalte Zuid,0177::SB50,8102 KE,0,971,1,4,0,1,3,918,56,0,0,1,0,0,977,268,71,165,179,46,47,46,15,24,1,1,6,28,0,25,0,12,0,0,1,1,0,32,0,0,0,0,0,0,3,0,0,,
Zwolle,Raalte,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Helpende Handen,0177::SB70,8101 PP,0,1047,3,2,0,0,2,959,91,0,0,0,0,0,1052,246,96,115,163,35,94,56,12,28,9,3,30,63,6,31,0,8,5,2,3,1,4,29,1,0,1,0,4,0,2,0,0,,
Zwolle,Raalte,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hotel Inn Salland,0177::SB80,8101 AB,0,543,0,1,0,0,1,491,52,0,0,0,0,0,544,146,59,65,78,17,45,12,8,11,10,2,0,24,2,13,0,11,0,3,0,1,1,34,0,0,0,0,1,0,0,0,0,,
Zwolle,Raalte,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal het Raan,0177::SB90,8103 EH,0,1629,1,4,0,0,4,1509,125,0,0,4,0,0,1638,498,114,216,312,47,117,71,12,30,18,2,1,52,2,46,4,22,1,1,1,2,2,43,3,2,0,0,9,0,1,0,0,,
Zwolle,Raalte,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Noaber/Schuilenburg,0177::SB100,8103 RB,0,15,0,0,0,0,0,14,1,0,0,0,0,0,15,4,1,1,1,2,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
