contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,Bernheze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gemeentehuis, De Misse 6, Heesch",1721::SB1,5384 BZ,1500,1040,4,5,0,1,2,919,129,0,0,1,0,0,1050,304,117,81,142,52,113,42,2,26,9,0,12,70,4,22,10,15,1,2,0,1,2,10,0,0,0,0,2,1,0,0,,
's-Hertogenbosch,Bernheze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cultureel Centrum De Pas,1721::SB2,5384 BZ,1000,1464,4,0,0,0,1,1307,160,0,0,0,0,0,1468,478,149,125,248,52,113,46,9,25,20,4,14,79,1,36,7,29,0,3,1,4,3,8,1,0,0,0,4,0,0,5,,
's-Hertogenbosch,Bernheze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal 't Tunneke,1721::SB3,5384 ME,1000,1105,0,1,0,0,2,974,130,0,0,0,0,0,1106,401,133,125,131,29,69,21,6,28,15,0,6,56,2,39,1,16,1,2,1,3,2,8,1,0,0,0,7,0,0,2,,
's-Hertogenbosch,Bernheze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal 't Vijfeiken 1,1721::SB4,5384 ER,1000,705,0,2,0,1,1,626,81,0,0,1,0,0,708,212,118,76,97,16,69,15,6,10,4,0,0,28,0,21,2,11,0,1,0,0,3,12,1,0,0,0,2,0,0,1,,
's-Hertogenbosch,Bernheze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal 't Vijfeiken 2,1721::SB5,5384 ER,1000,671,0,2,0,1,2,597,75,0,0,1,0,0,674,219,95,48,103,19,68,16,4,19,8,0,0,30,2,21,1,7,1,1,0,0,0,7,0,0,0,0,0,1,0,1,,
's-Hertogenbosch,Bernheze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal Lindershof 1,1721::SB6,5384 BR,1000,668,0,1,0,0,1,606,62,0,0,0,0,0,669,201,89,50,101,21,78,15,1,13,4,0,0,33,0,31,4,15,1,3,0,0,0,3,2,0,0,0,3,0,0,0,,
's-Hertogenbosch,Bernheze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal Lindershof 2,1721::SB7,5384 BR,1000,711,2,1,0,0,0,636,78,0,0,0,0,0,714,200,80,61,99,15,111,28,3,6,8,1,3,32,0,26,3,10,5,3,1,1,2,9,0,0,0,0,2,1,0,1,,
's-Hertogenbosch,Bernheze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cultureel Centrum Nesterlé,1721::SB8,5388 HS,1000,1003,2,0,0,1,1,901,104,0,0,1,0,0,1006,292,119,110,161,31,83,26,8,16,8,2,1,67,0,24,3,20,0,4,1,4,6,10,0,0,5,0,1,1,0,0,,
's-Hertogenbosch,Bernheze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Overbeek 1,1721::SB9,5388 EL,1000,586,1,0,0,0,2,512,73,0,0,0,0,0,587,223,58,58,81,13,40,27,1,13,7,2,0,27,1,13,2,7,0,0,0,1,0,8,0,1,2,0,0,1,0,0,,
's-Hertogenbosch,Bernheze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Overbeek 2,1721::SB10,5388 EL,1000,591,1,1,0,0,0,527,66,0,0,0,0,0,593,185,58,85,95,25,59,11,2,7,2,0,2,22,0,20,2,7,0,1,0,0,1,4,0,1,0,0,1,1,0,0,,
