contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Sporthal ""de Hullen""",1699::SB1,9301 HX,0,804,1,1,0,1,4,731,72,0,0,1,0,0,807,175,72,59,171,35,49,69,34,30,9,3,0,40,0,29,0,7,0,2,0,1,3,7,1,1,2,0,2,3,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1699::SB2,9301 AA,0,1121,2,1,0,0,9,1028,87,0,0,0,0,0,1124,297,118,72,182,53,58,74,40,52,11,2,1,64,1,29,6,25,0,1,0,0,7,23,1,0,0,0,4,0,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Fletcher Hotel Langewold,1699::SB3,9301 NR,0,1180,4,0,0,0,7,1093,84,0,0,0,0,0,1184,228,147,104,166,55,108,96,59,37,11,8,1,73,2,32,12,18,0,1,1,2,3,9,1,0,0,2,2,2,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bibliotheek Roden,1699::SB4,9301 AH,0,405,1,0,0,0,0,380,26,0,0,0,0,0,406,71,70,35,57,19,51,29,14,15,5,0,2,18,1,7,1,3,1,1,0,0,2,3,0,0,0,0,0,0,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Open Hof,1699::SB5,9301 SJ,0,1230,9,1,1,1,0,1152,86,0,2,0,0,0,1238,180,108,129,205,64,106,107,133,27,8,9,0,66,4,21,10,29,0,1,0,2,0,12,2,1,1,0,4,1,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Dörpshuus NijRoon,1699::SB8,9311 PB,0,1733,0,0,0,1,0,1586,148,0,0,1,0,0,1734,326,149,114,345,125,158,163,89,60,16,7,0,75,2,38,3,32,0,7,1,0,7,8,1,1,0,1,3,2,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine VV Nieuw-Roden,1699::SB9,9311 VA,0,713,2,0,0,0,2,655,58,0,0,0,0,0,715,181,75,61,111,33,58,57,33,17,3,1,1,38,0,11,4,3,0,2,0,1,2,19,0,0,0,0,2,0,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau cafe het Rode Hert,1699::SB10,9315 PB,0,436,1,0,0,0,0,408,29,0,0,0,0,0,437,77,25,25,76,48,14,65,14,23,4,0,0,12,0,11,1,5,0,0,0,0,0,33,1,1,0,0,1,0,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cafe De Waag,1699::SB11,9312 PB,0,569,0,1,0,0,0,533,37,0,0,0,0,0,570,126,42,52,92,40,43,43,30,21,6,5,0,25,0,9,2,10,0,1,0,0,5,16,0,0,0,0,1,0,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't RAShuys,1699::SB12,9305 TG,0,405,0,0,0,1,0,374,32,0,0,1,0,0,406,101,46,32,43,25,30,32,19,18,3,0,0,27,0,7,1,2,0,1,0,1,0,14,0,0,0,0,3,0,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum de Brinkhof,1699::SB13,9331 AA,0,782,4,2,0,0,7,721,60,0,0,0,0,0,788,215,106,63,139,40,32,31,4,33,0,10,0,36,0,22,1,8,0,0,1,0,4,30,0,0,0,0,0,7,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum de Brinkhof,1699::SB14,9331 AA,0,862,1,2,0,0,6,783,76,0,0,0,0,0,865,177,88,63,132,57,65,81,31,46,6,2,0,45,1,18,5,12,0,3,0,1,4,25,0,0,0,0,0,0,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Verenigingsgebouw,1699::SB15,9341 BK,0,695,2,2,0,6,2,655,48,0,0,6,0,0,705,122,58,112,81,32,55,40,21,57,5,4,0,37,0,17,2,14,0,2,1,1,3,30,0,0,1,0,0,0,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau MFA ""de Schans""",1699::SB16,9342 PH,0,608,1,1,0,11,2,539,58,0,11,0,0,0,599,108,74,66,65,40,26,31,30,28,4,8,0,48,3,16,4,6,0,3,0,0,0,45,2,0,0,0,1,0,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Peize,1699::SB17,9321 CL,0,1049,0,0,0,0,1,960,88,0,0,0,0,0,1049,190,87,43,258,95,66,101,18,55,5,1,2,35,3,13,2,42,0,3,0,0,6,18,1,1,1,0,2,1,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Peize,1699::SB18,9321 BN,0,982,3,2,0,2,1,906,78,0,2,0,0,0,985,179,81,41,217,104,60,75,32,54,12,5,0,49,2,15,5,22,0,2,0,2,4,18,1,0,0,0,0,2,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Altena,1699::SB19,9321 XG,0,462,0,0,0,0,1,436,25,0,0,0,0,0,462,92,73,20,75,28,25,37,10,20,3,5,0,20,1,10,2,10,0,0,0,1,2,27,0,0,0,0,1,0,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Verzorgingscentrum ""de Hullen""",1699::SB20,9301 HW,0,24,0,0,0,0,0,23,1,0,0,0,0,0,24,5,2,5,4,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verzorgingscentrum De Hoprank,1699::SB21,9321 CL,0,10,0,0,0,0,0,10,0,0,0,0,0,0,10,2,4,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Woonzorgcentrum Noorderkroon,1699::SB22,9301 JV,0,69,1,0,0,0,0,64,6,0,0,0,0,0,70,18,6,8,8,4,7,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Assen,Noordenveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Woonzorg ""de Garve""",1699::SB23,9331 MA,0,29,1,0,0,0,0,29,1,0,0,0,0,0,30,3,2,2,3,1,2,9,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
