contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Nijmegen,Neder-Betuwe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Opheusden,1740::SB1,4043 KM,1367,1610,1,2,0,0,3,1233,377,0,0,0,0,0,1613,158,135,81,45,17,34,28,64,8,5,875,1,90,2,23,2,9,7,2,2,3,3,10,0,0,4,2,0,0,0,,
Nijmegen,Neder-Betuwe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Biezenwei,1740::SB2,4043 NM,1439,774,0,2,0,0,1,610,165,0,0,0,0,0,776,83,100,38,16,3,24,19,31,9,6,373,1,51,0,9,1,3,0,0,0,0,0,0,2,0,2,1,2,0,0,,
Nijmegen,Neder-Betuwe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Biezenwei,1740::SB3,4043 NM,1610,735,1,6,0,0,0,587,155,0,0,0,0,0,742,53,64,35,20,4,17,13,26,3,3,411,0,48,0,14,2,0,2,3,1,1,0,4,1,0,5,4,1,0,0,,
Nijmegen,Neder-Betuwe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Leede,1740::SB4,4041 JB,1597,717,0,2,0,1,1,597,122,0,0,1,0,0,720,99,54,53,41,7,18,14,24,4,1,322,2,38,1,20,5,3,2,1,0,0,0,4,1,0,0,1,2,0,0,,
Nijmegen,Neder-Betuwe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ons Dorpshuis Kesteren,1740::SB16,4041 XE,1320,1850,2,2,0,0,3,1533,318,0,0,0,0,0,1854,311,182,142,100,32,53,66,106,14,11,622,14,121,0,32,5,10,1,1,0,3,1,14,1,1,2,2,2,0,1,,
Nijmegen,Neder-Betuwe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Linie,1740::SB17,4051 BP,1996,903,0,3,0,0,3,745,158,0,0,0,0,0,906,169,104,91,44,18,25,21,67,12,7,274,1,44,0,7,2,4,0,1,0,0,0,9,1,0,0,1,1,0,0,,
Nijmegen,Neder-Betuwe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Ochten,1740::SB18,4051 AX,1682,1193,0,3,0,0,2,983,212,0,0,1,0,1,1197,208,182,95,52,14,38,43,98,14,6,307,2,83,1,15,1,11,0,0,0,0,2,11,0,0,1,5,4,0,0,,
Nijmegen,Neder-Betuwe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Ons Tehuis IJzendoorn,1740::SB19,4053 JN,869,667,0,0,0,0,0,573,94,0,0,0,0,0,667,129,103,25,40,16,35,28,31,19,8,151,1,40,2,20,2,4,0,1,0,1,0,9,0,0,0,0,1,0,1,,
Nijmegen,Neder-Betuwe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Hoge Hof Echteld,1740::SB20,4054 MX,828,643,0,1,0,0,0,556,88,0,0,0,0,0,644,194,88,72,50,12,20,20,8,13,7,72,1,41,2,19,0,4,1,1,0,0,4,10,1,0,0,0,3,0,0,,
Nijmegen,Neder-Betuwe,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Eng,1740::SB21,6669 CE,1658,1014,0,0,0,1,0,858,155,0,1,0,0,0,1013,186,160,87,79,20,46,50,54,25,8,168,1,57,1,31,2,13,0,2,0,0,2,16,0,2,0,0,2,0,2,,
