contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Wij zijn Nederland,Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Dordrecht,Ridderkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0597::SB1,2981 EA,1143,1501,4,11,0,2,2,1343,169,0,2,0,0,0,1514,251,200,59,161,63,78,64,77,43,19,102,91,146,16,52,12,20,22,1,1,3,3,3,5,1,5,0,2,1,0,,
Dordrecht,Ridderkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sint Jorisparochie,0597::SB2,2982 PE,1092,664,1,1,0,1,0,601,66,0,0,1,0,0,667,91,129,32,61,22,58,20,23,18,6,46,27,80,5,24,5,3,3,2,0,0,2,2,0,0,1,2,2,0,0,,
Dordrecht,Ridderkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gasterij de Ontmoeting,0597::SB4,2982 BD,1213,587,1,1,0,0,1,535,53,0,0,0,0,0,589,76,73,53,54,10,45,40,36,9,7,88,14,31,5,29,0,9,2,0,0,0,4,1,1,0,0,0,0,0,0,,
Dordrecht,Ridderkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Wissel,0597::SB5,2982 CM,1228,330,0,0,0,0,1,294,35,0,0,0,0,0,330,68,48,19,35,19,16,20,21,13,4,14,2,22,4,11,2,6,3,0,0,0,2,1,0,0,0,0,0,0,0,,
Dordrecht,Ridderkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerk de Levensbron,0597::SB6,2985 BV,2255,1261,0,3,0,2,1,1084,177,0,2,0,0,0,1262,251,168,91,116,25,53,39,110,44,16,158,30,75,9,47,2,10,3,0,0,0,4,3,0,3,2,2,0,0,0,,
Dordrecht,Ridderkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal P.C. Hooftstraat,0597::SB7,2985 BK,1394,279,0,2,0,0,2,245,34,0,0,0,0,0,281,63,30,10,32,14,23,12,18,6,5,22,10,14,0,11,3,2,1,0,0,0,3,0,0,0,0,0,0,0,0,,
Dordrecht,Ridderkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Trefpunt Oost,0597::SB8,2985 CG,1655,1205,2,1,0,0,0,1086,122,0,0,0,0,0,1208,279,174,76,90,36,55,41,73,40,12,112,33,93,6,41,7,9,10,1,1,2,3,4,4,2,0,1,0,0,0,,
Dordrecht,Ridderkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wilhelminakerk,0597::SB9,2983 SH,1507,654,0,1,0,0,2,589,64,0,0,0,0,0,655,116,127,55,55,10,30,18,52,18,6,60,6,55,2,26,6,5,2,1,0,1,1,0,1,0,1,0,0,0,0,,
Dordrecht,Ridderkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau WVC Slikkerveer,0597::SB10,2983 AT,962,782,3,1,0,0,1,698,87,0,0,0,0,0,786,144,123,34,96,22,42,30,36,27,8,59,16,76,10,41,2,5,4,0,0,0,1,3,0,3,0,0,0,0,0,,
Dordrecht,Ridderkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Muziekvereniging Harmonie Slikkerveer,0597::SB11,2983 CL,1239,1197,2,2,0,0,1,1078,125,0,0,3,0,0,1204,284,176,61,138,34,64,25,88,33,16,77,15,67,5,69,9,15,5,2,0,2,7,1,1,1,1,0,0,1,0,,
