contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Cultuurgebouw Zinder,0281::SB1,4001 JR,0,428,1,2,0,1,0,383,49,0,0,1,0,0,432,99,41,54,67,13,35,33,12,21,7,1,9,17,1,9,2,1,1,0,0,0,1,2,1,1,0,0,0,0,0,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Restaurant de Betuwe,0281::SB2,4004 JB,0,304,0,1,0,1,0,270,36,0,0,1,0,0,306,87,75,24,15,3,27,30,5,4,3,2,5,10,0,7,2,0,0,0,1,0,0,2,0,0,1,0,0,0,1,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Centrum Westroyen,0281::SB3,4003 AL,0,399,0,1,3,0,1,353,49,0,0,3,0,0,403,91,60,41,43,14,32,44,9,13,10,0,10,13,0,9,0,3,2,0,0,0,1,1,0,1,1,1,0,0,0,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wielersportcentrum de Betuwe,0281::SB4,4006 MC,0,498,1,1,0,1,1,446,54,0,0,1,0,0,501,131,64,51,62,28,44,59,8,7,7,4,2,9,0,14,0,5,0,0,0,0,1,0,1,0,0,1,0,0,0,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Cultuurgebouw Zinder,0281::SB5,4001 JR,0,433,2,2,0,0,0,384,53,0,0,0,0,0,437,91,59,19,53,22,30,33,6,22,10,2,33,24,0,11,0,8,1,1,0,2,0,3,0,1,1,0,0,0,1,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Restaurant de Betuwe,0281::SB6,4004 JB,0,338,0,0,0,1,0,289,48,0,1,0,0,0,337,84,92,15,32,3,17,20,6,10,5,1,6,27,2,10,0,1,2,0,0,0,0,3,0,0,0,1,0,1,0,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Centrum Westroyen,0281::SB7,4003 AL,0,505,0,0,0,0,4,422,79,0,0,0,0,0,505,84,62,31,55,17,54,74,15,12,9,2,42,22,1,8,6,3,2,0,0,1,0,0,0,0,2,0,1,0,2,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wielersportcentrum de Betuwe,0281::SB8,4006 MC,0,490,1,1,0,0,1,424,67,0,0,0,0,0,492,143,89,42,45,15,34,33,12,16,13,1,2,13,0,19,1,9,0,1,0,0,1,1,0,0,0,0,0,0,0,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Cultuurgebouw Zinder,0281::SB9,4001 JR,2040,1242,1,1,0,0,5,1131,107,0,1,0,1,0,1243,239,180,51,176,58,81,58,19,76,12,6,41,102,7,36,12,43,9,6,1,2,2,2,4,2,4,0,5,0,8,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Verenigingsgebouw AVGN,0281::SB10,4001 WJ,1518,917,1,4,0,0,0,817,105,0,0,0,0,0,922,192,123,54,136,42,51,57,19,39,11,2,43,72,4,22,12,20,3,1,1,4,3,1,1,0,1,0,2,1,0,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Verenigingsgebouw KTVM,0281::SB11,4001 HZ,1894,908,3,1,0,0,2,801,109,0,0,0,0,0,912,154,197,25,89,32,64,50,15,28,10,6,79,80,2,27,6,15,5,1,1,2,4,2,4,0,0,1,6,2,1,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Centrum Oosthonk,0281::SB12,4005 VR,1789,1160,1,4,0,0,1,973,190,0,1,0,1,0,1164,257,216,60,130,38,57,35,14,35,8,3,123,101,5,29,10,11,0,4,3,2,2,4,3,0,1,1,6,0,2,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Vier Gravinnen,0281::SB13,4001 RZ,2136,942,0,5,0,0,1,785,161,0,0,0,0,0,947,140,127,43,114,29,63,57,30,36,13,5,148,48,9,27,3,8,14,2,0,2,3,3,0,0,10,1,4,3,0,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Restaurant de Betuwe,0281::SB14,4004 JB,1859,996,0,7,0,1,2,857,145,0,0,1,0,0,1004,246,220,35,91,24,55,33,11,15,16,4,70,103,3,19,9,14,8,3,2,0,1,3,0,0,0,0,5,4,2,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Betuwe Sporthal,0281::SB15,4006 AJ,2138,995,2,8,0,0,0,808,197,0,0,0,0,0,1005,111,131,31,88,48,78,47,22,36,11,6,194,63,10,19,13,18,39,3,0,3,2,4,4,4,0,5,4,0,1,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Activiteitengebouw kerk Wadenoijen,0281::SB16,4014 MB,1522,1057,1,2,0,0,1,918,143,2,0,2,0,0,1062,317,155,87,122,31,32,30,23,32,12,60,0,52,2,43,5,26,0,0,0,2,1,18,1,0,0,0,3,2,1,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Drumptse Hof,0281::SB17,4003 GA,1626,1327,2,9,0,0,1,1204,133,0,0,0,0,0,1338,403,129,112,183,70,63,84,28,45,16,4,13,80,4,22,8,30,1,1,0,2,9,6,2,1,2,0,4,4,1,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wielersportcentrum de Betuwe,0281::SB18,4006 MC,2229,1234,3,4,0,0,5,1063,173,0,0,0,0,0,1241,318,165,72,186,63,87,51,25,40,12,12,16,90,0,46,9,14,0,1,0,0,14,5,3,1,0,0,3,1,0,,
Nijmegen,Tiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Centrum Westroyen,0281::SB19,4003 AL,1556,733,0,1,0,0,0,644,90,0,0,0,0,0,734,159,104,31,101,42,51,35,16,39,8,4,22,56,3,15,11,16,5,1,0,2,3,1,0,1,2,0,3,2,0,,
