contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Stadhuis, Merretkamer",0935::SB1,6211 CL,86680,1448,3,2,0,0,37,1329,88,1,0,1,0,0,1454,243,53,68,423,164,62,89,11,92,5,2,6,60,28,20,1,99,0,5,3,4,3,0,1,0,0,2,4,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gebouw Rijkswaterstaat,0935::SB2,6221 KV,0,759,0,2,0,0,5,696,64,4,0,4,0,0,765,195,52,57,192,52,28,43,9,28,3,1,5,25,6,12,0,44,0,1,0,2,2,1,0,0,0,0,1,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Theater aan het Vrijthof,0935::SB3,6211 LE,0,1332,3,3,0,2,44,1193,103,0,0,2,0,0,1340,245,67,54,356,140,55,72,22,66,4,2,6,44,46,27,4,110,1,2,0,2,3,1,2,0,0,1,0,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Muziekschool Kumulus,0935::SB4,6221 BA,0,1169,1,1,0,1,9,1082,81,0,0,1,0,0,1172,192,79,53,323,109,52,68,5,76,10,2,16,57,17,22,0,67,1,8,2,4,3,1,0,1,0,0,1,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Showroom Garage Bollen,0935::SB5,6211 NJ,0,646,4,1,0,1,5,591,56,0,0,1,0,0,652,126,37,35,170,55,16,44,8,31,3,1,0,25,18,9,0,58,0,3,1,2,0,0,1,0,0,1,1,0,1,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Verenigingszaal Circolo Sardegna,0935::SB6,6224 BE,0,634,1,3,0,0,3,582,53,0,0,0,0,0,638,57,128,26,64,27,70,49,6,49,9,0,21,67,9,6,0,28,8,3,0,1,1,0,0,0,0,2,1,1,1,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kumulus West,0935::SB7,6211 RB,0,1084,8,1,0,2,8,1003,84,0,0,2,0,0,1095,117,65,43,270,141,60,96,7,88,3,4,5,52,15,13,1,84,2,4,2,1,6,3,1,0,0,0,1,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau NS Centraal Station,0935::SB8,6221 BT,0,1076,2,1,0,0,14,996,69,0,0,0,0,0,1079,182,56,50,301,116,37,82,4,60,2,1,6,35,26,15,2,77,0,4,3,4,6,1,2,0,0,0,2,0,2,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Universiteit Maastricht, Kruithuis",0935::SB9,6211 LM,0,494,0,1,0,0,10,442,43,0,0,0,0,0,495,134,31,28,137,36,15,45,7,16,2,0,1,7,4,8,0,19,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Coffeelovers de Annex,0935::SB10,6221 JP,0,1106,7,3,0,0,16,1040,60,0,0,0,0,0,1116,224,45,61,334,83,46,64,7,63,2,0,2,43,11,25,2,73,0,4,1,4,5,0,3,0,0,2,2,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Regionaal Historisch Centrum Limburg,0935::SB11,6211 JM,0,648,4,1,0,0,6,614,33,0,0,0,0,0,653,127,23,42,185,49,27,46,5,41,2,0,1,20,12,6,1,55,1,1,1,0,2,0,0,1,0,0,0,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkcombinatiegebouw La Bellettsa,0935::SB12,6221 SZ,0,1007,4,6,0,0,4,905,108,0,0,0,0,0,1017,103,238,36,158,67,75,83,8,48,11,0,25,73,7,14,4,32,10,0,0,6,5,1,1,0,0,1,1,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtcentrum Sint Pieter,0935::SB13,6212 BT,0,837,2,1,0,0,5,764,71,0,0,0,0,0,840,222,23,51,257,61,29,51,6,41,2,7,0,21,2,13,0,39,0,3,1,0,4,0,2,0,0,1,1,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Provincie Limburg (het LAB ingang parkeerdek),0935::SB14,6229 GA,0,673,3,2,0,0,4,613,61,0,0,0,0,0,678,118,45,34,162,56,39,58,9,44,14,0,3,28,9,12,0,33,0,0,2,1,3,0,2,0,1,0,0,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Scoutinggebouw Sint Gerlach,0935::SB15,6212 AJ,0,586,0,0,0,0,3,580,3,0,0,0,0,0,586,137,26,33,174,55,15,49,6,31,2,0,0,11,3,10,2,24,0,0,0,1,6,0,0,0,0,0,0,0,1,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stichting Moetiara Maloekoe,0935::SB16,6227 RJ,0,883,0,0,0,2,6,775,104,0,0,2,0,0,885,118,188,44,112,50,89,89,11,49,8,4,6,61,3,15,3,20,0,4,1,0,2,1,0,0,3,2,0,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportcafé Jekerdal,0935::SB17,6212 XK,0,627,2,0,0,0,60,564,5,0,0,0,0,0,629,110,34,26,180,69,31,47,6,42,3,0,2,21,0,10,0,38,0,2,1,1,2,1,1,0,0,0,0,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Heer,0935::SB18,6227 VA,0,591,1,2,0,0,2,523,69,0,0,0,0,0,594,154,86,49,102,36,37,39,1,21,9,1,0,31,2,7,3,9,0,0,0,1,0,0,2,1,0,0,0,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Athos,0935::SB19,6213 CD,0,758,0,0,0,1,4,707,46,0,1,0,0,0,757,175,25,66,205,61,27,58,10,42,2,0,2,19,5,10,0,43,0,3,0,2,2,0,0,0,0,1,0,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Hotel van der Valk,0935::SB20,6227 AL,0,992,0,0,0,0,4,910,78,0,0,0,0,0,992,169,138,52,193,83,70,79,11,40,15,1,1,66,6,19,3,29,0,2,1,2,3,2,0,0,0,5,1,0,1,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Harmoniezaal 'De Greune',0935::SB21,6215 AC,0,533,4,1,0,0,2,482,55,0,0,1,0,0,539,136,44,39,135,30,21,36,2,23,3,0,1,19,1,9,0,26,0,0,1,1,0,0,1,0,0,4,1,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeenschapshuis Aen de Wan,0935::SB22,6227 BZ,0,1326,3,4,0,1,4,1188,140,0,1,0,0,0,1332,241,203,86,217,94,82,120,10,69,22,0,7,79,4,17,0,30,0,4,0,2,11,4,8,4,1,6,2,1,2,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Stembureau Zaal Aajd Vroenhoven, Harmonie Wilhelmina Wolder",0935::SB23,6215 AE,0,592,2,1,0,0,5,532,58,0,0,0,0,0,595,151,57,51,95,34,29,65,3,25,9,1,1,16,5,10,1,25,0,5,0,1,3,0,1,0,0,1,1,0,2,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Basisschool Anne Frank,0935::SB24,6229 AV,0,1224,1,0,0,0,8,1120,97,0,0,0,0,0,1225,221,122,88,233,110,83,120,15,60,10,1,4,72,10,20,3,34,0,0,0,4,4,3,1,0,1,3,0,0,1,1,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal Daalhof 1,0935::SB25,6215 JC,0,907,1,0,0,0,1,790,117,0,0,0,0,0,908,185,190,46,97,43,75,75,0,25,20,0,8,86,4,30,1,9,0,4,0,0,3,2,1,0,0,2,0,0,1,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeenschapshuis De Klaekeburg,0935::SB26,6229 VN,0,1152,1,3,0,1,1,1013,141,0,1,0,0,0,1155,198,236,57,191,67,71,108,10,47,14,2,7,80,4,18,5,20,2,1,1,2,2,0,1,1,1,4,1,0,1,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtcentrum Atrium,0935::SB27,6215 SW,0,1439,5,2,0,0,4,1253,189,0,0,0,0,0,1446,238,362,70,107,69,133,129,7,54,37,1,11,136,5,26,8,18,2,1,1,1,5,3,3,1,2,7,1,0,1,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtcentrum De Boeckel,0935::SB28,6228 DN,0,1029,1,5,0,0,2,928,105,0,0,0,0,0,1035,113,234,44,109,78,90,82,13,48,23,1,11,111,10,13,4,23,2,3,1,3,1,2,0,1,0,4,2,0,3,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Bejaardensociëteit Belfort,0935::SB29,6216 PS,0,703,1,1,0,0,2,642,61,0,0,0,0,0,705,129,121,45,107,23,63,66,7,28,12,0,6,58,4,15,1,12,1,0,0,1,0,3,0,0,0,0,0,0,0,1,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau vm. Basisschool de Kring,0935::SB30,6228 GC,0,866,1,1,0,0,3,786,79,0,0,0,0,0,868,141,137,53,135,77,60,87,10,26,13,4,1,57,7,12,3,21,0,3,0,2,0,3,4,1,0,6,3,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal Daalhof 2,0935::SB31,6215 JC,0,1085,1,6,0,2,4,962,130,0,0,4,0,2,1096,217,238,53,130,48,77,70,3,38,26,0,6,87,4,41,4,19,0,1,2,2,4,2,1,1,0,6,1,1,3,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Harmoniezaal Kon. Harmonie Heer,0935::SB32,6226 GP,0,1120,4,6,0,1,7,1025,97,0,1,0,0,0,1129,246,101,47,276,100,64,84,8,37,8,1,8,47,3,18,1,53,2,6,1,2,4,2,0,0,0,0,0,0,1,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtcentrum Mariaberg,0935::SB33,6214 SW,0,796,1,3,0,0,2,713,85,0,0,0,0,0,800,84,238,18,84,56,60,56,7,48,9,2,11,77,4,4,2,16,5,3,1,1,3,0,1,2,1,0,2,0,1,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Novo college,0935::SB34,6226 NK,0,779,2,1,0,0,2,709,72,0,0,1,0,0,783,175,56,59,199,82,34,44,5,29,14,0,1,27,2,11,2,22,0,2,3,2,3,2,0,1,0,0,3,0,1,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Flat Elisabeth Gruytersstraat,0935::SB35,6216 EN,0,795,1,1,0,0,0,731,66,0,0,0,0,0,797,171,122,59,120,49,50,84,6,25,15,0,0,34,5,19,6,13,0,1,2,0,6,0,2,0,0,4,1,0,1,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau voormalig schoolgebouw Hunnenweg,0935::SB36,6224 JP,0,881,2,0,0,0,9,828,46,0,0,0,0,0,883,144,52,46,243,104,39,57,5,50,1,1,7,24,15,20,1,62,1,0,0,5,0,1,0,0,0,0,1,1,1,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gebouw LEF-team,0935::SB37,6214 AX,0,836,1,4,0,0,1,765,75,0,0,0,0,0,841,87,188,24,146,63,65,56,13,64,6,0,11,53,10,8,0,25,3,3,0,1,4,0,0,0,0,5,1,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Trefcentrum Wittevrouwenveld,0935::SB38,6224 GK,0,984,0,7,0,1,4,879,107,0,1,0,0,0,990,83,286,33,121,59,53,70,3,48,15,1,27,104,9,14,6,30,2,1,0,5,1,0,1,0,0,7,4,0,1,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Maris Stella,0935::SB40,6226 XZ,0,603,1,11,0,0,4,523,88,0,0,0,0,0,615,48,203,16,39,29,43,36,2,22,9,0,34,72,2,16,2,12,7,1,2,0,1,0,1,0,0,6,0,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Zaaltje St. Annakerk,0935::SB41,6217 JJ,0,920,2,4,0,1,5,846,76,0,0,1,0,0,927,126,147,55,170,84,63,86,3,40,9,0,20,36,13,12,3,37,6,4,2,1,3,0,0,0,0,0,0,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Scouting Amby,0935::SB42,6225 JM,0,873,0,1,0,0,3,781,90,0,0,0,0,0,874,231,110,46,169,37,58,82,11,18,26,2,0,25,5,19,3,23,0,0,0,2,3,1,1,0,0,0,0,0,1,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Buurtcentrum De Romein,0935::SB43,6216 VG,0,787,0,4,0,0,5,685,101,0,0,0,0,0,791,89,251,21,52,39,50,58,2,31,11,0,37,101,6,7,1,12,14,0,0,1,1,1,0,0,0,0,2,0,0,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Café-zaal De Kardinaal,0935::SB44,6225 AE,0,911,2,1,0,0,3,814,97,0,0,0,0,0,914,180,152,59,149,42,76,75,4,32,14,2,3,66,0,22,3,17,0,1,1,3,2,0,0,1,0,4,0,1,2,0,,
Maastricht,Maastricht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Bibliotheeksteunpunt Malpertuis,0935::SB45,6217 CG,0,775,1,2,0,0,2,664,112,0,0,0,0,0,778,70,237,15,57,21,72,61,6,19,6,1,70,76,9,11,2,12,11,4,0,5,0,4,0,0,0,5,1,0,0,0,,
