contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau WIJKHUIS BREDE SCHOOL DE FONKEL,0794::SB102,5701 VL,2956,1606,5,10,0,0,4,1356,261,0,0,0,0,0,1621,154,281,59,130,74,149,66,10,42,10,3,330,175,6,22,7,21,44,4,0,3,9,2,0,0,0,1,2,2,0,0,,
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau VALKENNEST (BETHLEHEMKERK),0794::SB104,5702 PJ,1309,522,0,2,0,0,0,454,70,0,0,0,0,0,524,76,115,27,54,22,60,17,7,26,5,1,19,54,1,7,12,4,5,0,0,2,4,1,1,0,0,0,1,0,0,1,,
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau ROC TER AA,0794::SB106,5702 NR,2669,856,1,5,0,0,0,777,85,0,0,0,0,0,862,135,181,35,97,49,86,40,4,31,6,0,74,57,4,15,7,17,5,3,0,4,2,2,0,0,0,0,0,1,1,0,,
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau GYMZAAL DE FONKEL (INGANG DASSTRAAT),0794::SB107,5701 VE,1890,692,0,3,0,0,1,578,116,0,0,0,0,0,695,84,93,18,67,21,67,30,4,20,6,0,141,70,7,12,6,17,24,0,0,0,1,1,0,1,1,0,0,0,1,0,,
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau GYMZAAL KOEKOEKSTRAAT (INGANG REIGERLAAN),0794::SB108,5702 PT,1537,829,0,3,0,0,0,700,131,0,1,0,0,0,831,130,174,41,70,33,85,33,5,26,12,1,45,101,0,15,13,19,10,1,0,6,0,0,2,2,0,0,1,0,2,2,,
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau SPEELTUIN LEONARDUS,0794::SB109,5701 XM,1988,731,0,0,0,3,1,616,117,0,0,3,0,0,734,56,192,30,75,38,77,25,3,27,7,1,52,95,8,13,6,3,10,1,0,3,4,2,0,0,0,0,1,0,0,2,,
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau GYMZAAL HOBOSTRAAT,0794::SB202,5702 TH,1278,657,2,1,0,0,0,567,93,0,0,0,0,0,660,82,177,26,53,34,66,18,3,10,5,4,46,60,4,19,11,11,8,1,0,1,0,5,0,2,1,3,6,0,0,1,,
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau WIJKCENTRUM DE BOERDERIJ,0794::SB203,5702 JD,1436,755,2,3,0,0,2,645,113,0,0,0,0,0,760,127,186,37,68,39,66,24,1,19,7,1,18,91,4,13,10,11,11,2,0,3,3,2,0,0,0,0,7,2,0,3,,
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau GYMZAAL PAULUS POTTERLAAN,0794::SB206,5702 CV,2114,992,3,4,0,2,0,831,170,0,0,2,0,0,1001,108,326,24,70,20,107,35,2,24,9,1,76,108,3,14,5,16,20,3,2,2,2,2,2,1,1,0,7,1,0,1,,
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau GYMZAAL MONTGOLFIERSTRAAT,0794::SB301,5703 EE,1786,828,3,1,0,0,2,709,121,0,0,0,0,0,832,131,220,39,61,16,81,33,3,20,13,1,80,88,2,16,8,3,4,0,0,0,0,6,1,0,1,0,0,1,0,0,,
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau WIJKHUIS DE LIER,0794::SB303,5703 BW,1796,953,2,3,0,1,0,847,112,0,0,1,0,0,959,121,231,37,76,33,92,32,4,27,14,0,85,120,4,20,12,17,6,3,0,2,1,4,0,2,0,0,2,2,2,4,,
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau WIJKHUIS DE BREM,0794::SB401,5709 BT,1777,800,1,3,0,2,1,693,112,0,0,2,0,0,806,125,160,43,90,37,73,33,10,34,18,2,16,113,1,12,3,2,5,3,1,1,7,3,0,2,1,0,1,4,0,0,,
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau WIJKHUIS DE BREM,0794::SB403,5709 BT,1812,1020,6,2,0,1,3,888,138,0,0,1,0,0,1029,167,190,35,133,52,118,41,21,45,25,4,12,88,6,19,2,30,4,9,0,3,2,2,3,1,1,1,0,4,0,2,,
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau O.B.S. DE RAKT,0794::SB404,5709 HD,1799,1024,3,6,0,0,0,1032,0,0,1,0,0,0,1032,186,217,54,106,52,113,44,9,35,12,2,13,107,8,22,8,15,0,5,0,0,3,2,2,0,0,1,2,1,0,5,,
's-Hertogenbosch,Helmond,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau WIJKCENTRUM PARKZICHT,0794::SB405,5709 PZ,2020,1179,2,4,0,1,2,1061,121,0,1,0,0,0,1184,438,133,75,202,38,53,27,6,35,13,2,3,53,0,38,5,32,8,3,0,6,3,3,1,0,0,0,1,1,0,0,,
