contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oude Stadhuis,0307::SB1,,711,603,1,1,0,0,3,572,30,0,0,0,0,0,605,94,18,25,160,86,27,26,20,45,2,1,9,20,10,12,0,33,2,1,0,3,6,1,0,1,0,0,0,0,1,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sint Joriskerk,0307::SB3,,711,612,4,0,0,0,5,585,26,0,0,0,0,0,616,90,15,18,173,73,18,27,42,55,4,5,0,21,12,13,1,31,0,4,3,0,5,1,0,0,1,0,0,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kindcentrum Vlinderslag,0307::SB6,,711,1146,1,4,0,1,2,994,156,0,0,1,0,0,1152,143,72,28,179,101,53,46,46,68,4,14,243,45,14,9,1,32,33,0,0,4,3,2,0,0,3,2,0,1,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Adventkerk,0307::SB7,,711,683,1,0,0,1,2,587,96,0,0,1,0,0,685,90,49,28,103,49,40,36,39,30,2,6,106,40,16,12,0,14,6,1,2,3,0,7,2,0,0,0,2,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Schaapskooi,0307::SB8,,711,633,3,0,0,0,4,564,68,0,0,0,0,0,636,77,38,26,103,44,37,25,54,28,3,9,117,20,6,10,1,13,15,0,0,1,2,2,0,0,0,1,0,0,1,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Schoolgebouw de Baander,0307::SB9,,711,755,0,7,0,0,4,656,102,0,0,0,0,0,762,83,45,31,88,68,34,25,35,20,6,4,169,53,12,7,2,36,20,1,0,0,5,1,0,0,3,2,1,1,3,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Bron (Kerk),0307::SB10,,711,1000,3,4,0,0,0,916,95,4,0,4,0,0,1011,140,51,45,126,73,49,52,81,55,8,13,167,52,18,9,4,23,20,0,0,2,3,1,1,0,0,2,2,2,1,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Bron (Kerk),0307::SB11,,711,738,0,7,0,4,3,666,80,0,0,4,0,0,749,91,58,37,116,57,40,42,43,28,3,12,107,37,5,13,4,28,12,2,0,1,0,0,0,0,0,0,2,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportcomplex Amarena (beneden),0307::SB12,,711,595,3,0,0,1,0,538,59,0,1,0,0,0,597,92,24,17,128,54,22,21,28,16,2,7,81,22,8,12,2,21,27,4,0,2,2,0,0,0,0,0,0,2,1,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Rustenburg,0307::SB13,,711,189,1,1,0,0,0,172,19,0,0,0,0,0,191,31,13,9,28,16,9,4,12,6,2,3,26,11,3,3,0,2,6,0,0,1,1,0,0,0,1,0,2,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Burgemeester Molendijkflat,0307::SB14,,711,676,1,1,0,2,0,623,57,0,0,2,0,0,680,145,76,50,107,39,33,30,67,18,8,19,3,20,3,22,3,17,6,3,0,0,2,0,3,2,0,0,0,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Undineflat,0307::SB15,,711,655,0,1,0,1,0,597,61,1,0,2,0,0,658,88,40,25,120,45,48,24,53,47,5,13,67,30,2,8,4,24,6,1,0,0,3,2,0,0,0,0,0,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Ariaweg,0307::SB16,,711,810,1,5,0,0,1,688,127,0,0,0,0,0,816,76,49,14,100,60,38,26,29,26,1,6,248,36,13,8,1,18,43,5,2,1,4,1,1,1,0,0,2,0,1,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Prins Willem III-flat,0307::SB18,,711,1139,1,5,0,0,4,1045,96,0,0,0,0,0,1145,202,51,54,211,94,91,54,71,63,6,16,71,52,9,19,5,40,9,3,1,2,7,2,1,2,0,0,3,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Het Klokhuis,0307::SB21,,711,1860,7,8,0,1,4,1674,196,0,1,0,0,0,1874,310,101,95,387,157,103,104,125,94,5,24,132,58,16,21,5,64,29,1,1,4,10,4,0,0,1,0,7,1,0,1,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Schoolgebouw GSG Guido (vmbo),0307::SB23,,711,1733,2,3,0,1,4,1574,159,0,1,0,0,0,1737,261,47,82,538,212,62,88,100,125,2,11,23,48,13,23,2,77,0,6,2,0,3,4,1,0,0,0,1,1,0,1,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Seniorenflat Otto Scheltus,0307::SB25,,711,470,1,2,0,0,1,440,33,1,0,1,0,0,474,99,38,16,105,48,12,38,13,21,0,5,5,19,7,12,3,23,2,0,0,0,2,0,1,0,1,0,0,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Martuskerk,0307::SB26,,711,422,0,0,0,0,0,377,45,0,0,0,0,0,422,62,24,14,123,56,9,21,43,26,2,6,4,10,1,1,1,14,0,2,0,0,2,1,0,0,0,0,0,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Fonteinkerk,0307::SB28,,711,757,0,2,0,0,3,700,56,0,0,0,0,0,759,113,28,37,228,75,25,33,53,35,3,23,14,18,5,14,3,38,2,4,1,1,2,0,0,0,0,0,1,0,1,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Juliana van Stolberg,0307::SB29,,711,656,2,0,0,0,5,590,63,0,0,0,0,0,658,91,46,26,144,68,42,30,33,55,5,4,19,22,3,13,1,36,6,3,0,3,1,3,0,1,0,0,0,0,1,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sint Ansfriduskerk,0307::SB31,,711,955,1,0,0,1,1,873,81,0,1,0,0,0,955,185,43,60,313,97,30,54,34,56,3,6,3,10,1,7,0,48,0,1,0,0,2,0,1,1,0,0,0,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Lyceum De Amersfoortse Berg,0307::SB32,,711,561,2,0,0,0,5,511,47,0,0,0,0,0,563,86,23,26,187,69,13,16,23,31,1,4,3,18,1,11,0,45,1,1,0,0,1,0,0,0,0,0,1,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bergkerk,0307::SB35,,711,697,1,1,0,0,0,641,58,0,0,0,0,0,699,195,21,44,235,32,4,23,30,25,2,5,2,16,1,10,1,46,0,2,2,0,0,0,0,0,1,0,0,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nieuw-Apostolische Kerk,0307::SB36,,711,644,1,0,0,0,4,579,62,0,0,0,0,0,645,138,17,27,192,62,17,34,32,40,1,1,0,18,6,6,1,42,0,3,0,2,2,2,0,0,1,0,0,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Emmauskerk,0307::SB40,,711,2120,8,8,0,3,6,1923,210,0,0,3,0,0,2139,274,346,73,350,161,199,86,102,106,14,10,61,156,24,30,14,67,1,7,2,6,11,4,3,3,1,2,7,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Westerkerk,0307::SB41,,711,871,2,2,0,2,7,800,70,0,0,2,0,0,877,105,116,35,169,91,44,35,96,51,5,8,6,36,8,19,3,28,3,1,0,2,4,0,0,0,1,0,4,1,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Orthodoxe Parochie,0307::SB43,,711,983,2,3,0,1,4,909,76,0,0,1,0,0,989,123,109,45,195,112,39,37,69,61,7,12,14,58,9,13,4,53,1,7,1,3,5,2,0,0,0,0,3,0,1,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Café De Plank,0307::SB44,,711,854,1,0,0,0,4,756,95,0,0,0,0,0,855,215,57,129,157,42,23,28,37,22,1,2,1,27,4,35,6,26,0,0,1,0,0,36,1,0,1,0,2,0,1,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw Juliana en Bernhard,0307::SB45,,711,599,3,1,0,1,1,555,46,0,1,0,0,0,602,102,64,27,121,33,45,33,27,37,5,1,26,27,4,16,3,16,2,3,1,1,3,0,0,1,0,1,0,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Apostolisch Genootschap,0307::SB46,,711,875,1,1,0,0,2,773,102,0,0,0,0,0,877,119,46,25,155,68,46,31,47,47,10,3,156,40,8,14,1,25,24,3,1,0,3,1,2,0,0,0,0,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sociëteitsruimte Seniorenflat,0307::SB47,,711,809,4,1,0,1,1,746,68,0,0,1,0,0,815,160,66,53,156,74,46,51,71,25,2,19,16,19,5,11,0,18,6,2,0,1,5,3,0,0,0,0,0,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Woon- en zorgcentrum De Koperhorst,0307::SB49,,711,711,0,1,0,1,3,648,62,0,0,1,0,0,713,109,50,60,116,49,35,40,92,38,7,9,21,28,8,5,1,25,6,5,0,0,1,2,1,0,0,0,2,0,1,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Schoolgebouw De Zevensprong,0307::SB51,,711,515,0,1,0,0,1,449,66,0,0,0,0,0,516,68,44,27,119,37,25,23,44,23,9,1,42,11,1,11,0,19,5,0,0,0,1,0,1,0,1,0,2,0,1,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkelijk Centrum De Hoeksteen,0307::SB52,,711,2015,8,5,0,1,3,1833,193,0,0,1,0,0,2029,324,203,116,319,158,114,120,207,104,21,18,57,100,10,36,5,50,7,4,1,8,11,4,4,6,0,1,3,3,1,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Zielhorst,0307::SB55,,711,346,0,1,0,1,0,307,41,0,0,1,0,0,348,86,18,27,62,23,21,22,18,18,3,2,10,8,1,10,2,5,0,1,0,2,2,1,0,0,1,0,3,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Overseldert,0307::SB56,,711,650,1,0,0,0,0,587,64,0,0,0,0,0,651,154,81,26,104,35,36,29,39,25,10,3,22,38,9,17,2,7,2,1,0,0,6,1,0,0,1,1,1,0,0,0,,
Utrecht,Amersfoort,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Schoolgebouw De Zonnewijzer,0307::SB57,,711,753,0,1,0,1,1,684,70,0,0,1,0,0,755,165,63,44,134,45,46,33,68,30,8,14,16,21,6,20,5,19,0,5,2,2,4,2,0,0,0,1,0,0,0,0,,
