contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Utrecht,Woerden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Grand Salon Plein 7,0632::SB1,3441 BG,2092,1594,3,4,0,0,2,1505,94,0,0,0,0,0,1601,409,110,106,359,110,54,62,46,86,18,18,6,59,11,49,6,56,2,4,0,5,6,6,1,1,3,0,1,0,0,0,,
Utrecht,Woerden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zorgcentrum 't Oude Landt,0632::SB2,3443 AH,1093,437,0,1,0,1,0,404,36,0,0,2,0,1,440,146,23,56,92,12,19,16,17,10,7,9,1,11,0,5,1,7,0,0,0,1,1,3,0,0,0,0,0,0,0,0,,
Utrecht,Woerden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Willemshoeve,0632::SB3,3445 AS,1600,1169,3,3,0,0,3,1056,116,0,0,0,0,0,1175,271,61,125,208,85,42,53,69,41,10,48,17,35,7,32,7,39,4,0,0,1,9,3,0,0,1,0,1,0,0,0,,
Utrecht,Woerden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tennisvereniging VEP,0632::SB4,3445 TH,1491,822,0,1,0,0,0,738,85,0,0,0,0,0,823,182,49,69,164,54,24,36,70,16,13,40,13,28,1,10,4,18,9,3,0,2,5,8,2,0,0,1,1,0,0,0,,
Utrecht,Woerden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Jan de Bakkerschool,0632::SB5,3442 XH,1714,1043,2,1,0,0,5,924,117,0,0,0,0,0,1046,222,92,80,166,58,45,37,66,32,22,77,26,40,3,34,4,16,8,0,0,0,3,8,0,0,0,1,2,0,1,0,,
Utrecht,Woerden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Islamitisch Cultureel Centrum Woerden,0632::SB6,3442 JE,1530,889,2,2,0,0,2,795,96,0,0,0,0,0,893,157,87,94,134,54,32,42,31,29,9,23,89,26,5,15,1,30,14,2,0,0,3,2,0,0,0,0,8,0,1,1,,
Utrecht,Woerden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brediushonk,0632::SB7,3443 BG,1551,873,5,1,0,0,0,791,88,0,0,0,0,0,879,195,67,82,157,58,44,27,43,49,16,22,19,44,8,11,3,13,6,1,1,0,2,3,0,0,0,1,1,0,0,0,,
Utrecht,Woerden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Thijs van der Polshal,0632::SB8,3443 CT,1346,1027,1,0,0,0,0,933,95,0,0,0,0,0,1028,283,76,114,151,47,44,25,57,41,9,27,35,28,6,33,2,25,7,1,0,2,8,5,0,0,0,0,1,0,0,0,,
Utrecht,Woerden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Rehobothkerk Woerden,0632::SB9,3443 BZ,1294,662,0,1,0,0,1,577,85,0,0,0,0,0,663,156,51,75,94,24,26,21,43,18,11,29,18,39,0,15,8,16,3,1,0,1,3,6,1,0,0,1,2,0,0,0,,
Utrecht,Woerden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingcentr.Kruiskerk,0632::SB10,3443 CD,1678,1196,2,4,0,0,2,1071,130,0,0,1,0,0,1203,217,130,97,165,77,66,49,55,31,18,32,93,52,6,35,5,23,18,1,0,4,6,7,1,0,3,0,5,0,0,0,,
