contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. De Elleboog (nabij Woonzorgcompl. Nw-Schoonoord) op 17 maart 2021,0275::SB2,6881 TV,1024,757,0,0,0,0,3,709,45,0,0,0,0,0,757,234,25,69,201,45,17,23,13,39,7,2,3,21,4,15,1,32,0,1,0,2,1,0,2,0,0,0,0,0,0,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. RK Basisschool Fredericus op 17 maart 2021,0275::SB6,6881 SV,377,1097,1,2,0,9,0,1046,63,0,0,9,0,0,1109,216,98,59,246,85,53,40,21,83,10,3,10,73,6,28,1,51,0,1,1,2,3,2,2,0,0,0,1,0,2,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Grote Kerk (omgeving Oosterwolde) op 17 maart 2021,0275::SB7,6883 HT,1376,631,1,0,0,2,7,582,45,0,0,2,0,0,634,113,46,40,159,68,33,41,20,27,3,1,0,14,2,15,0,44,0,2,0,3,0,0,0,0,0,0,0,0,0,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Voormalige Van Voorthuijsenschool op 17 maart 2021,0275::SB9,6882 NS,1542,801,2,2,0,0,3,738,64,0,0,0,0,0,805,137,143,19,115,70,89,39,19,46,5,1,3,44,3,19,1,24,0,4,3,2,5,5,1,1,0,1,1,0,1,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Gymzaal in Soc.Cult.Centrum De Poort op 17 maart 2021,0275::SB14,6882 DA,1572,879,1,1,0,0,0,823,60,2,0,2,0,0,883,121,222,32,111,36,85,69,12,35,8,2,25,66,6,17,4,14,1,3,0,0,3,1,2,1,2,0,1,0,0,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. CKC Rheko op 17 maart 2021,0275::SB16,6991 ZP,935,910,2,2,0,0,1,839,75,1,0,1,0,0,915,196,137,57,140,45,90,62,20,40,12,0,9,39,4,17,5,15,3,4,0,3,1,6,1,0,0,0,2,0,2,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Dorpshuis Ellecom nabij Nieuw Bergstein op 17 maart 2021,0275::SB19,6955 AW,890,623,3,0,0,0,4,574,48,0,0,0,0,0,626,138,26,62,140,66,30,27,17,49,1,1,0,23,1,8,0,22,0,0,0,2,2,7,0,0,0,0,0,0,1,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Gymzaal nabij De Tender / Intermezzo op 17 maart 2021,0275::SB23,6952 BA,1773,997,1,0,0,1,5,905,81,0,1,0,0,0,991,192,82,88,190,79,70,55,49,59,10,8,8,37,3,21,4,17,0,2,0,3,8,5,2,1,0,0,0,0,4,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Gymzaal Huygenslaan Dieren op 17 maart 2021,0275::SB24,6952 EX,1377,1142,1,2,0,1,3,1013,128,0,1,0,0,0,1144,218,130,83,192,69,77,69,36,57,10,7,73,46,4,18,3,16,7,4,0,1,5,5,4,0,0,2,2,0,4,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Evangelische Gemeente Dieren op 17 maart 2021,0275::SB26,6951 GD,1426,264,0,0,0,0,0,240,24,0,0,0,0,0,264,35,27,15,18,13,26,22,44,7,0,5,9,18,0,7,2,9,0,0,1,1,1,4,0,0,0,0,0,0,0,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Dorpshuis Spankeren op 17 maart 2021,0275::SB28,6956 CP,757,559,2,2,0,0,5,505,54,0,0,0,0,0,564,129,87,47,81,26,57,29,14,9,6,0,4,27,0,16,0,3,1,3,1,1,1,10,0,0,0,0,7,0,0,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. 't Sprengenhus Laag-Soeren op 17 maart 2021,0275::SB29,6957 AB,841,637,2,2,0,2,5,585,51,0,0,2,0,0,641,170,58,44,118,41,36,21,11,57,8,1,0,23,3,15,2,13,0,0,1,0,0,13,0,0,1,0,1,0,0,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Trouwzaal gemeentehuis De Steeg op 15 maart 2021,0275::SB111,6994 AB,310,225,0,0,0,0,1,208,16,0,0,0,0,0,225,55,11,26,47,16,20,16,4,12,2,2,1,2,2,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Trouwzaal gemeentehuis De Steeg op 16 maart 2021,0275::SB112,6994 AB,310,214,0,0,0,1,2,197,16,0,0,1,0,0,215,39,24,18,40,12,12,16,5,16,1,0,1,14,1,5,0,7,0,2,0,0,1,0,0,0,0,0,0,0,0,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Trouwzaal gemeentehuis De Steeg op 17 maart 2021,0275::SB113,6994 AB,310,801,3,0,0,0,2,734,68,0,0,0,0,0,804,142,78,53,167,74,46,39,22,53,1,9,3,46,0,19,3,37,0,2,0,0,0,4,0,0,0,0,0,0,3,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Zalencentrum Parkstaete Velp op 15 maart 2021,0275::SB211,6881 JA,1530,741,0,0,0,0,0,690,51,0,0,0,0,0,741,200,51,74,150,41,33,60,26,45,4,3,0,17,1,8,0,25,0,1,0,0,0,2,0,0,0,0,0,0,0,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Zalencentrum Parkstaete Velp op 16 maart 2021,0275::SB212,6881 JA,1530,684,1,0,0,0,4,632,49,0,0,0,0,0,685,193,37,57,138,52,25,43,11,43,5,1,4,22,3,14,0,30,0,1,1,0,2,1,1,0,0,0,0,0,0,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Zalencentrum Parkstaete Velp op 17 maart 2021,0275::SB213,6881 JA,1530,1693,2,3,0,7,9,1558,124,0,7,0,0,0,1691,410,83,101,453,137,62,65,46,115,6,3,3,53,9,46,2,81,0,4,0,1,10,1,2,0,0,0,0,0,0,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Sporthal De Dumpel Velp op 15 maart 2021,0275::SB221,6883 CN,1285,610,0,1,0,0,0,569,42,0,0,0,0,0,611,126,87,63,69,27,72,78,17,22,9,2,5,17,0,5,0,6,0,1,0,0,1,0,1,0,0,1,0,0,1,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Sporthal De Dumpel Velp op 16 maart 2021,0275::SB222,6883 CN,1286,471,2,1,0,0,0,444,30,0,0,0,0,0,474,96,77,44,48,33,47,37,5,22,6,1,2,25,2,5,2,4,0,2,0,0,3,6,0,2,0,0,1,0,1,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Sporthal De Dumpel Velp op 17 maart 2021,0275::SB223,6883 CN,1286,1456,2,0,0,2,5,1325,130,0,0,2,0,0,1460,283,174,89,280,100,96,76,23,81,8,5,26,89,11,27,14,49,2,6,0,0,6,4,1,1,0,0,4,0,1,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Zaal Ons Huis Rheden op 15 maart 2021,0275::SB311,6991 EW,1704,573,0,0,0,2,0,534,41,0,0,2,0,0,575,130,59,84,64,22,61,57,24,36,5,1,2,10,0,6,2,6,0,0,0,1,0,0,1,0,0,0,1,0,1,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Zaal Ons Huis Rheden op 16 maart 2021,0275::SB312,6991 EW,1704,595,0,1,0,1,0,538,59,0,1,0,0,0,597,133,67,58,70,43,64,56,17,25,6,3,8,26,0,4,1,8,0,1,0,2,0,2,0,0,0,0,1,0,0,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Zaal Ons Huis Rheden op 17 maart 2021,0275::SB313,6991 EW,1704,1830,3,1,0,1,6,1670,157,0,1,0,0,0,1833,409,234,101,335,133,136,103,49,85,16,3,4,86,8,44,11,35,0,6,0,4,9,7,1,0,2,0,4,0,5,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Wijkcentrum De Drieschaar Dieren op 15 maart 2021,0275::SB411,6951 LZ,1060,301,0,0,0,0,0,274,27,0,0,0,0,0,301,42,37,32,49,17,39,32,16,11,3,4,0,7,0,2,1,7,0,1,0,0,0,1,0,0,0,0,0,0,0,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Wijkcentrum De Drieschaar Dieren op 16 maart 2021,0275::SB412,6951 LZ,1060,260,0,1,0,0,0,233,28,0,0,0,0,0,261,54,27,29,32,12,15,30,8,12,7,1,3,14,0,1,0,4,0,0,0,0,0,3,1,0,4,1,1,0,1,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. Wijkcentrum De Drieschaar Dieren op 17 maart 2021,0275::SB413,6951 LZ,1060,1020,0,0,0,2,1,951,70,0,0,0,0,0,1022,210,124,103,153,61,88,73,15,36,13,4,13,53,1,25,4,19,0,4,3,0,3,8,1,0,1,0,1,0,4,,
Arnhem,Rheden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau stb. sporthal Theothorne Dieren op 15 maart 2021,0275::SB421,6951 CP,1107,868,2,4,0,0,4,809,61,0,0,0,0,0,874,160,101,91,106,58,71,93,23,46,6,5,19,39,0,21,0,15,0,1,0,3,1,4,1,0,0,0,3,0,1,,
