contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leiden,Nieuwkoop,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Ashram College,0569::SB1,2421 EB,2319,1321,6,1,0,1,3,1172,154,0,0,1,0,0,1329,386,160,111,213,31,52,44,29,45,12,19,13,70,3,52,2,28,3,1,2,5,6,26,2,3,0,0,0,3,0,,
Leiden,Nieuwkoop,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Rank,0569::SB2,2421 BE,2340,1274,0,2,0,0,3,1099,174,0,0,0,0,0,1276,498,104,110,156,30,34,35,30,32,12,15,1,103,0,47,4,15,2,2,1,4,7,29,1,0,0,0,0,2,0,,
Leiden,Nieuwkoop,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Ipse de Bruggen,0569::SB3,2441 CP,107,123,1,0,0,0,3,109,12,0,0,0,0,0,124,39,11,14,15,4,7,3,2,3,3,0,0,7,1,7,0,2,0,0,0,0,1,2,0,0,0,0,0,2,0,,
Leiden,Nieuwkoop,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kaleidoskoop theaterzaal,0569::SB4,2421 EX,2596,1749,2,0,0,0,5,1751,1,0,0,0,0,0,1751,522,167,158,261,70,67,49,33,46,13,37,24,99,4,89,14,35,3,4,2,5,7,28,3,0,4,1,0,4,0,,
Leiden,Nieuwkoop,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Rietzanger,0569::SB5,2431 AD,1377,1070,0,2,0,1,1,945,127,0,0,1,0,0,1073,338,117,136,159,27,34,29,14,23,10,8,6,60,0,44,5,25,2,3,0,2,4,19,3,0,0,0,0,2,0,,
Leiden,Nieuwkoop,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Schutse,0569::SB6,3652 LH,946,701,1,1,0,1,3,615,84,0,1,0,0,0,702,183,64,98,97,14,5,6,29,14,5,58,0,47,6,30,3,8,0,0,0,2,3,26,3,0,0,0,0,0,0,,
Leiden,Nieuwkoop,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal De Vlinder,0569::SB7,2461 CB,567,1345,1,3,0,1,0,1233,117,0,0,1,0,0,1350,386,158,166,163,45,46,17,41,34,14,18,12,99,5,64,4,25,0,3,2,3,15,21,2,0,0,0,0,2,0,,
Leiden,Nieuwkoop,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Parola,0569::SB8,2461 CE,2117,1478,1,1,0,1,2,1342,135,0,1,0,0,0,1479,494,134,204,184,52,62,34,21,41,18,7,3,80,5,79,5,16,0,1,1,5,4,23,1,1,1,1,0,1,0,,
Leiden,Nieuwkoop,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Koeleman Potplanten B.V.,0569::SB9,2461 TZ,1921,846,0,0,0,0,0,759,87,0,0,0,0,0,846,338,70,107,92,8,18,10,20,20,5,18,0,42,0,48,3,8,0,1,1,1,5,31,0,0,0,0,0,0,0,,
Leiden,Nieuwkoop,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeentehuis Ter Aar,0569::SB10,2461 CC,2630,1031,2,0,0,1,2,922,108,0,1,0,0,0,1032,278,131,111,153,44,28,23,34,25,12,22,10,65,3,29,14,13,0,5,2,2,7,18,1,0,0,0,0,1,0,,
