contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Zwolle,Enschede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0153::SB1,7511 HC,1770,1821,5,2,0,5,8,1707,108,0,5,0,0,0,1823,286,123,131,401,173,75,92,30,83,13,3,19,111,19,31,8,180,2,7,3,5,11,7,1,1,2,0,2,1,1,0,0,,
Zwolle,Enschede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadsbank Oost Nederland,0153::SB8,7512 DX,1646,1013,0,1,0,1,6,916,93,0,0,1,0,0,1015,169,98,83,178,80,71,64,34,42,4,5,30,58,10,11,1,42,14,6,0,3,3,2,1,1,0,0,0,0,1,2,0,,
Zwolle,Enschede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Saxion,0153::SB11,7513 AL,1749,1441,1,3,0,1,16,1314,116,0,0,1,0,0,1446,241,73,101,343,145,62,79,21,52,5,4,19,71,22,36,9,124,4,4,1,10,6,4,2,2,0,0,0,1,0,0,0,,
Zwolle,Enschede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Werkplein,0153::SB13,7511 JA,1748,890,0,2,0,0,8,828,56,0,0,0,0,0,892,147,59,59,212,84,44,32,11,33,2,6,13,51,9,15,2,84,4,6,2,2,3,2,1,2,1,2,2,0,0,0,0,,
Zwolle,Enschede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Werkplein,0153::SB14,7511 JA,1349,726,2,1,0,1,8,676,46,0,0,1,0,0,730,119,44,49,161,51,35,36,13,36,2,2,17,46,11,15,2,70,3,5,0,1,1,2,0,1,1,0,1,0,1,0,1,,
Zwolle,Enschede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Villa de Bank,0153::SB15,7511 CM,1668,1179,2,1,0,1,3,1108,70,0,1,0,0,0,1181,180,114,133,193,94,63,80,27,66,8,6,13,73,7,23,3,71,1,9,0,1,3,3,1,0,1,0,3,0,3,0,0,,
Zwolle,Enschede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dansschool Dekker,0153::SB16,7512 AW,1887,808,1,2,0,2,8,744,57,0,2,0,0,0,809,107,87,50,130,71,61,51,15,33,3,3,29,68,8,13,3,54,1,8,1,0,3,3,3,0,0,0,0,0,2,0,1,,
Zwolle,Enschede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stichting Vierkwart,0153::SB17,7513 DT,1836,913,4,2,0,1,5,848,67,0,0,1,0,0,920,136,71,50,166,77,77,58,20,48,11,5,21,53,14,12,6,69,1,6,0,4,3,2,1,0,1,0,1,0,0,0,0,,
Zwolle,Enschede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Tent terrein A.C. ter Kuile B.V.,0153::SB18,7511 CB,1214,450,0,1,0,1,2,450,0,0,0,1,0,0,452,76,33,45,77,35,35,19,12,19,3,1,25,12,2,5,2,40,0,4,1,0,0,2,0,0,0,0,0,0,2,0,0,,
Zwolle,Enschede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Speeltuin Het Lindenhof,0153::SB19,7533 WE,1413,817,1,3,0,1,4,720,98,0,0,1,0,0,822,70,219,49,80,45,65,21,17,26,3,0,58,86,5,19,2,15,6,9,2,0,0,10,0,1,0,1,6,0,2,0,0,,
Zwolle,Enschede,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingskerk,0153::SB20,7512 EK,1917,1034,3,2,0,1,5,940,93,0,1,0,0,0,1038,160,120,100,161,85,55,52,52,33,10,6,34,78,11,17,0,35,0,5,1,3,4,5,2,0,0,2,2,0,1,0,0,,
