contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Maastricht,Weert,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis,0988::SB1,6000 AZ,2353,1385,3,4,0,0,12,1265,115,0,0,0,0,0,1392,315,184,103,232,137,83,64,10,36,9,1,18,99,5,37,4,25,6,3,2,0,6,2,0,0,3,0,1,0,0,0,,
Maastricht,Weert,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal Aan de Bron,0988::SB6,6004 GC,1248,1232,3,11,0,1,0,1128,119,0,0,1,0,0,1247,243,231,69,161,71,88,42,1,27,11,2,83,110,3,18,9,24,8,4,1,8,3,2,3,1,2,7,0,0,0,0,,
Maastricht,Weert,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Brede school Markeent,0988::SB8,6006 JN,1488,713,1,1,0,0,1,593,121,0,0,0,0,0,715,135,89,23,117,47,55,33,3,19,5,0,66,63,3,15,3,11,11,1,0,1,4,0,0,1,5,0,1,0,2,0,,
Maastricht,Weert,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkgebouw Keenter Hart,0988::SB9,6006 ZH,1761,1077,1,1,2,1,3,1075,0,0,1,0,0,0,1078,196,190,67,137,70,89,41,6,27,11,4,65,82,3,31,0,25,10,3,0,3,4,7,1,1,1,1,2,0,0,0,,
Maastricht,Weert,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportpark Graswinkel,0988::SB10,6005 JZ,1766,1061,2,3,0,0,0,943,123,0,0,0,0,0,1066,238,145,88,150,75,84,53,17,28,10,1,23,55,2,33,3,16,7,9,0,1,11,3,0,0,0,4,2,1,2,0,,
Maastricht,Weert,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MFA Kimpe veld,0988::SB11,6005 SR,921,626,0,0,0,0,0,567,59,0,0,0,0,0,626,163,87,113,79,25,29,22,6,12,6,1,0,31,0,10,0,10,0,1,0,3,2,18,1,0,2,4,0,0,1,0,,
Maastricht,Weert,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportpark Op den Das,0988::SB12,6006 TL,916,533,2,0,0,0,2,473,60,0,0,0,0,0,535,124,69,74,63,27,27,23,1,27,7,0,0,29,1,19,0,12,0,0,0,2,4,15,0,2,0,0,5,0,2,0,,
Maastricht,Weert,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Trefcentrum Willem Litjenshof,0988::SB13,6002 CW,1570,595,5,2,0,4,1,555,50,0,0,4,0,0,606,168,82,51,77,33,47,18,5,9,5,1,0,34,0,24,1,15,1,2,1,3,6,7,1,1,0,2,1,0,0,0,,
Maastricht,Weert,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kantine SV Laar,0988::SB14,6003 BD,2397,1515,1,3,0,0,1,1359,159,0,0,0,0,0,1519,466,174,145,277,62,64,59,8,39,18,4,13,75,0,50,1,36,3,3,1,2,6,2,1,0,0,4,2,0,0,0,,
Maastricht,Weert,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkgebouw Groenewoud,0988::SB26,6004 TX,1383,546,4,1,0,0,1,505,45,0,0,0,0,0,551,94,97,32,66,41,51,28,3,29,8,1,21,45,0,8,2,7,7,0,0,0,1,2,0,0,0,3,0,0,0,0,,
