contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),Vrij en Sociaal Nederland,De Groenen,Partij voor de Republiek,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Beetsterzwaag, Gemeentehuis",0086::SB1,9244 CR,1789,771,2,2,0,0,3,702,70,0,0,0,0,0,775,166,57,61,130,59,44,62,27,39,2,6,0,58,3,12,0,19,0,1,0,2,2,17,1,0,0,1,2,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Beetsterzwaag, Dorpshuis",0086::SB2,9244 CH,1324,885,3,0,0,0,1,812,75,0,0,0,0,0,888,135,57,110,168,59,75,70,32,34,6,7,0,44,1,31,4,28,0,1,0,1,2,15,1,0,0,1,2,1,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Bakkeveen, Dúndelle",0086::SB3,9243 SK,1525,1068,0,1,0,0,2,1066,1,0,0,0,0,0,1069,219,108,150,129,49,77,74,45,49,10,11,0,66,0,18,5,10,0,3,1,5,3,34,1,0,0,0,1,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Frieschepalen, De Dobber",0086::SB4,9249 MC,762,618,1,0,0,1,0,551,67,0,1,0,0,0,618,67,59,113,39,14,31,26,133,7,1,36,1,47,0,14,1,4,0,0,0,0,0,19,2,0,1,3,0,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gorredijk, Sportcentrum Kortezwaag",0086::SB5,8401 AA,1413,525,1,0,0,0,3,483,40,0,0,0,0,0,526,101,55,44,105,21,40,30,4,19,5,2,0,34,0,20,2,8,0,1,0,2,4,26,0,0,0,0,2,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gorredijk, De Skâns",0086::SB6,8401 DV,1583,1268,3,1,0,1,3,1170,98,0,1,0,0,0,1271,208,197,68,178,53,119,90,16,41,15,4,6,166,2,24,9,13,0,3,0,4,6,40,1,1,0,0,3,0,1,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gorredijk, R.K.-kerk",0086::SB7,8401 RV,1262,541,4,1,0,0,2,509,35,0,0,0,0,0,546,81,95,45,55,10,66,47,14,11,5,3,0,60,2,14,4,8,0,1,1,0,3,12,0,0,0,1,3,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Hemrik, Dorpshuis",0086::SB8,8409 JW,614,503,1,0,0,1,2,460,43,0,0,1,0,0,505,109,48,40,71,26,38,47,17,21,0,0,0,37,1,7,2,5,0,0,0,1,0,30,0,0,0,1,1,0,0,1,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Langezwaag, Dorpshuis",0086::SB9,8404 BV,1226,900,0,1,0,0,1,821,79,0,0,0,0,0,901,197,81,98,122,23,68,63,17,24,15,5,0,71,0,35,0,16,0,1,0,0,4,55,1,0,0,0,4,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Lippenhuizen, MFA It Kobunderhús",0086::SB10,8408 JA,1062,716,0,0,0,0,1,670,45,0,0,0,0,0,716,132,60,77,102,23,59,83,17,18,2,1,0,47,0,22,1,16,0,2,0,1,3,45,1,2,0,1,1,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Nij Beets, Dorpshuis",0086::SB11,9245 HP,1333,992,1,2,0,1,0,891,103,0,1,0,0,0,994,144,68,152,101,35,89,77,83,41,8,7,0,71,4,17,6,12,0,1,0,2,5,66,0,0,1,1,1,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Siegerswoude, Dorpshuis",0086::SB12,9248 KS,661,497,2,1,0,0,2,455,43,0,0,0,0,0,500,63,54,94,37,23,26,27,61,16,0,23,1,28,0,8,1,7,0,2,0,0,0,23,1,0,0,0,2,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Terwispel, Dorpshuis",0086::SB13,8407 ES,793,593,1,0,0,1,3,541,51,0,0,1,0,0,595,103,71,47,88,19,58,62,9,22,2,0,1,26,0,9,0,14,0,4,0,0,3,52,0,3,0,0,0,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Tijnje, Dorpshuis",0086::SB14,8406 ES,1357,1002,3,2,0,1,1,905,100,0,1,0,0,0,1006,211,100,109,89,37,107,71,23,39,7,6,1,89,2,25,1,6,0,5,0,1,1,67,2,0,0,0,3,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Ureterp, Geref. kerk Mounestrjitte",0086::SB15,9247 AM,2013,1190,4,0,0,1,0,1064,129,0,1,0,0,0,1193,158,106,214,101,16,51,50,262,20,5,57,0,68,0,24,6,8,0,1,0,4,6,30,0,0,0,3,0,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Ureterp, De Wier",0086::SB16,9247 BH,1758,1072,3,1,0,0,2,965,109,0,0,0,0,0,1076,185,109,125,115,24,74,51,154,17,11,50,1,82,1,26,0,9,0,0,0,4,3,25,2,0,0,2,2,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Wijnjewoude, MFC de Swingel",0086::SB17,9241 GL,1574,1089,3,0,0,0,3,974,115,0,0,0,0,0,1092,175,115,180,121,32,70,80,74,31,7,14,1,81,3,11,1,11,0,1,0,1,1,76,1,0,0,0,2,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gorredijk, Ontmoetingskerk",0086::SB18,8401 RX,1637,1020,3,1,0,1,2,925,98,0,0,1,0,0,1025,201,96,86,182,46,92,71,28,37,4,1,1,88,2,27,4,19,1,0,2,2,4,16,1,0,0,2,7,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Beetsterzwaag, Dorpshuis 15-3",0086::SB1502,9244 CH,0,228,0,0,0,0,1,210,17,0,0,0,0,0,228,26,17,36,37,14,18,50,12,10,2,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gorredijk, De Skâns 15-3",0086::SB1506,8401 DV,0,366,1,0,0,0,0,335,32,0,0,0,0,0,367,65,28,47,37,27,41,60,15,20,4,2,0,11,0,4,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Ureterp, De Wier 15-3",0086::SB1516,9247 BH,0,295,0,0,0,1,2,267,27,0,0,1,0,0,296,31,25,40,23,12,23,53,62,2,1,5,0,9,0,3,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Beetsterzwaag, Dorpshuis 16-3",0086::SB1602,9244 CH,0,273,0,0,0,1,1,255,16,0,1,0,0,0,272,47,19,36,48,19,14,42,18,15,1,0,0,5,1,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gorredijk, De Skâns 16-3",0086::SB1606,8401 DV,0,400,1,1,1,0,0,373,30,0,0,1,0,0,403,62,44,36,57,14,54,61,11,15,4,0,1,19,0,3,0,6,0,0,0,0,0,11,0,1,0,0,0,0,1,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Ureterp, De Wier 16-3",0086::SB1616,9247 BH,0,262,0,0,0,0,2,225,35,0,0,0,0,0,262,26,20,33,27,5,22,43,37,9,1,16,0,6,0,7,0,6,0,1,0,1,0,1,0,0,0,0,1,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Mobiel vervroegd stembureau 16-3,0086::SB1619,,0,32,0,0,0,0,0,31,1,0,0,0,0,0,32,6,3,8,4,2,2,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 1,0086::SB20,,0,1717,2,3,0,6,,,,,0,6,,,1728,271,94,397,131,29,124,387,148,42,23,32,0,15,0,9,0,2,0,0,0,2,0,10,0,1,0,0,0,0,0,0,0,0
Leeuwarden,Opsterland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2,0086::SB21,,0,246,0,0,0,0,,,,,0,0,,,246,29,20,47,14,5,19,64,15,11,9,5,0,4,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
