contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Wij zijn Nederland,Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Dordrecht,Molenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Spil,1978::SB1,,962,676,0,0,0,0,2,573,101,0,0,0,0,0,676,102,44,98,32,5,15,4,97,14,2,169,0,56,4,13,2,5,2,2,0,1,0,6,0,0,0,3,0,0,0,,
Dordrecht,Molenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw Diakonia,1978::SB2,,1143,759,0,0,0,1,0,680,80,0,0,1,0,0,760,84,39,102,28,14,10,10,110,12,4,248,1,54,1,13,2,7,0,0,0,2,0,8,2,1,0,7,0,0,0,,
Dordrecht,Molenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Beemd,1978::SB3,,1683,1360,1,1,0,0,2,1197,163,0,0,0,0,0,1362,270,87,145,84,17,30,26,205,25,8,347,0,57,1,23,2,11,0,0,0,1,2,7,1,0,5,4,2,0,0,,
Dordrecht,Molenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Schommel,1978::SB4,,881,715,1,1,0,0,2,616,101,2,0,2,0,0,719,139,59,111,37,9,21,11,117,12,2,130,0,21,0,19,4,2,0,1,0,0,0,17,0,0,1,2,0,0,0,,
Dordrecht,Molenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Overstap,1978::SB5,,993,732,0,1,0,1,0,626,108,0,0,1,0,0,734,137,49,154,32,3,27,22,85,8,3,114,1,46,0,18,0,7,0,0,0,0,1,11,1,0,0,10,3,0,0,,
Dordrecht,Molenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Wingerds Hof,1978::SB6,,552,446,0,0,0,0,0,402,44,0,0,0,0,0,446,74,22,76,26,3,5,9,69,6,1,106,0,24,0,9,0,6,0,1,0,1,0,6,0,1,0,1,0,0,0,,
Dordrecht,Molenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Ottoland,1978::SB7,,706,597,0,1,0,2,1,516,83,0,0,2,0,0,600,111,22,159,33,11,10,9,98,9,1,86,0,19,2,4,1,8,0,1,0,1,1,9,1,0,0,0,1,0,0,,
Dordrecht,Molenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Multistee,1978::SB8,,700,533,1,1,0,0,2,476,57,0,0,0,0,0,535,94,19,121,37,14,7,6,89,17,2,78,0,19,0,14,0,4,0,0,0,1,2,9,0,0,0,0,0,0,0,,
Dordrecht,Molenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Reiger,1978::SB9,,1426,1052,2,3,0,0,0,896,161,0,0,0,0,0,1057,220,94,171,53,12,26,19,169,21,9,147,0,52,1,26,3,8,0,2,0,5,3,8,0,0,0,1,2,0,0,,
Dordrecht,Molenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hervormd Centrum,1978::SB10,,1796,1347,0,0,0,0,2,1180,165,0,0,0,0,0,1347,261,128,152,92,12,36,26,213,25,6,249,5,65,1,40,3,10,0,2,1,0,0,11,0,0,1,6,1,1,0,,
Dordrecht,Molenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau CBS Eben Haëzer Nieuwpoort,1978::SB11,,1164,877,0,0,0,0,0,781,96,0,0,0,0,0,877,207,77,117,57,24,30,34,120,25,7,64,11,47,0,27,5,7,1,0,0,1,2,9,0,2,0,2,1,0,0,,
Dordrecht,Molenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Koningskerk,1978::SB12,,1347,1101,0,2,0,0,1,961,141,0,0,0,0,0,1103,225,105,146,106,14,32,21,177,11,19,121,2,38,2,46,4,14,0,1,0,0,3,11,1,1,0,0,0,1,0,,
Dordrecht,Molenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de vijf lelies,1978::SB13,,1154,978,2,1,0,2,1,848,134,0,0,2,0,0,983,201,76,150,54,23,40,46,87,19,3,182,0,49,1,19,5,2,0,0,0,0,2,14,0,0,2,2,1,0,0,,
Dordrecht,Molenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw Het Anker,1978::SB14,,765,486,0,0,0,0,1,428,58,1,0,1,0,0,487,81,54,49,35,6,18,19,61,6,4,88,0,36,0,17,1,4,0,2,0,0,0,3,1,0,1,0,0,0,0,,
