contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0880::SB1,1531 NX,1374,614,0,1,0,0,3,541,71,0,0,0,0,0,615,130,68,32,127,33,36,38,15,20,9,4,10,38,6,15,0,17,1,4,0,0,3,5,1,0,0,0,2,0,0,0,0,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Stoomhal,0880::SB2,1531 MZ,1575,769,1,0,0,0,3,765,2,0,0,0,0,0,770,167,70,47,122,49,61,44,23,52,6,5,4,50,5,22,1,25,0,1,0,2,4,4,0,1,1,0,2,0,0,1,0,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau KV Groen Geel,0880::SB3,1531 SJ,1520,745,1,1,0,0,1,671,75,0,0,0,0,0,747,211,56,30,143,43,50,29,16,38,4,2,14,43,5,24,3,16,0,0,3,3,3,2,2,0,1,0,3,0,1,0,0,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau M.F.A. De Omslag,0880::SB4,1531 WH,1514,1024,3,2,0,1,4,943,83,0,0,1,0,0,1030,179,147,46,164,66,93,43,28,65,8,2,15,67,10,18,13,14,2,6,0,3,11,16,1,1,1,0,4,0,1,0,0,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau WSV'30 Stembureau 1,0880::SB5,1531 LZ,1160,636,1,0,2,0,578,9,48,0,2,0,0,0,635,154,63,16,106,31,52,28,15,39,5,6,9,43,5,13,4,21,0,1,0,0,8,8,0,1,1,0,3,2,0,2,0,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau WSV'30 Stembureau 2,0880::SB6,1531 LZ,1342,643,1,1,0,3,3,597,48,0,0,3,0,0,648,163,42,35,126,45,39,41,12,41,11,3,6,28,3,13,7,12,0,1,0,0,3,5,0,0,1,1,1,0,0,4,0,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau VV-Jisp,0880::SB7,1546 LL,1028,607,1,0,0,1,1,553,55,0,0,1,0,0,609,168,74,32,106,29,42,32,3,42,6,1,0,16,2,19,2,14,0,1,0,0,3,11,1,0,0,0,2,0,0,0,1,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Wijdewormer,0880::SB8,1456 CB,1629,1060,0,1,0,1,0,1058,2,0,1,0,0,0,1060,314,102,103,150,48,55,28,14,45,11,8,3,45,3,38,4,17,1,1,0,1,11,52,1,2,2,0,1,0,0,0,0,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Oostknollendam,0880::SB9,1534 NE,626,415,1,0,0,0,0,415,1,0,0,0,0,0,416,92,36,27,75,25,26,21,4,24,3,0,0,26,4,7,3,5,0,0,0,2,1,29,2,0,1,0,1,0,1,0,0,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Evenemententerrein De Groene Wig,0880::SB10,1531 PS,1259,1382,1,0,0,1,2,1253,129,0,0,1,0,0,1384,362,148,68,239,85,90,72,29,56,19,4,9,82,3,35,13,33,1,5,1,3,6,9,2,1,0,0,7,0,0,0,0,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau Gemeentehuis t/m 16-03-2021,0880::SB11,1531 NX,0,1337,1,0,0,0,,,,,0,3,,,1341,356,106,216,113,34,115,203,41,49,42,0,0,8,2,28,1,9,0,0,0,2,2,2,1,6,0,0,0,0,0,0,1,0,27
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau Gemeentehuis 17-03-2021,0880::SB12,1531 NX,0,29,0,1,0,0,,,,,0,0,,,30,7,2,9,4,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Korfbal Vereniging Groen Geel,0880::SB31,1531 SJ,0,126,0,0,0,0,0,114,12,0,0,0,0,0,126,19,10,12,29,4,19,10,3,6,1,0,3,0,1,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Korfbal Vereniging Groen Geel,0880::SB32,1531 SJ,0,111,0,0,0,0,0,102,9,0,0,0,0,0,111,27,14,9,13,5,2,19,4,1,1,0,4,3,0,5,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau M.F.A. De Omslag,0880::SB41,1531 WH,0,234,0,1,0,0,1,217,17,0,0,0,0,0,235,57,21,31,34,8,30,17,7,11,3,3,1,4,1,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau M.F.A. De Omslag,0880::SB42,1531 WH,0,212,0,0,0,2,1,213,0,0,0,2,0,0,214,36,19,25,39,13,20,23,6,6,3,0,2,10,1,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Wijdewormer,0880::SB81,1456 CB,0,105,0,0,0,0,0,97,8,0,0,0,0,0,105,38,12,7,15,4,9,9,3,0,1,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Den Helder,Wormerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Wijdewormer,0880::SB82,1456 CB,0,133,0,0,0,0,0,124,9,0,0,0,0,0,133,37,15,10,18,5,14,7,3,6,1,0,0,7,0,3,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,,
