contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Den Helder,Hoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Schouwburg het Park,0405::SB1,1621 LE,0,1173,2,1,0,1,3,1077,95,0,1,0,0,0,1175,270,82,40,247,79,54,80,14,66,8,0,24,85,31,25,4,35,0,5,1,2,6,2,3,0,0,0,6,1,1,2,0,,
Den Helder,Hoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Oosterkerk Hoorn,0405::SB2,1621 X,0,1441,1,4,0,0,8,1353,86,1,0,1,0,0,1447,335,71,66,345,109,68,71,14,100,14,4,6,95,15,41,5,52,0,8,0,1,8,4,1,0,4,0,3,0,1,0,0,,
Den Helder,Hoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Showband Hoorn,0405::SB3,1621GK,0,888,5,1,0,0,3,813,78,0,0,0,0,0,894,193,51,43,223,51,45,37,7,61,5,2,4,59,10,21,2,50,1,4,0,1,7,3,1,0,0,0,2,0,4,0,1,,
Den Helder,Hoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkcentrum Grote Waal,0405::SB4,1622 ES,0,1978,3,14,0,0,3,1717,275,0,0,0,0,0,1995,301,238,68,306,101,141,137,14,107,26,5,113,215,36,44,9,50,19,6,0,5,16,8,2,1,1,1,4,0,2,2,0,,
Den Helder,Hoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Museumstoomtram,0405::SB5,1624NN,0,841,1,1,0,1,6,758,80,0,0,1,0,0,844,211,63,38,190,52,45,36,16,44,10,0,7,42,6,19,5,37,1,1,0,4,5,1,0,0,0,0,5,0,2,1,0,,
Den Helder,Hoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkcentrum De Zaagtand,0405::SB6,1624 VW,0,1416,4,3,0,0,2,1250,171,0,0,0,0,0,1423,313,131,68,277,69,97,62,15,78,12,1,63,95,18,49,6,20,9,9,1,4,2,2,1,3,0,0,6,0,2,2,1,,
Den Helder,Hoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Praethuys 't Slot,0405::SB7,1623JD,0,854,2,2,0,0,3,826,29,0,0,0,0,0,858,170,95,31,162,73,52,38,9,56,7,3,5,71,7,24,4,24,0,5,0,2,9,4,0,0,0,0,1,0,2,0,0,,
Den Helder,Hoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis,0405::SB8,1625 HV,0,1814,7,5,0,0,5,1620,201,0,0,0,0,0,1826,414,171,92,314,133,96,89,15,84,26,5,39,162,19,43,7,59,6,4,0,6,5,9,0,2,0,0,9,1,1,2,1,,
Den Helder,Hoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkcentrum De Huesmolen,0405::SB9,1625 HZ,0,1855,2,4,0,9,3,1657,211,1,0,10,0,0,1871,343,201,89,304,131,145,83,14,102,23,9,23,180,23,58,17,33,19,8,1,4,18,6,5,1,0,1,9,0,3,2,0,,
Den Helder,Hoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Westfries Archief,0405::SB10,1625 NT,0,643,1,1,0,0,0,581,64,0,0,0,0,0,645,153,49,35,130,41,38,36,16,34,3,1,7,41,6,19,2,21,0,1,1,0,5,1,1,0,0,1,0,0,0,1,0,,
