contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leiden,Gouda,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau de Agnietenkapel,0513::SB101,2801 GR,643,1204,2,1,0,2,2,1136,71,0,0,2,0,0,1209,164,103,53,293,92,45,54,45,95,9,35,13,59,12,27,8,73,2,3,4,1,7,2,3,1,1,0,0,0,0,,
Leiden,Gouda,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Herpstraat,0513::SB102,2801 CR,1499,1038,4,3,0,9,2,990,62,0,0,9,0,0,1054,197,58,53,248,91,49,68,35,68,6,13,5,41,5,28,2,57,3,4,0,0,6,1,0,0,0,0,0,0,0,,
Leiden,Gouda,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau de Speelwinkel,0513::SB105,2801 VM,1677,1054,0,0,0,0,2,968,84,0,0,0,0,0,1054,151,54,56,224,103,55,55,50,66,9,9,56,50,14,23,5,47,10,4,0,0,5,3,0,2,0,0,0,3,0,,
Leiden,Gouda,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sociëteit Concordia,0513::SB106,2801 PJ,1319,772,0,0,0,0,4,724,44,0,0,0,0,0,772,134,42,26,177,106,23,35,37,51,6,16,1,31,8,21,2,38,2,5,0,1,5,0,1,0,0,0,1,3,0,,
Leiden,Gouda,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gereformeerde gemeente Gouda,0513::SB108,2801 SB,1549,678,0,2,0,0,3,593,84,0,0,0,0,0,680,105,47,38,130,47,29,21,57,23,8,60,32,40,1,16,1,13,1,1,1,1,0,5,0,1,0,0,0,0,0,,
Leiden,Gouda,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cultuurhuis Garenspinnerij,0513::SB201,2802 BC,2035,953,1,2,0,0,0,822,134,0,0,0,0,0,956,89,100,37,137,67,54,49,45,69,10,20,108,69,12,31,2,24,8,1,0,3,5,6,1,1,1,2,0,1,1,,
Leiden,Gouda,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau de Westerkerk,0513::SB205,2802 LD,1893,972,1,2,0,0,2,889,84,0,0,0,0,0,975,123,152,55,115,52,70,56,102,34,13,52,13,51,12,32,5,20,0,3,1,1,2,5,0,0,3,0,0,0,0,,
Leiden,Gouda,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal G. Leeustraat,0513::SB206,2802 RZ,1693,947,2,2,1,0,1,824,125,0,1,0,0,0,950,124,168,48,106,35,52,50,43,39,14,44,49,90,6,30,9,12,5,4,3,0,7,2,3,1,2,0,0,1,0,,
Leiden,Gouda,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum De Walvis,0513::SB207,2802 SB,1377,1327,6,9,0,1,4,1198,139,0,1,0,0,0,1341,167,231,58,122,74,75,46,47,59,13,41,152,136,3,28,13,14,24,2,3,2,6,6,2,0,3,0,0,0,0,,
Leiden,Gouda,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Coniferensingel,0513::SB304,2803 JH,1682,1164,1,2,0,0,3,1036,128,0,0,0,0,0,1167,221,102,65,209,80,81,58,61,44,12,32,50,55,2,34,4,30,6,5,0,3,5,2,0,0,0,2,1,0,0,,
