contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Nijmegen,West Maas en Waal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Alphen,0668::SB1,6626 AC,1372,971,0,0,0,0,1,864,106,0,0,0,0,0,971,307,133,110,111,37,68,31,6,34,9,3,0,53,1,20,7,0,9,2,0,1,2,24,0,0,0,0,1,1,1,,
Nijmegen,West Maas en Waal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Altforst,0668::SB2,6628 AC,432,360,0,0,0,0,0,324,36,0,0,0,0,0,360,129,44,50,42,13,19,3,0,10,1,0,0,13,0,16,2,3,0,0,0,0,1,10,0,0,0,0,2,2,0,,
Nijmegen,West Maas en Waal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Appeltern,0668::SB3,6629 AR,671,508,0,0,0,0,1,455,52,0,0,0,0,0,508,168,65,46,61,13,41,21,2,21,7,0,2,26,2,13,3,5,0,1,0,0,3,6,0,0,0,0,0,1,1,,
Nijmegen,West Maas en Waal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Beneden-Leeuwen,0668::SB4,6658 CX,2017,632,2,0,0,0,1,568,65,0,0,0,0,0,634,224,90,51,94,11,39,20,6,19,2,1,0,28,3,15,3,14,0,2,0,0,0,5,0,0,0,0,2,1,2,,
Nijmegen,West Maas en Waal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Beneden-Leeuwen,0668::SB5,6658 AG,1580,1604,5,4,0,0,1,1406,206,0,0,0,0,0,1613,552,215,120,216,40,136,40,5,44,20,1,5,107,1,45,3,18,0,5,0,3,5,14,1,1,1,2,2,1,1,,
Nijmegen,West Maas en Waal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Beneden-Leeuwen,0668::SB6,6658 XN,2052,1083,3,1,0,0,2,955,132,0,0,0,0,0,1089,360,160,99,121,27,82,27,3,24,14,0,2,76,1,41,4,15,0,2,0,1,1,14,1,0,0,0,6,2,0,,
Nijmegen,West Maas en Waal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Boven-Leeuwen,0668::SB7,6657 CB,1765,1210,7,1,0,0,1,1073,144,0,0,0,0,0,1218,364,141,145,169,37,109,47,8,46,15,4,1,39,0,37,6,14,0,4,0,3,2,11,1,1,2,0,2,1,1,,
Nijmegen,West Maas en Waal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dreumel,0668::SB8,6621 KV,1222,809,2,2,0,0,6,721,86,0,0,0,0,0,813,223,146,96,90,24,61,24,7,17,11,1,0,45,1,22,5,10,0,0,0,0,4,16,0,1,0,0,2,3,0,,
Nijmegen,West Maas en Waal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dreumel,0668::SB9,6621 AN,1565,852,0,0,0,0,3,728,121,0,0,0,0,0,852,254,136,81,98,25,51,28,9,24,7,3,0,47,2,33,5,18,0,2,2,3,1,17,0,0,0,0,0,5,1,,
Nijmegen,West Maas en Waal,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Maasbommel,0668::SB10,6627 HA,1097,765,0,0,0,0,2,681,82,0,0,0,0,0,765,222,87,81,123,24,50,22,8,25,8,0,2,35,0,29,3,13,0,3,0,2,1,24,0,1,0,0,1,1,0,,
