contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Arnhem,Nijkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brandweer Kazerne Nijkerk,0267::SB1,3861 VS,1756,1696,9,2,5,3,10,1484,221,0,0,8,0,0,1715,442,231,163,156,46,54,42,169,39,6,68,45,118,2,30,5,18,9,3,0,3,3,31,1,1,0,2,2,0,7,,
Arnhem,Nijkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Golden Tulip Ampt van Nijkerk,0267::SB2,3861 MC,1748,630,0,1,0,1,16,555,61,0,0,1,0,0,632,154,61,80,64,19,9,7,61,12,3,40,6,46,1,23,1,6,1,0,1,1,3,13,0,0,2,3,2,0,11,,
Arnhem,Nijkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Schakel,0267::SB3,3862 CX,1614,1283,1,2,0,7,2,1159,132,0,0,7,0,0,1293,287,141,153,104,25,39,27,165,21,6,115,22,92,2,27,4,13,4,3,2,1,3,17,0,1,0,1,5,0,3,,
Arnhem,Nijkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kruiskerk,0267::SB4,3861 BX,1746,1429,0,4,0,0,2,1277,154,0,0,0,0,0,1433,317,149,225,141,27,52,37,162,32,16,58,34,86,6,24,7,15,4,5,0,1,1,24,0,4,0,0,1,0,1,,
Arnhem,Nijkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkelijk centrum de Verbinding,0267::SB5,3863 HT,1486,1552,2,1,0,10,6,1384,175,0,0,10,0,0,1565,413,133,165,167,40,40,39,186,33,12,82,26,82,5,41,8,25,17,8,1,4,3,9,0,1,0,5,4,0,3,,
Arnhem,Nijkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Watergoor,0267::SB6,3861 MA,1566,769,0,0,0,0,2,676,91,0,0,0,0,0,769,203,98,94,67,23,25,23,72,14,4,21,16,44,2,15,1,6,6,1,2,0,0,24,0,3,0,0,4,0,1,,
Arnhem,Nijkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Watergoor,0267::SB7,3861 MA,1789,718,0,1,0,0,2,626,91,0,0,0,0,0,719,179,95,90,70,24,21,9,62,15,2,25,22,45,2,14,2,10,2,3,1,2,1,15,1,0,0,0,3,0,3,,
Arnhem,Nijkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Opstandingskerk,0267::SB8,3862 KD,1729,1135,0,0,0,0,1,1001,133,0,0,0,0,0,1135,188,130,154,67,31,37,22,187,21,7,124,7,73,4,31,3,5,13,2,0,2,0,18,0,0,1,3,4,0,1,,
Arnhem,Nijkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijklocatie De Flier,0267::SB9,3863 JA,859,373,0,0,0,3,4,337,39,0,0,7,0,0,380,109,45,28,36,13,15,8,33,8,0,14,11,18,0,9,2,5,7,1,0,0,1,9,0,0,0,0,1,0,0,,
Arnhem,Nijkerk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Koetshuis,0267::SB10,3862 KD,1495,960,3,0,0,1,9,857,96,0,1,0,0,0,962,244,135,100,91,25,30,17,91,19,6,39,9,73,2,25,11,15,3,3,0,0,0,14,0,0,1,0,1,0,6,,
