contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leiden,Voorschoten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerk Het Kruispunt A,0626::SB1,2251 BH,800,674,1,1,0,0,3,617,56,0,0,0,0,0,676,159,73,43,126,52,31,33,7,36,7,2,10,33,1,19,7,22,4,3,0,1,1,0,4,0,0,0,0,0,0,,
Leiden,Voorschoten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerk Het Kruispunt B,0626::SB2,2251 BH,800,792,0,3,0,3,3,719,76,0,0,3,0,0,798,170,76,51,154,67,42,33,12,34,3,0,16,48,3,31,9,29,7,0,0,0,5,0,1,1,0,0,0,0,0,,
Leiden,Voorschoten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Alettahof A,0626::SB3,2253 RP,800,778,0,0,0,0,1,721,56,0,0,0,0,0,778,187,56,45,167,78,31,28,22,38,5,4,5,43,5,16,3,31,3,6,1,0,1,1,1,0,0,0,0,1,0,,
Leiden,Voorschoten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Alettahof B,0626::SB4,2253 RP,800,827,0,0,0,0,2,758,67,0,0,0,0,0,827,189,65,55,200,88,26,36,18,38,6,4,3,25,6,24,3,25,0,1,0,2,8,2,0,0,1,1,0,1,0,,
Leiden,Voorschoten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Ontmoeting,0626::SB5,2253 XG,800,1170,2,5,0,3,0,1086,94,0,0,3,0,0,1180,234,115,76,259,91,58,50,40,62,4,6,12,49,7,34,3,44,10,3,0,3,4,1,4,0,0,0,1,0,0,,
Leiden,Voorschoten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voorhuis Dorpskerk,0626::SB6,2251 BS,800,761,0,1,0,0,2,698,64,0,0,2,0,0,764,164,58,73,168,44,21,28,16,48,6,4,3,39,5,26,9,32,1,1,1,3,6,1,1,2,0,0,0,1,0,,
Leiden,Voorschoten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Boschbloem A,0626::SB7,2252 EA,800,708,0,0,0,0,1,631,76,0,0,0,0,0,708,190,48,41,173,47,26,25,10,36,2,6,3,40,4,23,6,18,1,0,0,0,2,5,2,0,0,0,0,0,0,,
Leiden,Voorschoten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Boschbloem B,0626::SB8,2252 EA,800,855,1,0,0,0,2,757,97,0,0,0,0,0,856,230,54,58,232,52,19,29,26,36,4,1,3,28,0,29,8,37,0,2,0,1,0,3,0,1,0,0,0,2,0,,
Leiden,Voorschoten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bondsgebouw A,0626::SB9,2251 LG,800,1870,1,2,0,0,3,1667,203,0,0,0,0,0,1873,560,140,139,423,82,55,68,35,74,8,2,19,63,12,65,9,88,3,2,2,2,5,10,0,1,0,1,0,1,1,,
Leiden,Voorschoten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Vliethorst A,0626::SB11,2251 CT,800,603,1,0,0,0,3,543,59,0,0,1,0,0,605,188,60,53,109,31,20,23,12,26,5,0,4,24,1,13,3,25,0,0,0,0,2,2,1,1,0,0,0,0,0,,
