contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Zwolle,Tubbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau t Oale Roadhoes, Tubbergen",0183::SB1,7651 CH,0,1001,1,2,0,0,3,896,105,0,0,0,0,0,1004,291,119,295,96,16,31,12,5,10,4,2,1,32,0,15,4,14,0,0,0,1,0,50,0,0,0,0,3,0,0,0,0,,
Zwolle,Tubbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau De Delle, Tubbergen",0183::SB2,7651 CL,0,701,1,0,0,0,4,631,67,0,0,0,0,0,702,169,66,220,73,10,29,18,9,7,8,1,0,31,0,17,0,12,0,1,0,2,0,24,0,0,0,0,2,0,2,0,0,,
Zwolle,Tubbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportcentrum de Vlaskoel Tubbergen,0183::SB3,7651 LD,0,695,1,0,0,0,0,629,67,0,0,0,0,0,696,195,58,186,87,12,34,20,1,7,8,1,1,27,0,19,3,9,0,0,0,0,3,22,0,0,0,0,1,0,1,0,0,,
Zwolle,Tubbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontm ruimte De Aanleg Geesteren,0183::SB4,7678 VZ,0,1064,3,0,0,0,3,930,134,0,0,0,0,0,1067,250,142,359,49,2,22,5,8,6,5,6,0,47,0,22,3,17,0,0,0,1,2,114,0,1,0,2,1,0,0,0,0,,
Zwolle,Tubbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal Kottink Geesteren,0183::SB5,7678 AW,0,1189,0,1,0,0,2,1019,169,0,0,0,0,0,1190,331,131,381,51,14,20,6,8,3,7,4,0,67,0,33,1,7,0,0,0,2,0,121,1,0,0,0,1,0,0,0,0,,
Zwolle,Tubbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau De Spil, Fleringen",0183::SB6,7666 LH,0,638,0,0,0,0,0,584,54,0,0,0,0,0,638,141,68,272,42,9,10,4,2,6,0,0,0,23,0,10,2,6,0,0,0,0,1,41,1,0,0,0,0,0,0,0,0,,
Zwolle,Tubbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis 't Eschhoes,0183::SB7,7661 RA,0,940,1,0,0,1,13,851,78,0,0,1,0,0,942,250,86,331,76,12,13,10,7,13,2,0,0,22,0,26,2,8,0,2,0,0,1,78,0,0,0,0,0,0,1,0,0,,
Zwolle,Tubbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Zaal Morshuis, Albergen",0183::SB8,7665 RX,0,1085,0,1,0,1,1,954,133,0,1,0,0,0,1088,295,102,330,74,17,32,11,2,9,5,1,0,65,1,50,3,5,0,1,0,0,1,78,0,0,0,0,1,0,2,0,0,,
Zwolle,Tubbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cultuurhoes Albergen,0183::SB9,7665 AJ,0,946,0,2,0,0,0,857,91,0,0,0,0,0,948,215,120,289,84,14,19,17,2,10,4,1,0,44,1,51,6,9,0,0,0,0,3,53,0,0,0,0,1,0,1,0,2,,
Zwolle,Tubbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau zaal Bays Reutum,0183::SB10,7667 PZ,0,825,0,1,0,0,1,744,81,0,0,0,0,0,826,204,77,322,45,10,26,9,4,12,2,2,0,27,1,18,1,8,0,0,0,0,1,54,0,0,0,0,1,0,0,0,1,,
