contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,Bladel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1728::SB1,5531 BC,2515,1714,3,2,0,0,7,1530,182,0,0,0,0,0,1719,502,209,149,256,79,112,66,6,40,26,3,6,99,7,40,10,46,1,1,2,5,7,23,0,5,2,0,6,4,0,2,,
's-Hertogenbosch,Bladel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Den Herd - Sniederszaal,1728::SB2,5531 HM,1783,908,4,1,0,0,1,831,81,0,0,0,0,0,913,251,109,79,134,42,102,38,5,17,8,0,4,52,1,9,3,19,0,3,1,3,7,10,1,2,3,0,3,0,1,1,,
's-Hertogenbosch,Bladel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Den Herd - Kempenzaal,1728::SB3,5531 HM,1742,1007,1,2,0,0,2,912,96,0,0,0,0,0,1010,276,133,88,179,37,82,38,1,27,30,0,1,42,3,13,5,13,0,3,0,1,9,17,0,0,0,0,1,6,0,2,,
's-Hertogenbosch,Bladel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Pius-X college,1728::SB4,5531 PZ,2178,1209,1,0,0,1,5,1079,127,0,0,1,0,0,1211,376,160,111,163,49,85,40,3,20,19,4,0,59,2,45,4,34,0,1,4,4,4,15,0,1,0,0,3,1,0,2,,
's-Hertogenbosch,Bladel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Poel,1728::SB5,5534 AD,805,610,0,1,0,2,0,579,34,0,0,2,0,0,613,213,65,76,85,18,27,23,3,12,3,0,0,26,1,15,6,16,0,0,0,1,4,14,0,0,0,0,2,0,0,0,,
's-Hertogenbosch,Bladel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Den Tref,1728::SB6,5527 EH,2239,1347,2,3,3,0,2,1212,135,0,3,0,0,0,1349,453,137,151,177,46,95,41,11,49,5,0,1,74,0,46,9,27,0,2,0,3,4,10,0,0,2,0,2,2,0,0,,
's-Hertogenbosch,Bladel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Café 't Pleintje,1728::SB7,5527 EE,2232,1342,3,0,0,0,10,1200,135,0,0,0,0,0,1345,399,166,139,187,46,103,37,8,30,14,2,3,93,0,44,4,29,0,5,1,3,3,16,1,1,2,0,2,2,0,2,,
's-Hertogenbosch,Bladel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Den Aord,1728::SB8,5529 AK,868,658,0,1,0,0,1,602,56,0,0,0,0,0,659,195,75,103,69,22,56,12,4,14,5,2,0,32,0,19,1,20,0,1,1,3,4,16,0,1,0,0,2,0,0,1,,
's-Hertogenbosch,Bladel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau D'n Anloop,1728::SB9,5528 AW,1767,1319,1,0,0,0,3,1316,1,0,0,0,0,0,1320,395,145,227,159,19,70,29,15,33,18,1,0,79,4,30,5,26,0,2,0,4,3,52,1,1,1,0,0,0,0,0,,
's-Hertogenbosch,Bladel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1728::SB10,5531 BC,0,1457,0,0,0,0,,,,,0,0,,,1457,416,88,426,124,35,112,115,12,33,50,1,2,9,1,11,1,9,0,0,0,0,0,3,0,8,0,0,1,0,0,0,0,0
's-Hertogenbosch,Bladel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1728::SB101,5531 BC,0,440,0,0,0,0,2,392,46,0,0,0,0,0,440,102,62,74,58,9,55,32,6,11,9,1,0,8,0,5,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
's-Hertogenbosch,Bladel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Den Tref,1728::SB102,5527 EH,0,272,1,1,0,0,2,244,28,0,0,0,0,0,274,77,31,56,30,5,18,16,3,5,7,0,0,3,0,13,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,,
's-Hertogenbosch,Bladel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1728::SB110,5531 BC,0,452,0,1,0,0,0,401,52,0,0,0,0,0,453,113,64,52,61,15,61,20,4,14,11,0,1,15,0,9,2,6,0,0,0,0,0,1,0,2,0,0,1,0,0,0,,
's-Hertogenbosch,Bladel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Den Tref,1728::SB120,5527 EH,0,214,0,0,0,0,1,186,27,0,0,0,0,0,214,54,23,30,16,6,29,8,5,8,4,0,0,17,1,5,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,
