contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Middelburg,Veere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Zanddijk (Veere),0717::SB1,4351 NH,1331,905,1,2,0,0,15,788,104,0,1,0,0,0,907,227,54,101,121,36,32,39,70,62,3,50,1,41,1,21,1,18,1,3,0,0,5,15,0,0,0,1,2,0,,
Middelburg,Veere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Verenigingsgebouw De Spil,0717::SB2,4352 AH,411,347,0,0,0,0,2,318,27,0,0,0,0,0,347,74,24,46,24,12,20,26,19,23,3,35,0,15,0,6,2,3,0,1,0,1,2,10,0,1,0,0,0,0,,
Middelburg,Veere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymzaal Vrouwenpolder,0717::SB3,4354 BG,845,634,0,0,0,0,15,556,63,0,0,0,0,0,634,166,47,67,73,20,31,27,56,20,5,34,0,38,0,12,0,7,0,1,0,2,6,16,1,0,0,3,2,0,,
Middelburg,Veere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Verenigingsgebouw De Zandput,0717::SB4,4353 BA,1421,1044,0,2,0,2,2,957,85,0,2,0,0,0,1044,204,82,159,110,26,36,45,89,29,7,148,0,38,1,33,1,7,0,0,0,1,3,22,0,0,0,1,2,0,,
Middelburg,Veere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Verenigingsgebouw Amicitia,0717::SB5,4363 BC,1072,860,0,1,0,0,0,723,138,0,0,0,0,0,861,80,23,65,33,8,13,12,67,8,5,503,1,15,0,12,1,0,0,0,0,1,2,9,0,0,0,2,0,0,,
Middelburg,Veere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis Nimmerdor,0717::SB6,4364 BL,1137,841,1,1,0,0,0,763,80,0,0,0,0,0,843,216,49,133,93,19,22,41,55,24,5,88,0,42,0,18,1,5,0,3,1,0,3,18,1,1,0,3,0,0,,
Middelburg,Veere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Verenigingsgebouw Ons Huis,0717::SB7,4365 AH,1032,804,1,0,0,0,3,666,136,0,0,0,0,0,805,52,38,49,15,7,13,11,36,5,2,516,0,28,1,11,2,4,0,0,0,0,0,12,0,1,0,0,1,0,,
Middelburg,Veere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sportcentrum De Couburg,0717::SB8,4371 AZ,1381,1015,0,1,0,3,15,901,103,0,0,3,0,0,1019,266,88,92,158,37,45,49,33,52,17,27,0,84,5,24,1,12,2,4,0,1,4,12,1,0,0,1,0,0,,
Middelburg,Veere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau WoZoCo De Brouwerij,0717::SB9,4371 EB,1388,578,1,1,0,0,13,504,65,0,0,0,0,0,582,154,55,56,68,24,27,29,23,28,4,19,0,27,2,21,3,16,0,3,0,1,4,8,0,0,2,1,3,0,,
Middelburg,Veere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MFA Onderdak,0717::SB10,4373 DA,700,537,0,0,0,0,1,490,47,0,0,0,0,0,538,152,30,97,55,10,24,17,21,40,4,30,0,23,2,12,1,3,0,0,0,1,0,12,1,1,0,0,1,0,,
Middelburg,Veere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MFA De Soute Schakel,0717::SB11,4374 BB,1382,996,0,0,0,0,43,837,116,0,0,0,0,0,996,276,96,144,111,22,32,38,39,32,12,32,1,87,2,38,2,12,0,3,0,0,2,10,1,1,2,1,0,0,,
Middelburg,Veere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeentehuis Domburg,0717::SB12,4357 ET,1178,891,2,0,0,0,56,754,83,0,0,0,0,0,893,256,56,61,152,27,50,50,14,42,15,35,2,46,0,36,10,19,0,1,0,1,4,11,1,1,0,0,1,0,,
Middelburg,Veere,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Zionskerk,0717::SB13,4356 AS,1031,358,0,0,0,0,15,311,32,0,0,0,0,0,358,66,13,57,39,16,16,15,28,11,1,62,0,18,0,5,1,3,0,0,0,0,0,7,0,0,0,0,0,0,,
