contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,Boxmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0756::SB1,5831 JX,0,848,1,3,0,0,3,767,82,0,0,0,0,0,852,227,89,104,125,40,76,33,7,34,6,0,11,30,3,14,2,24,1,2,0,2,1,7,1,0,0,0,2,0,5,2,,
's-Hertogenbosch,Boxmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Weijer,0756::SB2,5831 KC,0,642,0,0,0,1,3,576,64,0,0,1,0,0,643,200,44,73,127,21,61,24,1,20,5,0,2,22,0,7,1,20,3,1,1,0,2,3,2,0,0,0,1,1,0,0,,
's-Hertogenbosch,Boxmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum De Driewiek,0756::SB3,5831 VV,0,886,0,4,0,0,1,776,113,0,0,0,0,0,890,158,118,66,112,37,160,52,4,23,5,3,20,54,5,20,1,14,6,2,2,2,6,8,2,0,0,0,4,0,0,2,,
's-Hertogenbosch,Boxmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau zaal 't Vertrek,0756::SB4,5831 CR,0,814,8,1,0,0,1,732,90,0,0,0,0,0,823,167,134,73,136,24,96,33,2,30,8,1,3,41,1,18,3,15,4,2,0,1,5,12,2,0,0,0,3,0,0,0,,
's-Hertogenbosch,Boxmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Jenaplan Kindcentrum,0756::SB5,5831 CA,0,722,0,1,0,0,3,643,77,0,0,0,0,0,723,136,90,68,119,44,100,41,2,21,6,0,10,39,3,8,1,14,1,2,1,1,8,2,1,1,0,0,2,1,0,0,,
's-Hertogenbosch,Boxmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal Riche (1),0756::SB6,5831 JB,0,714,4,5,0,0,6,654,63,0,0,0,0,0,723,192,85,72,112,26,73,23,8,20,4,0,11,24,0,20,5,18,4,1,1,1,1,8,1,1,0,0,1,1,0,1,,
's-Hertogenbosch,Boxmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis de Elsenhof,0756::SB7,5836 AN,0,1074,0,4,0,1,2,885,194,2,0,3,0,0,1081,299,95,161,165,27,103,39,3,27,9,1,0,50,1,16,1,22,0,1,1,3,5,36,1,0,0,0,3,3,0,2,,
's-Hertogenbosch,Boxmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC Het Kruispunt,0756::SB8,5835 AT,0,1123,3,1,0,2,5,1004,120,0,0,2,0,0,1129,318,120,149,160,41,107,31,15,29,9,1,0,39,3,45,2,18,0,2,1,1,3,26,0,0,0,0,1,1,0,1,,
's-Hertogenbosch,Boxmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis de Kleppenburg,0756::SB9,5441 BK,0,1177,1,0,0,1,1,1050,126,0,1,0,0,0,1177,329,177,110,159,37,108,48,5,20,7,1,2,46,0,45,3,17,0,0,0,2,11,41,4,0,0,1,4,0,0,0,,
's-Hertogenbosch,Boxmeer,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Poel,0756::SB10,5447 AW,0,1002,1,2,0,2,0,914,93,0,0,2,0,0,1007,314,94,173,128,31,82,25,2,22,15,0,2,33,0,26,2,9,0,3,0,2,1,31,2,0,0,0,3,1,0,1,,
