contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,Geldrop-Mierlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau SCC Hofdael,1771::SB1,5664 HV,1552,1309,1,5,0,2,5,1175,137,0,0,2,0,0,1317,309,169,107,212,66,91,49,17,56,17,3,14,84,5,32,1,52,1,7,0,0,5,2,1,3,0,0,3,3,0,0,,
's-Hertogenbosch,Geldrop-Mierlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kasteelhoeve Geldrop I,1771::SB2,5662 JG,1476,820,1,0,0,0,3,745,73,0,0,0,0,0,821,196,59,62,174,67,48,31,8,29,9,2,2,45,3,23,2,37,0,4,0,2,0,5,0,0,1,0,3,6,0,2,,
's-Hertogenbosch,Geldrop-Mierlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kasteelhoeve Geldrop II,1771::SB3,5662 JG,1428,719,2,1,0,0,0,647,75,0,0,0,0,0,722,194,67,39,161,53,45,24,9,25,5,1,4,34,4,19,1,25,0,1,2,2,0,2,1,0,0,0,0,1,0,0,,
's-Hertogenbosch,Geldrop-Mierlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Coevering,1771::SB4,5665 GA,1431,482,1,1,0,0,1,420,63,0,0,0,0,0,484,101,79,34,61,29,43,22,10,19,8,1,17,27,2,10,2,3,3,2,0,1,3,1,0,0,2,0,1,0,0,1,,
's-Hertogenbosch,Geldrop-Mierlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis Zesgehuchten,1771::SB5,5663 AC,1512,2309,1,3,1,5,7,2069,243,0,0,6,0,0,2319,631,195,198,506,118,133,113,37,108,22,0,3,102,2,52,2,55,0,5,0,6,9,3,3,1,1,0,1,1,0,2,,
's-Hertogenbosch,Geldrop-Mierlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool De Ganzebloem I,1771::SB6,5663 SK,1529,900,2,0,0,0,0,811,93,2,0,2,0,0,904,275,84,92,195,51,50,34,7,23,7,0,2,31,4,14,4,21,0,1,0,1,1,1,0,1,0,0,1,0,0,0,,
's-Hertogenbosch,Geldrop-Mierlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool De Ganzebloem II,1771::SB7,5663 SK,1498,1290,2,1,0,0,0,1165,130,2,0,2,0,0,1295,380,115,109,259,94,81,62,10,30,7,0,1,47,2,36,4,29,0,0,0,5,7,5,0,1,0,0,6,0,0,0,,
's-Hertogenbosch,Geldrop-Mierlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Coevering,1771::SB8,5665 GA,1372,422,2,3,1,0,0,392,36,0,0,1,0,0,428,80,58,29,70,24,42,26,2,15,6,1,7,27,4,15,1,7,3,0,0,0,1,1,0,0,0,0,2,1,0,0,,
's-Hertogenbosch,Geldrop-Mierlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum de Dreef,1771::SB9,5665 VA,1490,1313,5,3,1,0,2,1169,151,0,0,1,0,0,1322,198,269,78,143,78,146,57,11,65,13,3,22,119,7,22,9,28,8,9,0,2,8,4,1,2,3,0,6,0,0,2,,
's-Hertogenbosch,Geldrop-Mierlo,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nuts Basisschool de Regenboog,1771::SB10,5665 VS,1397,582,4,2,0,0,0,537,51,0,0,0,0,0,588,76,82,53,83,25,47,20,5,30,5,0,31,57,2,12,5,15,7,1,2,4,1,3,1,3,0,0,0,5,4,3,,
