contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Utrecht,Oudewater,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadskantoor,0589::SB1,3421 NE,1731,1301,0,3,0,0,3,1150,151,0,0,0,0,0,1304,384,108,178,170,22,34,20,53,18,9,53,5,77,3,43,23,22,0,2,0,3,5,65,0,0,0,1,2,0,1,0,,
Utrecht,Oudewater,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zalencentrum,0589::SB2,3421 BE,1569,1122,2,2,0,0,2,1023,101,0,0,0,0,0,1126,326,76,148,172,23,32,28,48,25,4,42,0,72,3,27,20,24,0,1,1,3,5,37,2,1,0,1,1,0,0,0,,
Utrecht,Oudewater,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau St. Jozef School,0589::SB3,3421 XL,1609,1117,1,2,0,1,0,981,140,0,0,1,0,0,1121,309,104,135,150,22,38,37,65,19,10,43,3,47,1,35,20,16,1,1,1,3,2,47,0,0,3,2,2,0,1,0,,
Utrecht,Oudewater,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Boezem,0589::SB5,3467 PM,550,430,0,2,0,0,0,388,44,0,0,0,0,0,432,118,33,44,56,11,19,7,30,12,0,26,2,17,0,19,4,8,0,0,0,0,0,20,0,0,1,2,1,0,0,0,,
Utrecht,Oudewater,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cultuurhuis,0589::SB6,3421 KW,1128,824,2,1,0,1,0,750,78,0,0,1,0,0,828,255,65,123,105,25,21,16,45,9,0,25,0,48,2,19,18,12,1,1,0,1,1,31,0,0,0,0,1,0,0,0,,
Utrecht,Oudewater,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportbar Noord Syde,0589::SB7,3421 JH,1307,447,1,0,0,0,0,413,35,0,0,0,0,0,448,105,62,66,57,7,18,11,11,8,4,10,4,33,0,22,12,5,1,1,0,0,0,6,1,0,1,1,1,0,0,0,,
Utrecht,Oudewater,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadkantoor (maandag),0589::SB15,3421 NE,0,274,0,0,1,0,0,253,20,0,1,0,0,0,273,62,27,61,39,4,16,16,17,3,4,6,0,7,1,5,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,
Utrecht,Oudewater,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportbar Noord Syde (maandag),0589::SB16,3421 JH,0,79,0,0,0,0,0,76,3,0,0,0,0,0,79,10,13,23,9,1,2,4,9,1,0,0,0,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Utrecht,Oudewater,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadskantoor (dinsdag),0589::SB17,3421 NE,0,273,0,0,0,0,1,249,23,0,0,0,0,0,273,74,16,56,24,11,7,7,11,5,3,13,2,7,0,10,5,2,0,2,0,0,1,16,0,0,0,0,1,0,0,0,,
Utrecht,Oudewater,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportbar Noord Syde (dinsdag),0589::SB18,3421 JH,0,145,0,0,0,0,0,130,15,0,0,0,0,0,145,24,17,30,15,1,8,4,8,2,4,5,5,4,0,6,2,1,0,1,0,0,0,5,0,0,0,1,2,0,0,0,,
Utrecht,Oudewater,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau Stadskantoor (wo-ochtend),0589::SB30,3421 NE,0,712,0,0,0,0,,,,,0,0,,,712,176,60,204,39,9,22,62,58,13,16,28,0,0,0,9,5,2,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0
Utrecht,Oudewater,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau Stadskantoor (wo-avond),0589::SB31,3421 NE,0,15,0,0,0,0,,,,,0,1,,,16,5,1,2,0,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
