contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RSG Stad en Esch,1701::SB1,7981 BC,1392,778,0,0,0,0,11,697,70,0,0,0,0,0,778,179,80,54,95,43,74,47,20,50,8,7,2,42,2,15,0,8,0,5,0,2,1,37,0,0,1,0,4,2,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hotel Villa Nova Zorgvlied,1701::SB2,8437 PB,420,341,0,0,0,0,36,278,27,0,0,0,0,0,341,73,27,25,50,29,24,22,8,26,3,1,0,14,0,12,1,4,0,0,0,2,0,20,0,0,0,0,0,0,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Oens Huus,1701::SB3,7983 KL,526,391,0,0,0,0,5,358,28,0,0,0,0,0,391,125,21,55,30,17,14,28,10,26,1,0,0,12,0,16,0,6,0,0,0,0,2,25,0,0,0,0,0,3,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ons Dorpshuis,1701::SB4,8384 EE,1503,971,2,3,0,0,1,893,82,0,0,0,0,0,976,188,124,81,113,49,62,55,31,60,8,9,1,74,0,43,8,11,0,2,0,0,7,34,0,2,0,2,7,0,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Hulsebosch,1701::SB5,7991 RS,1370,758,2,1,0,0,9,688,64,0,0,0,0,0,761,174,60,89,123,27,50,52,15,20,7,4,1,49,2,20,4,11,0,1,1,1,4,33,1,2,0,1,5,1,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis De Gowe,1701::SB6,7991 TD,762,542,0,0,0,1,6,504,33,0,0,1,0,0,543,127,32,78,78,34,14,29,21,41,0,2,1,28,2,11,1,10,0,0,0,0,0,32,1,0,0,0,0,0,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Landhotel De Borken,1701::SB7,7991 PJ,424,379,0,0,0,0,9,335,35,0,0,0,0,0,379,72,21,52,61,37,11,19,6,23,3,0,0,16,1,9,2,11,0,3,1,0,0,26,2,0,0,0,0,3,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Veldkei,1701::SB8,7971 BX,1110,417,1,0,0,0,2,385,31,0,0,0,0,0,418,122,26,51,79,15,19,20,3,17,3,4,0,14,0,19,3,8,0,0,2,1,1,8,1,0,1,0,0,0,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Wiekslag,1701::SB9,8351 HR,633,482,0,1,0,1,4,446,32,0,1,0,0,0,482,116,52,45,52,32,26,23,6,38,2,1,1,29,0,18,3,10,0,0,0,0,0,26,0,1,0,0,1,0,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis  De Vlasbarg'n,1701::SB10,7975 BX,1225,886,2,0,0,0,1,820,67,0,0,0,0,0,888,205,107,68,106,43,43,72,11,46,8,1,1,66,1,23,6,14,0,6,0,1,3,48,0,0,0,0,3,4,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis  De Stobbe,1701::SB11,7973 KG,771,533,1,0,0,0,3,478,53,0,0,0,0,0,534,77,123,39,49,21,45,36,19,30,13,10,0,22,2,20,0,5,0,3,0,0,4,10,1,0,1,0,3,0,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Restaurant Hartenlust,1701::SB12,7971 AK,930,611,3,2,0,0,2,561,53,0,0,0,0,0,616,156,51,42,103,29,43,37,15,33,4,0,1,27,0,17,1,26,1,1,0,0,4,19,0,0,0,0,1,0,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Restaurant De Tippe,1701::SB13,8381 BX,1375,720,2,1,0,0,9,634,80,0,0,0,0,0,723,145,79,52,103,23,55,40,15,57,13,5,3,42,1,26,4,8,3,1,0,0,7,34,0,0,1,1,0,2,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis in Diever,1701::SB14,7981 EL,1146,774,1,1,0,0,27,679,70,0,0,0,0,0,776,193,52,93,115,51,35,48,34,47,3,13,0,26,0,9,2,13,0,1,0,5,4,25,1,0,0,0,2,2,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Hof van Dwingeloo,1701::SB15,7991 AA,874,622,1,1,0,0,11,565,48,0,0,0,0,0,624,164,48,66,121,31,19,43,15,26,3,0,0,24,0,6,2,12,0,0,0,0,2,36,0,0,0,0,3,1,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brandweerkazerne Vledder,1701::SB16,8381 BB,930,513,2,1,0,1,3,469,45,0,0,1,0,0,517,108,47,41,83,24,31,47,12,30,4,5,1,31,1,16,1,8,0,2,0,0,4,15,1,0,0,0,0,1,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Veldkei,1701::SB17,7971 BX,1014,673,3,0,0,0,11,609,56,0,0,0,0,0,676,174,71,69,98,24,36,45,11,31,5,0,0,41,1,18,0,12,0,2,0,1,6,17,0,1,3,0,2,5,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Hulsebosch,1701::SB18,7991 RS,0,126,0,0,0,0,3,108,15,0,0,0,0,0,126,38,6,8,15,7,2,25,2,15,1,0,0,2,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis  De Veldkei,1701::SB19,7971 BX,0,259,0,0,0,0,2,235,22,0,0,0,0,0,259,81,31,32,38,4,20,33,5,4,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Restaurant De Tippe,1701::SB20,8381 BX,0,204,0,0,0,0,2,189,13,0,0,0,0,0,204,44,11,22,23,6,18,37,13,15,2,0,1,4,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,1,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis in Diever,1701::SB21,7981 EL,0,224,0,0,0,0,10,193,21,0,0,0,0,0,224,37,10,31,22,10,15,28,13,33,0,5,0,4,0,3,0,7,0,2,0,0,0,3,0,0,0,0,1,0,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Hulsebosch,1701::SB22,7991 RS,0,154,0,1,0,0,0,143,12,0,0,0,0,0,155,44,12,21,18,3,10,19,10,6,0,0,0,2,0,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis  De Veldkei,1701::SB23,7971 BX,0,282,0,2,0,1,6,260,19,0,0,1,0,0,285,75,22,30,48,8,24,30,4,16,1,2,0,6,1,7,1,4,0,1,0,0,0,0,0,1,0,0,1,0,0,,
Assen,Westerveld,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Restaurant De Tippe,1701::SB24,8381 BX,0,215,1,0,0,0,3,196,17,0,0,0,0,0,216,40,23,24,35,16,16,17,15,12,0,1,0,1,2,8,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,,
