contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leiden,Waddinxveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeentehuis,0627::SB1,2741 HS,979,1331,2,1,0,0,2,1179,153,0,0,0,0,0,1334,338,136,84,167,38,50,35,107,35,9,110,39,87,2,42,5,15,8,5,0,4,1,7,2,0,2,0,0,2,1,,
Leiden,Waddinxveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkgebouw Zonnig Zuid,0627::SB2,2741 JR,1452,838,0,1,0,1,0,746,94,0,0,1,0,0,840,177,108,68,75,19,41,36,56,25,7,73,21,64,1,29,3,20,1,2,0,2,0,4,0,3,1,1,0,1,0,,
Leiden,Waddinxveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Cultuurhuys De Kroon,0627::SB3,2741 MW,1749,919,1,0,1,0,1,829,91,0,0,1,0,0,921,233,93,61,141,26,37,38,64,28,7,43,10,51,3,33,5,24,4,1,0,0,2,2,4,3,1,3,0,1,1,,
Leiden,Waddinxveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Hoeksteen,0627::SB4,2742 XG,1527,851,1,0,0,0,1,747,105,1,0,1,0,0,853,141,86,68,64,15,40,30,102,29,3,167,9,44,2,22,3,6,1,4,3,1,5,3,0,2,0,1,0,0,0,,
Leiden,Waddinxveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sleutelkwartier (SK Lab),0627::SB5,2741 GS,1322,762,1,1,0,0,1,676,87,0,0,0,0,0,764,141,98,55,73,21,29,10,63,22,11,86,20,69,3,29,5,12,5,0,0,4,3,1,0,1,0,0,0,1,0,,
Leiden,Waddinxveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Bethelkerk,0627::SB6,2741 AP,1267,772,1,2,0,1,1,697,78,0,0,1,0,0,776,119,75,70,74,21,36,12,107,17,14,96,37,41,1,29,3,11,1,1,0,0,2,1,0,1,0,1,0,2,0,,
Leiden,Waddinxveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kleurrijk,0627::SB7,2741 XL,1488,693,0,2,0,0,0,631,64,0,0,0,0,0,695,139,84,54,55,22,24,25,94,18,10,69,21,37,1,12,4,5,1,1,0,1,2,4,2,4,1,0,0,2,1,,
Leiden,Waddinxveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Anne Frankcentrum,0627::SB8,2741 DS,1341,585,0,3,0,0,0,527,61,0,0,0,0,0,588,115,73,44,65,22,25,23,75,15,6,49,12,14,0,18,3,9,12,0,0,0,1,0,0,0,3,1,0,0,0,,
Leiden,Waddinxveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Ontmoetingskerk,0627::SB9,2742 DJ,1418,1117,1,1,0,3,3,1010,109,0,0,3,0,0,1122,240,73,109,126,29,55,48,147,20,9,114,9,55,3,34,3,17,1,1,1,2,7,8,1,1,3,0,1,0,0,,
Leiden,Waddinxveen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Voormailig schoolgebouw Wingerd 45,0627::SB10,2742 SC,1318,818,0,2,0,0,3,714,99,0,4,0,4,0,816,138,65,59,122,32,34,27,101,20,6,68,33,37,10,25,3,6,12,1,0,3,5,6,3,0,0,2,0,0,0,,
