contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Haarlem,Laren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Klaas Bouthal,0417::SB1,1251 XH,1564,562,1,0,1,2,0,508,52,0,3,0,0,0,560,238,43,40,111,13,14,19,5,16,2,0,0,21,0,9,1,20,0,1,0,0,2,0,4,0,0,2,0,0,1,0,,
Haarlem,Laren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Johanneskerk,0417::SB2,1251 AW,1383,1266,0,1,0,8,6,1153,117,1,0,9,0,0,1276,510,76,117,252,36,24,29,7,56,5,2,2,37,3,35,2,60,2,1,1,1,3,0,1,2,0,2,0,0,0,0,,
Haarlem,Laren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Klaas Bouthal,0417::SB3,1251 XH,1449,647,2,0,1,2,1,578,73,0,0,3,0,0,652,266,35,52,127,24,13,16,3,27,2,2,1,24,3,18,0,30,1,0,0,0,0,0,1,0,0,0,0,1,1,0,,
Haarlem,Laren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw De Blokhut,0417::SB4,1251 VK,1504,1128,0,2,0,3,1,1055,77,0,0,3,0,0,1133,318,133,78,173,46,68,52,16,64,12,4,7,66,4,30,2,33,1,2,0,2,3,9,2,0,0,1,0,0,2,0,,
Haarlem,Laren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Paviljoentent bij SV Laren 99,0417::SB5,1251 SC,1567,815,0,0,0,0,2,735,78,0,0,0,0,0,815,359,39,67,156,18,4,11,7,35,2,1,3,49,0,21,1,35,2,1,0,0,2,1,0,0,0,1,0,0,0,0,,
Haarlem,Laren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oude Rabobank,0417::SB6,1251 KH,1322,819,0,0,0,3,1,734,80,0,4,0,1,0,815,397,55,49,133,10,9,12,3,33,1,0,5,46,3,26,1,32,0,2,0,0,2,0,0,0,0,0,0,0,0,0,,
Haarlem,Laren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau mobiel stembureau met beperkte toegang,0417::SB7,1251 NA,0,53,0,0,0,0,0,53,0,0,0,0,0,0,53,19,4,4,9,2,3,4,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Haarlem,Laren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oude Rabobank (15-03-2021),0417::SB8,1251 KH,0,582,0,0,0,1,1,542,40,0,0,1,0,0,583,254,38,83,88,10,15,30,4,15,3,0,1,13,1,7,0,17,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,
Haarlem,Laren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oude Rabobank (16-03-2021),0417::SB9,1251 KH,0,517,0,2,0,0,3,463,53,0,0,0,0,0,519,195,30,59,89,10,21,22,11,24,1,1,1,12,0,31,0,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,
Haarlem,Laren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau I,0417::SB10,1251 KT,0,1137,2,1,0,3,,,,,0,3,,,1143,414,78,194,165,26,51,72,31,51,9,2,2,6,0,15,3,13,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0
Haarlem,Laren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau II,0417::SB11,1251 NA,0,29,0,0,0,0,,,,,0,0,,,29,6,3,7,4,1,1,1,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
