contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0851::SB1,4652 GA,2327,1478,4,1,0,1,2,1312,170,0,0,1,0,0,1484,464,241,107,188,37,76,39,19,43,11,7,7,120,5,56,5,22,2,1,0,1,3,12,5,0,0,1,0,4,0,2,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau 't Cromwiel,0851::SB2,4651 RN,1234,631,0,1,0,0,1,556,75,0,0,0,0,0,632,172,123,31,71,12,42,24,8,20,9,2,4,59,1,33,0,5,0,2,0,0,3,8,0,0,0,0,0,0,0,2,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau R.K. Basisschool Gummarus,0851::SB3,4651 KM,2310,1471,2,2,0,1,2,1317,157,0,0,1,0,0,1476,400,327,100,154,47,122,60,15,39,11,3,3,96,3,36,3,15,0,1,0,1,6,18,2,2,2,0,0,3,0,2,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Scoutinggeb.Wallenburch,0851::SB4,4651 WB,1622,1114,1,0,0,0,2,1006,107,0,0,0,0,0,1115,320,210,76,125,23,60,41,19,33,15,3,2,92,1,49,9,16,0,5,1,0,3,7,1,0,3,0,0,0,0,0,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis De Vaert,0851::SB5,4651 XE,1273,886,0,1,0,0,4,784,99,0,0,0,0,0,887,270,137,76,132,23,54,36,9,24,16,0,0,36,2,35,8,6,0,1,0,0,0,19,1,1,0,0,0,0,0,0,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Siemburg,0851::SB6,4756 AR,1835,1268,2,0,0,1,1,1082,188,0,0,1,0,0,1271,450,248,134,112,17,74,30,8,32,11,6,2,61,2,34,2,9,0,4,0,2,0,29,1,0,0,0,0,0,0,0,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Stelle,0851::SB7,4655 AB,713,463,0,0,0,0,0,398,65,0,0,0,0,0,463,145,76,28,33,9,39,15,8,15,8,4,0,30,0,33,0,3,0,0,0,1,1,14,1,0,0,0,0,0,0,0,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Buitelstee A,0851::SB8,4671 CZ,1672,658,0,1,0,0,0,595,64,0,0,0,0,0,659,174,123,43,70,7,55,16,21,15,5,19,2,57,3,26,5,2,0,0,0,2,1,11,1,0,0,0,0,0,0,0,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Buitelstee B,0851::SB9,4671 CZ,1733,555,2,1,0,0,1,487,70,0,0,0,0,0,558,152,103,48,47,9,40,14,7,19,6,17,2,57,0,13,2,5,0,1,0,0,1,8,1,0,0,2,0,1,0,0,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis De Vossenburcht,0851::SB10,4681 AS,1736,1162,0,1,0,0,1,1034,128,0,0,0,0,0,1163,311,226,121,114,29,86,43,12,22,16,3,3,79,1,34,5,22,0,3,0,1,2,19,1,2,3,2,0,2,0,0,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine Sportpark,0851::SB11,4651 KS,1167,319,0,0,0,0,0,282,37,0,0,0,0,0,319,92,70,19,35,15,11,12,0,5,2,0,0,31,0,13,3,1,0,1,0,0,3,3,0,0,0,0,0,2,0,1,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis,0851::SB12,4671 CC,1083,1228,0,4,0,0,5,1062,165,0,0,0,0,0,1232,306,234,86,107,34,102,32,30,34,10,42,6,119,0,41,8,14,0,1,1,3,1,11,1,1,0,1,0,1,0,2,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis zitting maandag,0851::SB13,4652 GA,0,425,0,2,0,0,2,365,60,0,0,0,0,0,427,137,53,43,39,13,44,31,10,14,7,0,0,10,0,17,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis zitting dinsdag,0851::SB14,4652 GA,0,463,1,0,0,0,3,414,47,0,0,0,0,0,464,108,71,57,64,14,38,31,7,12,7,1,1,23,1,16,3,1,3,0,0,0,0,2,0,0,1,1,0,0,0,1,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis zitting maandag,0851::SB15,4671 CC,0,241,0,2,0,0,0,208,35,0,0,0,0,0,243,64,44,24,13,9,31,18,9,0,1,10,0,14,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
Tilburg,Steenbergen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis zitting dinsdag,0851::SB16,4671 CC,0,264,0,0,0,0,1,233,30,0,0,0,0,0,264,56,57,30,22,7,31,8,3,9,2,8,0,10,0,17,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,
