contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Haarlem,Ouder-Amstel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis - 1503,0437::SB115,,0,402,0,0,0,0,0,364,38,0,0,0,0,0,402,115,26,52,59,21,29,34,10,20,4,0,0,6,2,18,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,
Haarlem,Ouder-Amstel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis - 1603,0437::SB116,,0,384,0,1,0,2,0,344,43,0,0,2,0,0,387,125,21,49,60,16,22,25,2,15,6,7,1,8,1,13,0,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,
Haarlem,Ouder-Amstel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0437::SB1,,1645,1128,0,4,0,2,9,1040,81,0,2,0,0,0,1130,302,81,63,305,75,31,47,10,53,6,16,5,36,13,17,2,42,0,2,2,1,0,7,0,0,0,3,0,0,9,0,,
Haarlem,Ouder-Amstel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Bindelwijk,0437::SB2,,1654,1227,1,3,0,2,0,1104,129,0,0,2,0,0,1233,314,73,94,303,80,31,54,22,41,18,15,4,36,12,38,0,61,2,2,1,1,2,21,1,0,0,0,0,0,1,0,,
Haarlem,Ouder-Amstel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Amstelstroom,0437::SB3,,1678,1094,1,5,0,0,4,952,144,0,0,0,0,0,1100,319,78,69,267,38,28,48,16,47,5,5,4,30,5,41,2,70,0,4,2,1,1,11,0,0,0,0,2,0,1,0,,
Haarlem,Ouder-Amstel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportvereniging sv Ouderkerk,0437::SB4,,1661,900,2,1,0,1,3,809,92,0,0,1,0,0,904,231,49,71,214,58,27,42,17,41,5,0,15,32,9,38,1,26,4,4,1,2,2,7,0,0,0,4,0,0,0,0,,
Haarlem,Ouder-Amstel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis,0437::SB5,,1234,1127,3,4,0,0,4,1035,95,0,0,0,0,0,1134,155,91,36,219,107,76,63,16,62,13,2,38,56,78,17,7,47,15,11,2,5,3,0,0,1,3,2,1,0,0,1,,
Haarlem,Ouder-Amstel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Kleine Kerk,0437::SB6,,1245,760,0,3,0,3,3,703,60,0,0,3,0,0,766,117,45,35,166,81,31,64,22,54,4,9,5,25,25,26,2,38,1,2,0,1,1,1,0,0,0,4,1,0,0,0,,
Haarlem,Ouder-Amstel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau vv CTO'70 - 1503,0437::SB715,,0,151,0,0,0,0,0,142,9,0,0,0,0,0,151,28,15,12,35,4,6,28,2,4,5,0,0,3,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Haarlem,Ouder-Amstel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau vv CTO'70 - 1603,0437::SB716,,0,154,0,0,0,0,1,141,12,0,0,0,0,0,154,25,19,13,31,7,8,23,1,12,0,0,0,0,3,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Haarlem,Ouder-Amstel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau vv CTO'70,0437::SB7,,1295,499,1,2,0,0,0,472,31,0,0,1,0,0,503,87,22,23,134,60,18,40,6,29,2,4,1,18,12,7,4,25,0,1,1,1,2,0,0,1,0,0,0,1,0,0,,
Haarlem,Ouder-Amstel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 1,0437::SB8,,0,947,2,4,0,1,,,,,0,1,,,954,258,86,164,99,31,50,102,30,36,37,4,0,8,2,24,2,9,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
Haarlem,Ouder-Amstel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau 2,0437::SB9,,0,28,0,0,0,0,,,,,0,0,,,28,2,1,5,4,2,0,3,3,1,2,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
