contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Zwolle,Steenwijkerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis (15-03-2021),1708::SB1,8331 XE,0,374,0,1,0,0,1,346,28,0,0,0,0,0,375,64,47,40,26,8,40,46,38,11,6,7,7,8,1,11,1,6,0,0,0,0,2,3,0,1,0,0,0,0,1,0,0,,
Zwolle,Steenwijkerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis (16-03-2021),1708::SB2,8331 XE,0,438,0,2,0,0,4,405,31,0,0,0,0,0,440,79,79,46,52,12,37,48,23,7,6,7,8,9,1,11,0,3,0,0,1,0,1,5,0,0,0,0,2,0,1,0,0,,
Zwolle,Steenwijkerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1708::SB3,8331 XE,0,1493,1,6,0,0,4,1374,122,0,0,0,0,0,1500,306,247,110,149,50,120,109,65,53,15,9,24,125,8,30,8,21,3,6,1,4,2,20,4,1,1,0,1,0,1,0,0,,
Zwolle,Steenwijkerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC de Zuidwester,1708::SB4,8331 MZ,0,1029,2,1,0,1,0,932,99,0,1,0,0,0,1031,147,208,61,79,30,103,55,70,29,10,10,31,116,3,15,8,9,1,1,2,3,5,19,1,2,0,0,5,2,4,0,0,,
Zwolle,Steenwijkerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Meenthe (15-03-2021),1708::SB5,8331 GM,0,512,1,0,0,0,2,472,39,0,0,0,0,0,513,96,53,88,55,21,42,58,48,6,0,9,0,8,1,12,2,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Zwolle,Steenwijkerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Meenthe (16-03-2021),1708::SB6,8331 GM,0,520,2,0,0,0,1,486,35,0,0,0,0,0,522,130,63,83,47,19,44,37,29,18,5,9,5,10,2,8,0,3,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,,
Zwolle,Steenwijkerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Meenthe,1708::SB7,8331 GM,0,1274,3,1,0,0,5,1162,111,0,0,0,0,0,1278,291,163,110,166,65,58,72,62,57,6,10,2,102,2,32,2,27,0,3,0,3,14,23,0,2,0,0,2,0,0,0,0,,
Zwolle,Steenwijkerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau sporthal 't Ravelijn,1708::SB8,8332 GL,0,554,1,1,0,0,3,521,32,0,0,0,0,0,556,132,48,51,110,27,39,21,32,19,2,5,2,21,1,14,0,13,2,0,1,2,0,6,0,1,0,0,1,0,4,0,0,,
Zwolle,Steenwijkerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkgebouw De Gagels,1708::SB9,8331 BZ,0,798,0,3,0,1,3,741,58,0,0,1,0,0,802,141,125,69,82,26,87,38,44,17,5,7,13,65,2,29,3,15,0,2,0,3,3,15,1,0,1,0,3,0,2,0,0,,
Zwolle,Steenwijkerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Meenthehof,1708::SB10,8332 AZ,0,1169,2,0,0,0,0,1060,111,0,0,0,0,0,1171,238,144,106,137,46,96,77,76,33,12,16,8,98,2,22,7,23,0,3,0,1,5,11,1,1,2,1,1,1,0,1,0,,
Zwolle,Steenwijkerland,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportcomplex de Waterwyck,1708::SB11,8331 CM,0,1562,3,2,0,1,3,1412,153,0,0,1,0,0,1568,379,145,145,213,74,102,93,112,48,14,6,4,88,3,48,9,36,0,3,1,2,7,13,0,1,4,0,10,0,2,0,0,,
