contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,Boxtel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Boxtel,0757::SB1,5281 AT,1003,1508,1,4,0,0,2,1348,163,0,0,0,0,0,1513,397,117,123,343,81,109,69,13,53,7,0,22,75,4,31,3,33,5,2,3,4,2,8,1,0,1,0,2,0,0,0,,
's-Hertogenbosch,Boxtel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis de Es,0757::SB2,5296 LT,1536,1191,2,0,0,0,0,1070,123,0,0,0,0,0,1193,384,148,127,207,31,81,34,6,34,8,4,1,43,1,24,1,29,0,0,0,3,1,13,1,1,1,0,3,2,0,3,,
's-Hertogenbosch,Boxtel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau WSD Station,0757::SB3,5281 GH,1440,843,0,1,0,2,1,762,83,0,0,2,0,0,846,167,95,55,135,48,78,54,8,44,5,0,12,54,10,21,2,31,8,5,0,3,0,2,2,2,0,0,0,0,0,2,,
's-Hertogenbosch,Boxtel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ursulagebouw,0757::SB4,5281 HV,1166,1080,0,2,0,0,1,952,129,0,0,0,0,0,1082,230,110,77,259,66,81,46,13,53,6,1,4,38,9,19,9,34,1,3,4,6,3,3,1,0,0,0,1,2,0,1,,
's-Hertogenbosch,Boxtel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dommelhal BHC,0757::SB5,5282 RA,3713,409,0,0,0,0,2,361,46,0,0,0,0,0,409,108,38,41,88,24,31,25,0,9,3,0,5,20,0,4,0,4,1,1,0,1,0,5,1,0,0,0,0,0,0,0,,
's-Hertogenbosch,Boxtel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis De Walnoot,0757::SB6,5282 GC,1757,1306,3,1,0,1,0,1090,221,0,0,1,0,0,1311,248,201,97,169,81,113,65,10,30,7,1,117,72,2,17,7,19,26,5,1,2,1,6,2,1,0,1,4,1,0,0,,
's-Hertogenbosch,Boxtel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis De Rots,0757::SB7,5283 CA,2006,1662,4,3,0,4,2,1447,224,0,0,4,0,0,1673,394,210,125,268,83,176,81,7,58,13,1,43,87,5,31,4,22,18,3,1,7,4,13,2,1,0,0,3,0,0,2,,
's-Hertogenbosch,Boxtel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brede School De Wilgenbroek 1,0757::SB8,5283 EE,1755,713,1,0,0,0,1,655,56,0,2,0,0,0,712,176,64,49,148,50,81,39,9,24,2,0,2,34,0,6,3,17,0,1,0,3,2,3,0,0,0,0,0,0,0,0,,
's-Hertogenbosch,Boxtel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brede School De Wilgenbroek 2,0757::SB9,5283 EE,1653,715,1,3,0,0,0,628,91,0,0,0,0,0,719,181,71,54,122,45,72,37,7,26,10,2,2,41,1,13,2,18,0,0,1,1,3,1,0,0,0,1,2,2,0,0,,
's-Hertogenbosch,Boxtel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voormalig gebouw SBO De Maremak,0757::SB10,5283 XH,1727,1391,9,3,0,2,4,1245,156,0,0,2,0,0,1405,331,172,100,241,74,127,80,11,37,13,2,6,86,2,30,5,32,3,2,0,7,8,6,0,1,2,2,4,2,0,5,,
